id,subject_area,q,oa,ob,oc,od,oe
cc7f8586-cf16-53b8-bd30-5d96ae8aee38,FIZIK,Aşağıda verilenlerden hangisi standart modele göre bir temel parçacık değildir?,Foton,Nötrino,Kuark,Elektron,Proton
cda129ed-3d1b-5d22-9b3f-68bbdc0ac97f,BIYOLOJI,"Sağlıklı bir insanda solunum gazları olan oksijen ve karbondioksitin kanda taşınmasıyla ilgili,
I. Kan pH seviyesinin düşmesi sonucu hemoglobinin oksijeni bağlama oranı ilgisi artar.
II. Karbondioksitin büyük bir kısmı plazmada bikarbonat iyonları şeklinde taşınır.
III. Alveollerde karbondioksitin su ile birleşmesinde karbonik anhidraz görev yapar.
ifadelerden hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
4a159ce2-caa5-5916-833b-cfdf174411c2,FIZIK,"Fizikteki büyüklükler ile ilgili,
I. Fizikteki büyüklükler temel ve türetilmiş olmak üzere ikiye ayrılır.
II. Bir sayı ve yön ile ifade edilebilen büyüklüklere skaler büyüklük denir.
III. Vektörel büyüklükler aynı zamanda türetilmiş büyüklüklerdir.
IV. Temel büyüklüklerin tamamı skaler büyüklüktür.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız III,II ve IV,"I, III ve IV","I, II, III ve IV"
cf5619f2-227d-5732-a4b9-25dc65037814,EDEBIYAT,Aşağıdakilerin hangisinde anonim halk şiiri ile ilgili bir bilgi yanlışlığı vardır?,İslamiyet öncesi Türk şiirinin devamıdır.,"Genellikle dörtlük nazım birimi ve hecenin 7, 8, 11'li hece kalıpları tercih edilmektedir.",Şiirler ezgiseldir ve genellikle saz eşliğinde icra edilir.,"Aynı şiir, bölgeden bölgeye değişiklik gösterebilir.",Özgün örnekleri divan adı verilen defterlerde toplanır.
cf8fa6bd-1ab2-5916-a4c5-920837a1d41f,BIYOLOJI,Miyop göz kusuru ile ilgili aşağıdaki bilgilerden hangisi yanlıştır?,Kalın kenarlı mercek kullanılırak düzeltilir.,Görüntü retinanın önünde oluşur.,Göz merceği normalden daha kalındır.,Uzaklıktaki cisimler net olarak görülemez.,Göz yuvarlağının önden arkaya doğru çapı normalden daha kısadır.
cfefccec-78b9-5f3d-bbd7-cf5423819a99,KIMYA,Aşağıdaki redoks tepkimelerinden hangisinde indirgenen madde doğru verilmiştir?,"Tepkime: $Zn + 2Ag^+ \longrightarrow Zn^{2+} + 2Ag$, İndirgenen madde: $Zn$","Tepkime: $2Fe + 3CO_2 \longrightarrow Fe_2O_3 + 3CO$, İndirgenen madde: $CO_2$","Tepkime: $D_2 + O_2 \longrightarrow 2H_2O$, İndirgenen madde: $H_2$","Tepkime: $N_2 + 3H_2 \longrightarrow 2NH_3$, İndirgenen madde: $H_2$","Tepkime: $Na + HCl \longrightarrow NaCl + 1/2 H_2$, İndirgenen madde: $Na$"
d0f718df-5a46-523c-b542-690de825107c,KIMYA,"X: CH$_3$-CH$_2$-C(=O)-OH ve Y: R$_1$-C(=O)-OR$_2$ yukarıdaki X ve Y bileşiklerinin yapı izomeri olduğu bilindiğine göre, I. R$_1$ ve R$_2$ aynı gruplardır. II. Aynı basınçta X'in kaynama noktası Y'den büyüktür. III. Y'nin IUPAC adı asetik asidin metil esteridir. yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
d10ec107-7fdb-5d63-903b-44af0413c8d9,BIYOLOJI,"Bitkilerden elde edilen bazı maddeler, bir nörondan diğerine uyartının aktarılmasını sağlayan aracı maddelerin sentezini durdururlar.
Buna göre, bitkilerden elde edilen bu maddeler
I. vücudun dış yüzeyine açılan reseptörlerin görev yapmaması,
II. duyu ve motor nöronlar arasındaki kimyasal iletimin durması,
III. duyu nöronlarının zarflarındaki iyon dengesinin değişmesi
durumlarından hangilerine neden olabilir?",Yalnız II,Yalnız III,I ve II,II ve III,"I, II ve III"
d12a76bc-4d27-5d70-9a88-c7a135da9c5f,KIMYA,Aşağıda bazı ayırma yöntemleri ve bu yöntemlerde kullanılan ayırt edici özellik eşleştirmesi yanlış verilmiştir?,Ayırma Hunisi - Özkütle,Süzme - Tanecik boyutu,Ayrımsal Damıtma - Hal değişimi,Diyaliz - Özkütle,Ekstraksiyon - Çözünürlük
d8d8c967-9958-5950-a981-d03eab8072d0,KIMYA,"Maddeler, saf madde ve saf olmayan madde şeklinde sınıflandırılır. Saf olmayan maddeler ise karışımlardır. Buna göre; I. heterojen görünümlü olma, II. iki ya da daha fazla cins atom içerme, III. fiziksel yöntemlerle bileşenlerine ayrılabilme özelliklerinden hangileri kesinlikle karışımları saf maddelerden ayıran özelliklerdendir?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III
d95559ca-40d6-555d-b3ec-32713b37ba83,KIMYA,"25 °C'de Ag elektrot daldırılmış $0,01 \text{ M Ag}^+$ sulu çözeltisi ile Cu elektrot daldırılmış $0,01 \text{ M Cu}^{2+}$ çözeltisinden oluşan iki yarı hücre, tuz köprüsüyle birleştirilerek bir elektrokimyasal hücre oluşturuluyor. Elektrokimyasal hücre çalıştıktan sonra Cu elektrodunun kütlesinin azaldığı ve hücre potansiyelinin ""P"" volt olduğu gözleniyor.

Bu elektrokimyasal hücreyle ilgili,
I. Cu elektrot anot olarak davranmıştır.
II. $\text{Cu}^{2+}$ derişimi $1 \text{ M}$ yapılırsa hücre potansiyeli $(\text{P} - 0,059)$ V olur.
III. Her iki katyon çözeltisinin derişimi $10$ kat artırılırsa hücre potansiyeli değişmez.

ifadelerinden hangileri doğrudur?
($25 \text{ °C'de Nernst eşitliğinde logaritmik terimin katsayısı } 0,059/n \text{ alınacaktır, } n \text{ hücre tepkimesinde aktarılan elektron sayısıdır.}$)",Yalnız I,Yalnız II,Yalnız III,I ve II,I ve III
1d28dce1-438e-5af0-b9b5-9bd1001c02f9,TARIH,"Büyük İskender İmparatorluğu'nun parçalanması üzerine kurulan krallıklardan biri Bergama Krallığı'dır. Bergama Krallığı zamanında parşömen denilen kâğıt icat edilmiş, büyük bir kütüphanenin yanısıra Anadolu'nun ilk tıp merkezi kurulmuştur.
Buna göre Bergama Krallığı'nda;
I. hukuk,
II. sağlık,
III. kültür
alanlarından hangilerinde bir gelişme sağlandığı savunulabilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
d9d72399-f59b-5ad8-8cc3-1b9610e8f6fd,GEOMETRI,"$A(3, -1)$ noktasının x-eksenine göre simetriği B noktasıdır. B noktası orijin etrafında pozitif yönde $90^\circ$ döndürüldüğünde C noktası elde ediliyor. C noktası $y=3x+n$ doğrusu üzerinde olduğuna göre, n kaçtır?",4,5,6,7,8
dd256589-58a0-5567-b8ce-6e4117b76479,MATEMATIK,$x^2+2x+5=0$ denkleminin karmaşık sayılar kümesinde çözüm kümesini bulunuz.,"$\{-1-2i, -1+2i\}$","$\{1-2i, 1+2i\}$","$\{-1-i, -1+i\}$","$\{1-i, 1+i\}$","$\{2-i, 2+i\}$"
55fa66e1-b885-5d22-b8a6-9209dda9e2da,TARIH,"Hz. Ali Dönemi'nde Hz. Osman'ın akrabaları ile Cemal, Şam Valisi Muaviye ile Sıffin savaşlarının yapılmasıyla;
I. dış saldırı,
II. siyasi ayrılık,
III. iç huzursuzluk
tehditlerinden hangileri önlenmeye çalışılmıştır?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
e128e65c-afcc-57be-80cb-a332dbe7081f,TURKCE,"Sebillerin bulundukları yerlere ve biçimlerine göre müstakil yapı, köşe, cephe ve pencere sebilleri diye gruplandırılabilir. Bunlardan, halk arasında sebil denince akla ilk gelenler müstakil yapı türünde olanlardır ve genellikle dörtgen, çokgen veya yuvarlak planlı tasarlanmış, etek denilen mermer alçak duvar üzerinde sütunlar, sütunlar arasında bronz yahut mermer şebekeler, kornişler, kitabeler ve saçaklardan meydana gelmiştir. Klasik Dönem sebilleri XVI. ve XVII. yüzyıl mimarisinin bütün özelliklerini yansıtmaktadır; pencere aralarındaki sütunlar mermerden ve tunç bilezikli, baklavalı mukarnaslı veya baklava süslemelidir.
Bu parçanın anlatımında aşağıdaki anlatım tekniklerinden hangisine başvurulmuştur?",Öyküleme,Açıklama,Tartışma,Benzeşme,Tanımlama
e19f5f5d-5d59-57c1-839f-d6e83ce903a5,FIZIK,"Ayşe Hanım, temizlik yapmak amacıyla bir bezi, önce musluktan akan su ile ıslatıyor. Sonra bezi sıkarak fazla suyu lavabo üzerine döküyor. Ayşe hanım bu olaylarda şu üç durumu fark ediyor: 1. durum : Bezin tamamı suya değmediği hâlde, bezin tamamının ıslandığını fark ediyor. 2. durum : Bezin fazla suyunu sıkarken suyun damlalar hâlinde birleşerek düştüğünü gözlemliyor. 3. durum : Lavaboya düşen suyun bir kısmının lavaboya yapıştığını görüyor. Buna göre, Ayşe Hanım'ın fark ettiği durumlarda gözlemlenen fiziksel etkiler aşağıdakilerden hangisinde doğru olarak verilmiştir?","Kılcallık, Adezyon, Kohezyon","Kılcallık, Kohezyon, Adezyon","Kohezyon, Adezyon, Kılcallık","Kohezyon, Kılcallık, Adezyon","Adezyon, Kohezyon, Kılcallık"
5eca644b-a922-55f9-a323-cd000c473614,GEOMETRI,"$AB \parallel DE$, $m(\widehat{FAB}) = 50^\circ$, $m(\widehat{BCD}) = 130^\circ$, $m(\widehat{CDE}) = x$. Buna göre, $x$ kaç derecedir?",140,130,120,110,100
e5594b06-4cd9-59d3-aaac-a2c332006b9e,FIZIK,"Aşağıdaki günlük hayatta yapılan bazı uygulamalar verilmiştir. I. Soğuk havalarda kuşların tüylerini kabartması II. Bina yapımı sırasında tuğlalar arasına elyaf adı verilen malzeme konulması III. Binaların dış cephelerinin ayna ile kaplanması Buna göre, bu uygulamaların hangilerinde ısı yalıtımı amaçlanmıştır?",Yalnız II,I ve II,I ve III,II ve III,"I, II ve III"
b4cee89a-1790-5036-8f17-45ff8922082a,FIZIK,"I. Hızlanan araba
II. Yavaşlayan araba
III. Sabit hızla hareket eden araba
Yukarıda verilen hareketlilerden hangileri için hız ile ivme aynı yönlüdür?",Yalnız I,Yalnız II,I ve II,I ve III,II ve III
0aae06ea-eed3-5bd2-8342-469b2d90d249,KIMYA,Aşağıda verilen gazlardan hangisinin hava kirletici özelliği yoktur?,$SO_2$,$NO_2$,$CO_2$,$O_2$,$CO$
abb778f3-80fa-5949-89d6-f21a42524ce3,GEOMETRI,"$A(2, 1)$ noktasının $y = x$ doğrusuna göre simetriği $B$, $B$ noktasının $C(3, 5)$ noktasına göre simetriği $D$ noktasıdır. Buna göre, $D$ noktasının koordinatları toplamı kaçtır?",10,11,12,13,14
17fa0624-792c-579b-9a3d-b79d8f843ada,FIZIK,"Cisimlerin kendi ağırlıklarına karşı dayanıklılığı ile ilgili,
I. Küp şeklindeki metal levha ısıtılırsa dayanıklılığı azalır.
II. Küp şeklindeki peynir düşey eksende 2 eşit parçaya bölünürse her parçanın dayanıklılığı bölünmemiş haldeki küpün dayanıklılığının 2 katı olur.
III. Düzgün katıların her bir boyutu yarıya indirilirse kendi ağırlığına karşı dayanıklılığı da yarıya iner.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
43f5dd4a-ad83-55d7-a0e8-7333fe79dcbe,BIYOLOJI,"Bir çizgili kastaki sarkomerin hareketi görselde verilmiştir.
Görselde 1. durumdan 2. duruma geçen sarkomerle ilgili aşağıdakilerden hangisi yanlıştır?",Sarkomerin boyu kısalmıştır.,H bandı görünmez hâle gelmiştir.,I bantları daralmıştır.,Z bantları karşılıklı yaklaşmıştır.,Sarkomer eşik değer altında uyarı almıştır.
ac77529a-23b2-5e6b-a5d7-cfc63b238022,BIYOLOJI,"Ökaryot hücrelerde DNA eşlenmesinde rol oynayan enzimlerle ilgili,
I. Sarmal zincirleri birbirinden helikaz ayırır.
II. Yeni zincirlerin ucuna nükleotitleri DNA polimeraz ekler.
III. DNA parçacıkları arasındaki boşlukları DNA ligaz kapatır.
ifadelerinden hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
afbe6035-13ce-5a06-b2c3-53ffe29ece25,MATEMATIK,"Doğrusal olarak hareket eden bir hareketlinin saat olarak zamana bağlı yer değişimi km cinsinden, $f(t) = t^2 + 2t + 5$ olarak tanımlanmıştır. Buna göre, bu hareketlinin 2. saatteki anlık hızı kaç km/sa tir?",4,5,6,7,8
afe719c8-927a-5d14-abde-0bcce4b63cdf,KIMYA,"Moleküler yapılı bir maddenin 14,4 gramının 40 gram saf suda çözünmesi ile oluşan çözeltinin kaynama noktası $1,04 \text{ °C}$ yükseliyor.

Buna göre, bu maddenin mol kütlesi kaçtır? (Saf su için $K_k = 0,52 \text{ °C/m}$)",45,98,116,180,208
b0cc5880-f78e-5247-a236-d01a62a64b9b,KIMYA,"Teknolojik gelişmeler, nüfus artışı, motorlu araç sayısındaki artış gibi nedenlerden dolayı enerjiye duyulan ihtiyaç her geçen gün artmaktadır. Bununla birlikte fosil yakıtların bilimsel çalışmalarla ortaya konulan zararları insanoğlunu farklı enerji kaynakları arayışına yöneltmiştir. Bu arayışın amacı; I. Yenilenebilir II. Maliyeti yüksek III. Çevre dostu özelliklerinden hangilerine sahip yeni enerji kaynakları bulmak olabilir?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
b177f8ff-ef30-59a0-a630-cdf92589e1d5,MATEMATIK,"$a-b=6$ ve $a \cdot b=4$ olduğuna göre, $a^2-b^2$ farkının pozitif değeri kaçtır?",$6\sqrt{26}$,$12\sqrt{13}$,$13\sqrt{13}$,$16\sqrt{13}$,$12\sqrt{26}$
b6b2ecf2-3ff9-5e7b-82ef-3c3254d4cf4e,FIZIK,Aşağıdaki tam ve kesirli ifadelerden hangisi leptonların spinidir?,$\frac{5}{2}$,$2$,$\frac{3}{2}$,$1$,$\frac{1}{2}$
6719e9f6-3971-5168-9ebb-b3575d491a12,BIYOLOJI,Ototrof olarak beslenen bütün bakteri türlerinde aşağıdaki özelliklerden hangisi ortaktır?,Karanlık ortamlarda besin sentezleyebilme,İnorganik maddeleri oksitleyerek enerji üretebilme,Işık enerjisini kullanarak besin sentezleyebilme,Sitoplazmasında klorofil pigmenti bulundurma,Karbon kaynağı olarak $CO_2$ kullanma
b771f560-6db9-547d-ab6a-3512960ae650,FIZIK,"Thomson atom modeline göre,
I. Atom küreseldir.
II. Atom $(+)$ ve $(-)$ yüklerden oluşur.
III. Atomun içindeki $(+)$ yükler belirli bölgelerde toplanmıştır.
yargılarından hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
b7ba0dd6-42fd-5af0-bda1-8c2c3ded2afe,MATEMATIK,$f(x) = (x+1)^2 + (x+2)^2 + ... + (x+16)^2$ parabolünün simetri ekseni aşağıdakilerden hangisidir?,$x = -6$,$x = -7$,$x = -8$,$x = -\frac{17}{2}$,$x = -9$
bbfcc556-8f85-5ebd-8bb0-5cfba42d38b2,KIMYA,"I. Normal şartlar altında $11,2$ L $H_2$ gazı II. $8$ g $CH_4$ gazı III. $12,04 \times 10^{23}$ tane HCl molekülü Yukarıdaki maddelerden hangileri $2$ mol hidrojen atomu içerir? ($CH_4=16$ g/mol, Avogadro sayısı ($N_A$) = $6,02 \times 10^{23}$, gazların ideal gaz olarak davrandığı varsayılacaktır.)",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III"
bc1e95d5-585f-5b28-b7c6-9410375b57ef,MATEMATIK,"İki basamaklı AB ve CD doğal sayılarının rakamları arasında $A-C=5$ ve $D-B=2$ bağıntıları vardır. Buna göre, $AB-CD$ farkı kaçtır?",52,48,42,40,38
bc257542-15d6-5f7c-8164-8187b355ae7c,GEOMETRI,"$m(\widehat{B}) = m(\widehat{D}) = 90^\circ$, $m(\widehat{BAC}) = m(\widehat{CED})$, $|ED| = 16$ cm, $|AB| = 24$ cm, $|BD| = 30$ cm olduğuna göre, $|AC| = x$ kaç cm'dir?",30,25,32,28,36
bc74bb08-3078-541a-a948-88325836ada9,MATEMATIK,"$s(A-B) = 3 \cdot s(B-A)$, $s(A \cap B) = 5$, $s(A \cup B) = 26$ olduğuna göre, $s(A) + s(B)$ toplamının değeri kaçtır?",27,28,29,30,31
c04339c5-2811-5b41-be48-9c5b5816f006,KIMYA,"I. Su buza dönüşürken molekülleri arasındaki hidrojen bağlarının gücü ve bağ uzunluğu değişir.
II. Erime ve kaynama noktaları molekül içi kimyasal bağlara değil, atom ve moleküller arasındaki kuvvetlere bağlıdır.
III. Etil alkol, su molekülleriyle dipol - dipol bağlanmanın yanında hidrojen bağları da oluşturur. Bu yüzden etil alkol suda çok iyi çözünür.
Yukarıda hidrojen bağları ile ilgili verilen yargılardan hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
0cb7875a-baca-5b81-80ba-c28a347d3f1b,TURKCE,"Gece incelik bekleyen ağaçlar, rüzgârın fısıltısı, Titreyip duran yapraklar, lambanın ışığında. Yapraklarını çevirdiğim Kafka kitabı, Dışarıda aralıkta köpek havlamaları, Pencereden giren limon çiçeklerinin aralıksız kokusu. Bu dizelerde aşağıdakilerden hangisinin örneği yoktur?",Özel isim,Belgisiz sıfat,Somut isim,Niteleme sıfatı,Çoğul isim
c2322209-7733-5668-96a7-37cd55ac7277,MATEMATIK,"$f(x)=x^2-4x+5$ parabolünün Ox eksenine göre yansıması olan parabolün tepe noktası A noktasıdır. $f(x)$ parabolünün Oy eksenine göre yansıması olan parabolün tepe noktası B noktasıdır. Buna göre, AB kaç birimdir?",$2\sqrt{5}$,5,$2\sqrt{7}$,7,$2\sqrt{10}$
c29b5d2c-5f69-55b1-9324-1008656aed90,BIYOLOJI,Zigotun gelişerek tam bir bireyi oluşturması sürecinde embriyo hücrelerinin aşağıdaki özelliklerinden hangisi değişmez?,Sitoplazma miktarı,Sitoplazmadaki organel sayısı,Kromozom sayısı,Depo besin miktarı,Atık madde miktarı
c2b2683c-e74b-5a34-9b84-b89fbf00be98,KIMYA,"Simya döneminde simyacıların yaptığı çalışmalar kimya bilimine çok sayıda katkı sağlamıştır. Bu dönemde uygulanan ve hâlâ günümüzde de kimya laboratuvarında madde analizi ve sentezinde kullanılan yöntemler vardır.
Buna göre;
I. kristallendirme,
II. elektroliz,
III. çöktürme,
IV. damıtma,
V. buharlaştırma
yöntemlerinden hangisi simya döneminden günümüze aktarılan yöntemler arasında yer almaz?",I,II,III,IV,V
c2df4314-47e5-51a3-a014-03f1c47ae974,KIMYA,"Çözünürlüğü sıcaklıkla artan glikozun doymamış sulu çözeltisi kaynayıncaya kadar ısıtılıyor.
Buna göre, kaynamaya başlayan sulu çözelti ile ilgili;
I. Sıcaklığı bir miktar daha yükselir.
II. Çözünen madde miktarı artar.
III. Molar derişimi bir miktar artar.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
dba08177-a3fb-5892-b8c5-eea07e58d234,TURKCE,"I. Can çıkmayınca (çıkmadan) huy çıkmaz.
İnsan yedisinde ne ise yetmişinde de odur.
II. Demir tavında dövülür.
Her şeyin vakti var, horoz bile vaktinde öter.
III. Soğanın acısını yiyen bilmez, doğrayan bilir.
Dan unundan baklava, incir ağacından oklava olmaz.
IV. Ağaç yaş (fidan) iken eğilir.
Kırkından sonra saza başlayan kıyamette çalar.
V. Bir elin nesi var iki elin sesi var.
Yalnız taş duvar olmaz.

Numaralanmış atasözü çiftlerinden hangisi anlamca aynı doğrultuda değildir?",I,II,III,IV,V
c7fb0c5c-fde7-541e-83f5-166b4cbe4020,KIMYA,"Oda koşullarında $Mg^{2+}$ iyon derişimi $9,6$ ppm olan sulu çözeltinin $100$ kilogramında kaç mol $Mg^{2+}$ iyonu vardır? (Mol kütlesi: $Mg = 24$ g/mol)",$2.10^{-1}$,$2.10^{-2}$,$4.10^{-1}$,$4.10^{-2}$,$8.10^{-2}$
03b764ec-b7bc-573d-90eb-729a578a1e28,BIYOLOJI,"Her hücrede tepkime çeşidi kadar enzim çeşidi bulunur ve görev yapar.
Bu durum, enzimlerin aşağıdaki özelliklerinden hangisinin bir sonucudur?",Protein kısımlarının substratlarına özgü olması,Reaksiyonları tersinir olarak gerçekleştirmesi,Reaksiyondan etkilenmeden açığa çıkıp tekrar tekrar kullanılabilmesi,Hücre içinde sentezlenmeleri,Çok yavaş gerçekleşen reaksiyonları hızlandırması
c8ce65c2-4e18-5afb-876f-beb13d25eb95,KIMYA,"Yoğunluğu 1,2 g/mL olan kütlece %20'lik 400 mL çözeltide, çözünen maddenin kütlesi kaç gramdır?",48,72,80,90,96
ceab9118-e768-5bdc-bfeb-d2673f2535b8,KIMYA,"N.Ş.A'da $67,2 \text{ L}$ hacim kaplayan Helyum gazı kaç moldür?","0,2","0,5",1,2,3
ceca3fa1-703c-539e-b978-d6fb4588b95b,COGRAFYA,"Toprak; yer kabuğunu oluşturan kayaçların ufalanması ile oluşmuş olan ve içinde çeşitli mineraller, canlı organizmalar, organik maddeler, hava ve su bulunan bir örtüdür. Buna göre toprağın oluşmasında aşağıdaki faktörlerden hangisi etkili değildir?",İklim,Bitki örtüsü,Horizon,Yer şekilleri,Anakaya
cede1e4a-865d-5404-99e5-04ff79f15d30,BIYOLOJI,İnsanların bazal metabolizması ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,Oda sıcaklığında ölçülmelidir.,Ölçüm son yemekten 12 saat sonra yapılmalıdır.,Sonuçlar değerlendirilirken bireyin mesleği dikkate alınmalıdır.,Ölçüm yapılırken kişinin uyku halinde olmaması gerekir.,"Hızını bireyin yaşı, cinsiyeti ve kilosu etkiler."
d3e91357-af8e-5c4a-9e8e-2c80491024ca,KIMYA,Kütlece %20'lik 200 g $AgNO_3$ çözeltisi ile kütlece %30'luk 300 g $AgNO_3$ çözeltisi karıştırılıyor. Oluşan karışım kütlece % kaç $AgNO_3$ içerir?,12,18,24,26,28
d4630225-a3d7-5819-81f9-4f200c286ea9,FIZIK,"Radyoaktif çekirdekler ile kararlı (radyoaktif olmayan) çekirdekler arasında belirgin bazı farklar olmasına rağmen ortak özellikler de bulunmaktadır.
Buna göre rastgele seçilen bir radyoaktif ve bir kararlı çekirdek için;
I. Dış etki olmaksızın kendiliğinden ışıma yapma,
II. Çekirdeklerindeki nötron sayısı, proton sayısından fazla olma,
III. Bozunmaya uğrayarak atom veya kütle numarası farkı olan başka çekirdeklere dönüşme
özelliklerinden hangileri ortak olabilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
d47ec12b-ccd3-53e8-b689-142a01c0c487,KIMYA,"$H-C \equiv C-H + HCl \rightarrow \text{Ürün}$
tepkimesi ile ilgili,
I. Katılma tepkimesidir.
II. Oluşan ürün vinil klorür olarak adlandırılabilir.
III. Karbon (C) atomlarının hibritleşme türü değişmiştir.
verilenlerden hangileri doğrudur?",Yalnız I,I ve II,I ve III,II ve III,"I, II ve III"
d4f338c7-a289-5a43-aee6-a25a4e570acd,FIZIK,"Aşağıda verilen fiziksel büyüklük, nicelik türü eşleştirmelerden hangisi yanlıştır?",Hız - Vektörel,Sürat - Vektörel,Kütle - Skaler,Hacim - Skaler,Yer değiştirme - Vektörel
d7401440-a05e-570a-99e5-4574d933cd1a,MATEMATIK,$y=x^2-3x-10$ parabolü ile $y=x-5$ doğrusunun kesiştiği noktalardan biri aşağıdakilerden hangisidir?,"$(1, -4)$","$(1, 5)$","$(1, 4)$","$(3, 2)$","$(5, 0)$"
d7bb59af-f85f-53d2-834f-07fb301a56b2,GEOMETRI,"Dik koordinat düzleminde $A(k - 5, 2t + 3)$ noktasının $B(2, 5)$ noktasına göre yansıması $C(4, 3)$ noktasıdır. Buna göre, $k + t$ toplamı kaçtır?",6,7,8,9,10
4cc36018-c3ea-5dc1-9275-d193b05737a5,EDEBIYAT,"Birçok din ve kültürde güvercin, gerek bir canlı, gerek sembol olarak önemli bir hayvan konumundadır. Eski Suriye verimlilik tanrıçası Atargatis, Tanrı Adad'ın eşi olarak kabul edilir, balık ve güvercin onun kutsal hayvanları olduğuna inanılırdı. ""Ba"" Sabit'te kurban edilen güvercindi. Eski Ahit'te güvercin, Nuh Peygamber'in, fırtınanın dinip dinmediğini öğrenmek üzere gemiden dışarı gönderdiği hayvan olarak karşımıza çıkar.

Bu parçanın anlatımıyla ilgili;
I. Niteleyici ögelere yer verilmiştir.
II. Bir savı örneklere inandırma kılınmıştır.
III. I. Kişili anlatım kullanılmıştır.

yargılarından hangilerine ulaşılamaz?",Yalnız I,Yalnız II,Yalnız III,I ve III,II ve III
dc1ee436-c256-5a99-a167-9c355e01e5cd,COGRAFYA,"33° doğu boylamında yer alan Ankara'da yerel saat 12.15 iken, 30° doğu boylamında yer alan İzmir'de yerel saat kaç olur?",11.15,11.48,12.03,12.27,13.15
dee46fd4-a815-512b-8996-0f475a218f9f,FIZIK,"Newton'ın hareket yasalarına göre,
I. Bir cisme etki eden net kuvvetlerin bileşkesi sıfır ise cisim sabit hızla hareketini sürdürür.
II. Durğun cisimlere etki eden kuvvetlerin bileşkesi sıfırdır.
III. Bir cismo etki eden net kuvvetin büyüklüğü ile cismin ivmesinin büyüklüğü doğru orantılıdır.
yargılarından hangileri kesinlikle doğrudur?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
df037ba2-e0d7-50d6-a5d1-2453a6a65383,TURKCE,"I. Evdeki tüm kıyafetleri eşine ütületti.
II. Çok geç olmadan çocuğu uyuttu.
Bu cümlelerdeki fiillerin nesnesine göre çatı özellikleri aşağıdakilerin hangisinde sırasıyla verilmiştir?",geçişli - oldurgan,geçişsiz - ettirgen,geçişsiz - oldurgan,geçişsiz - geçişli,ettirgen - oldurgan
df91ce47-572e-5103-a586-81903f80862c,TURKCE,"I. Mutfağa inmiş, bakmış, aşçı hamur açıyor. Tahtanın başında beklemiş. Bol maydanozla, peynirle tepsiye koydurmuş. Tam bir tabak iyice kızarmış pide yemişti. Ne kadar açmışım meğer, diye bir daha gevelemişti. ""Cevri Mehmet'in Sopar Mehmet'i"" diye böğrünü bir hâle getirmiş ki harcını tutacak ancak bir iki yaprağı kalmıştı. Beni görünce gülümsedi: ""Tam zamanında yetiştin, gel bakayım bir karma geçti."" diyerek tepsiyi hamur tahtasının üstüne koydurttu.
II. Romanların türün özelliklerini tanımlamak, ait oldukları türün kurgu özelliklerini belirlemek hem edebiyat eleştirisine işlevsel bir katkı sunar hem de yazma ve okuma eylemlerini icra etmede yönlendirici bir rol oynar. Bununla beraber tür kavramını genellemek ve kavramın içini dolduran unsurları sabitlemek, tür kuramcılarının, edebi metinlerin, metin analizleri ve eleştirileri gibi durmaklarıdır. Türler durağan değildir; yazılan her yeni yapıt, dâhil edildiği türün özelliklerinin bir kısmını yerinden eder ya da dönüşüme uğratır, bazılarını yeni veya eski yerinden kurar. O hâlde türün kapsamını belirlemek geleneksel ölçütlere körü körüne bağlı kalmak hata olur.
Bu parçaların anlatım biçimleri aşağıdakilerden hangisinde sırasıyla verilmiştir?",Öyküleme - tartışma,Öyküleme - benzetme,Tartışma - açıklama,Betimleme - öyküleme,Açıklama - tartışma
dfaffb0d-bf2d-5559-a08e-c319678b60ca,FIZIK,"Bir öğrenci önce doğuya $30 \text{ m}$, sonra kuzeye $40 \text{ m}$ ilerlemektedir. Buna göre, öğrencinin aldığı yol ve yer değiştirmesi kaç m'dir?","Yol (m): 70, Yer değiştirme (m): 0","Yol (m): 50, Yer değiştirme (m): 70","Yol (m): 50, Yer değiştirme (m): 50","Yol (m): 70, Yer değiştirme (m): 50","Yol (m): 70, Yer değiştirme (m): 70"
