id,subject_area,q,oa,ob,oc,od,oe
281a17a2-ca44-5fc1-9247-5485f71e5f6b,KIMYA,"Derişimi $12 	ext{ M}$ olan $	ext{HCl}$ stok çözeltisinden $	ext{X mL}$ alınarak hacmi $200 	ext{ mL}$ olacak şekilde üzerine saf su ekleniyor.
Son durumdaki çözeltinin derişimi $0,3 	ext{ M}$ olduğuna göre $	ext{X}$ değeri aşağıdakilerin hangisinde doğru verilmiştir?",2,4,5,8,10
bdca8684-9cef-51ec-be7d-46fa7ab44981,KIMYA,"Aynı ortamda bulunan saf su ve çeşme suyu ile ilgili,
I. Çeşme suyunun kaynama noktası daha yüksektir.
II. Saf suyun donma noktası daha yüksektir.
III. Çeşme suyunun yoğunluğu daha büyüktür.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
8c83ab3f-96ee-58ae-90a7-84e736d4dd8e,KIMYA,25 g $KNO_3$ kullanılarak hazırlanan 125 g $KNO_3$ çözeltisi kütlece % kaçtır?,10,20,25,40,50
77752516-9b52-5a5b-bb59-17cdf172c255,KIMYA,Aşağıdaki çözeltilerden hangisinde çözünen $NaCl$ miktarı en fazladır? ($NaCl$: 58),Kütlece %20'lik 250 gram $NaCl$ çözeltisi,"0,2 molar 1 litre $NaCl$ çözeltisi",2 ppm $NaCl$ çözeltisi,"2 molar 0,5 litre $NaCl$ çözeltisi",1 molal 200 gram $NaCl$ çözeltisi
a7b3c529-f501-52c3-8a82-055e8f971998,KIMYA,"Şeker, odun talaşı ve kumdan oluşan bir karışımı bileşenlerine ayırmak için aşağıdaki işlemlerden hangisine gerek yoktur?",Su ekleme,Yüzeyden kaşıkla toplama,Süzgeç kağıdından geçirme,Süzüntüyü ısıtarak buharlaştırma,Santrifüjleme
56064c0d-3b0e-5f5c-80af-acbdd4a4ad1e,KIMYA,"Oda koşullarında bulunan saf A maddesi ile ilgili aşağıdaki bilgiler veriliyor.
– Elektrik akımını iletir.
– Öz kütlesi sabittir.
– Genleşme katsayısı ayırt edici özelliktir.
Buna göre, A maddesi aşağıdakilerden hangisi olabilir?",$C_2H_5OH_{(s)}$,$H_2O_{(k)}$,$NaCl_{(k)}$,$Zn_{(k)}$,$NaCl-Su$ karışımı
45b93367-eebe-5699-b584-d47a87288b39,KIMYA,"I. Bazı besinler ilaç olarak kabul edilir.
II. Mide ilaçlarının etkisinin yüksek olması için damar yoluyla alınması gerekir.
III. İnsülin hormonunun ağız yoluyla alınması biyolojik olarak daha uygundur.
Yukarıdaki ifadelerden hangileri yanlıştır?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
bf72fdc2-c5f4-5580-8ee5-6bd757eef51a,KIMYA,"Oda koşullarında 1 M 600 mL KBr çözeltisine 0,5 M 400 mL KBr çözeltisi ilave ediliyor.
Buna göre, KBr çözeltisinin;
I. Buhar basıncı
II. Donma noktası
III. Kaynama noktası
niceliklerinden hangileri artar?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
e4cd4f66-166c-5e6b-a43e-595abd9c0f4a,KIMYA,Kütlece %15'lik X çözeltisinde 272 gram saf su bulunmaktadır. Buna göre çözeltide kaç gram X çözünmüştür?,32,40,48,54,60
5ef24fc1-6d3f-534d-a77b-e246d5fe8890,KIMYA,"I. 0,3 molal 200 gram KOH çözeltisi
II. 0,2 molal 300 gram $Al(NO_3)_3$ çözeltisi
III. 0,5 molal 500 gram $C_6H_{12}O_6$ çözeltisi
Yukarıda derişimleri verilen çözeltilerin aynı ortamda kaynamaya başlama sıcaklıklarının karşılaştırılması aşağıdakilerden hangisinde doğru olarak karşılaştırılmıştır?",I > II > III,II > I > III,II > III > I,III > II > I,III > I > II
404857a4-5f84-5888-b48e-d0f701a2269f,KIMYA,"$1$ molal $CaCl_2$ sulu çözeltisinin $1111$ gramına $889$ gram su eklenerek çözelti seyreltiliyor. Buna göre son çözeltideki $Ca^{2+}$ iyonlarının derişimi kütlece yüzde kaçtır? ($Ca = 40$ g/mol, $CaCl_2 = 111$ g/mol, $CaCl_2$'nin suda tamamen iyonlarına ayrışarak çözündüğü varsayılacaktır.)",$1$,$2$,$3$,$4$,$5$
e3076f30-4543-5e69-a16e-d4488357d09b,KIMYA,"3,4 gram $NH_3$ bileşiği ile ilgili, I. 0,2 moldür. II. $0,6N_A$ mol H atomu içerir. III. 0,8 tane atom içerir. ifadelerinden hangileri doğrudur? (H:1, N:14, $N_A$: Avogadro sayısı)",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
6bc055e4-c5c1-5a21-9250-d2a00f177c17,KIMYA,"2 kg su örneği analiz edildiğinde $Mg^{2+}$ iyonu derişimi 9 ppm olarak ölçülmüştür. Buna göre, bu örnekte kaç mg $Mg^{2+}$ iyonu bulunur?",6,9,12,15,18
193df639-6e2c-5891-959b-102f5ffd5d7b,KIMYA,I. CO II. $CO_2$ III. $NO_2$ Yukarıdaki hava kirliliğine neden olan gazlardan hangileri zehirli değildir?,Yalnız I,Yalnız II,I ve II,I ve III,II ve III
d8e0950b-c469-50dd-a458-8a02d0bd4396,KIMYA,"Saf (arı) maddelerle ilgili;
I. Aynı tür taneciklerden oluşurlar.
II. Hal değişimi sırasında sıcaklık sabit kalır.
III. Formül ya da sembolleri yoktur.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
f0a782b4-079c-5bc9-acf9-d890d4daa643,KIMYA,Aynı sıcaklıkta bulunan aşağıdaki çözeltilerden hangisinin buhar basıncı en yüksektir?,$1 \text{ M C}_2\text{H}_5\text{OH}$,$1 \text{ M NaCl}$,$1 \text{ M Ca(NO}_3)_2$,$1 \text{ M K}_2\text{SO}_4$,$1 \text{ M Al}_2\text{(SO}_4)_3$
b95340a7-5ad7-5e2b-9ccd-b73504759ec1,KIMYA,400 g çözeltide 100 gram çözünmüş A katısı bulunmak-tadır. Buna göre çözeltinin kütlece % (m/m) derişimi kaçtır?,20,25,30,50,60
12c0a22c-0c8f-5b52-94bf-d02b876b9bc5,KIMYA,"$300 \text{ g } CsBr_2$ katısı çözülerek hazırlanan $500 \text{ mL}$'lik sulu çözeltisi kütlece %40'lıktır. Buna göre, çözeltinin yoğunluğu kaç $g/mL$'dir?","1,2","1,3","1,4","1,5","1,6"
baebcb06-99f0-5e45-aa9b-c1a4f4265c41,KIMYA,Marketten aldığı bir çikolatanın etiketine bakan Caner'in bu ürün ile ilgili aşağıdakilerden hangisini anlaması beklenmez?,Son tüketim tarihini,Emülgatör kullanılıp kullanılmadığını,Üretici firma adı ve adresini,Tadımının nasıl olduğunu,Miktarını
c1a9b5e3-bd97-57cb-ad44-b52d4eebfb62,KIMYA,"Bir ülkenin sanayi ve ekonomi alanında güçlü olabilmesi için metal sektöründe gelişmesi gerekir. Ülkemizde metal üretimi için gerekli olan ham maddeler bulunmakla beraber kalite ve kullanılabilirlik açısından yeterli değildir. Bu durumda ülkemizde metal sektörü ve sürdürülebilirlik ile ilgili, yargılarından hangileri doğrudur?
I. Metal sektörü hayatın devamlılığı ve ülkemizin ekonomisi için önemlidir.
II. Metal sektöründe sürdürülebilirliğin sağlanması için geri dönüşüm çalışmaları çok önemlidir.
III. Metallerde geri dönüşüm ile enerji tasarrufu sağlanır.",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
f8b849df-4437-5475-8e3d-5335af5917a4,KIMYA,"Bir sıvının viskozitesi;
I. Sıcaklık
II. Tanecikler arası çekim kuvveti
III. Sıvının cinsi
hangileri ile değişir?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
3f85f8a6-16b2-5653-84c6-027e521b0f99,KIMYA,"0,2 mol $CO_2$ gazı için aşağıdakilerden hangisi yanlıştır? ($C:12 \ g/mol$, $O:16 \ g/mol$, $N_A$: Avogadro sayısı)","0,6 mol atom içerir.","0,2 $N_A$ tane C atomu içerir.","NŞA'da 4,48 L hacim kaplar.","8,8 gramdır.","0,4 mol oksijen molekülü içerir."
ee5de283-3a4e-50db-8525-a36e481ea0ee,KIMYA,"Bir gölden alınan 2 kg su örneğinde 4 mg $Ca^{2+}$ iyonu bulunmaktadır. Buna göre, su örneğindeki $Ca^{2+}$ iyonunun ppm derişimi kaçtır?",1,2,3,4,5
83e52448-6e4e-54ad-b4b1-daf25e84bc3c,KIMYA,"Aşağıda verilen element çiftlerinden hangisi yaygın adları sönmüş kireç, sönmemiş kireç ve kireç taşı olan bileşiklerin üçünün de yapısında bulunur?",Kalsiyum ve hidrojen,Kalsiyum ve karbon,Karbon ve oksijen,Oksijen ve hidrojen,Kalsiyum ve oksijen
18acbcbf-3804-58a4-a0ed-db7d7d004868,KIMYA,I. 3 molar $KNO_3$ çözeltisi II. 2 molar $AlCl_3$ çözeltisi III. 3 molar $CaCl_2$ çözeltisi Yukarıda verilen maddelerin aynı koşullarda buhar basınçları aşağıdakilerden hangisi doğru karşılaştırılmıştır?,I > II > III,I = III > II,II > III > I,III > II > I,III > I > II
698f0370-a101-5969-9cb1-d5831c687035,KIMYA,I. 4 molar NaCl çözeltisi II. 3 molar $CaCl_2$ çözeltisi III. 4 molar $C_6H_{12}O_6$ (şeker) çözeltisi Yukarıdaki verilen maddelerin aynı koşullarda buhar basınçları arasındaki ilişki aşağıdakilerden hangisinin doğru karşılaştırılmıştır?,I > II > III,II > III > I,II > I > III,III > I > II,III > II > I
b7321591-5cea-5824-af81-743b7bb28938,KIMYA,Aşağıdakilerden hangisi havayı kirleten gazlar arasında yer almaz?,CO,SO$_{2}$,O$_{2}$,CFC,CH$_{4}$
db0bb317-8d4c-5cfc-abef-5faf3ece056a,KIMYA,"Yapısında sadece kalsiyum, oksijen ve karbon elementlerini içeren bir bileşiğin yaygın adı aşağıdakilerden hangisi olabilir?",Zaç yağı,Sönmüş kireç,Kireç taşı,Potas kostik,Sirke asidi
c596f595-d207-54b0-8249-bf35f94f4b3a,KIMYA,"Çözünürlüğü sıcaklıkla artan saf bir katının doymamış sulu çözeltisi kaynayıncaya kadar ısıtılıyor.

Buna göre, kaynamakta olan çözeltiyle ilgili;
I. Sıcaklığı artar.
II. Çözünen madde miktarı artar.
III. Molar derişimi artar.

yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve II,I ve III,"I, II ve III"
16ced86d-0cb5-54b7-9d30-9148a8f0f254,KIMYA,Aşağıdaki maddelerden hangisi suyu kirleten organik sıvılardan değildir?,Aseton,Alkoller,Klorlu hidrokarbonlar,Etil asetat,Arsenik
d62b2637-0b49-5866-bb58-9f3e92034453,KIMYA,"""Sıvı - sıvı heterojen karışımlara emülsiyon denir."" Buna göre, aşağıdakilerden hangisi emülsiyon değildir?",Zeytinyağı - su,Civa - su,Benzen - su,Alkol - su,Mazot - su
c345816b-5d72-5ea7-b976-b5c33ae9516e,KIMYA,Bir öğrenci laboratuvarda deney yaparak bir X tuzunun 25°C'de sudaki çözünürlüğünü öğrenmek istiyor. Bunun için önce boş bir kaba 25°C'de 250 gram su koyuyor. Sonra suya 180 gram X tuzu ilave edip karıştırıyor. Daha sonra oluşan çözeltiyi süzdüğünde süzgeç kağıdında 30 gram X tuzu olduğunu tespit ediyor. Deney sırasında sıcaklık değişmediğine göre bu öğrencinin X tuzunun çözünürlüğü kaç g / 100 g su olarak bulması gerekir?,36,40,54,60,72
d03696fb-52d1-516a-88fb-b1a15b626cd0,KIMYA,"Sıvı hâlde bulunan aşağıdaki maddelerden üç ayrı kapta $100'er \ mL$ yer almaktadır.
I. kap: $CH_3OH$ (metanol)
II. kap: $CCl_4$ (karbon tetraklorür)
III. kap: $C_6H_6$ (benzen)
Daha sonra her bir kaba aynı koşullarda $100'er \ mL$ saf su ilave edilmiştir.
Buna göre kaplardan hangilerinde homojen bir karışım oluşur?
(Su ve metanol polar, karbon tetraklorür ve benzen apolar moleküllerdir.)",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III
cde6b4cd-b0bd-51c8-be39-99c5140a5665,KIMYA,"Sürdürülebilirlik; toplum, ekosistem ya da devam eden herhangi bir sistemin ana kaynaklarını tüketmeden belirsiz bir geleceğe dek işlevini sürdürmesidir.
Buna göre, sürdürülebilir kalkınma için aşağıdaki enerji kaynaklarının hangisinin kullanımı uygun değildir?",Güneş,Hidrojen,Jeotermal,Fosil yakıtlar,Biyokütle
a285f4e6-62d0-57fc-90bb-01da125af436,KIMYA,"X karışımı ile ilgili aşağıdaki bilgiler veriliyor.
• Dağıtan maddenin fiziksel hali sıvıdır.
• Heterojen yapıdadır.
• Dağılan maddenin fiziksel hali sıvıdır.
Buna göre, X karışımının türü için aşağıdakilerden han-gisi doğrudur?",Süspansiyon,Emülsiyon,Aerosol,Çözelti,Kolloit
a2aa8416-fd04-5b23-9ce7-2c23136356a6,KIMYA,"I. 2 mol C atomu içeren $CH_4$
II. 2 mol H atomu içeren $CH_4$
III. 5 mol atom içeren $CH_4$
Yukarıda verilen maddelerin molekül sayıları arasındaki ilişki aşağıdakilerden hangisinde doğru verilmiştir?",I > II = III,I > III > II,I > II > III,III > I = II,III > II > I
77c3e6d6-c3f9-5733-9d65-4115b45c5d63,KIMYA,"Günlük hayatımızın vazgeçilmezi olan cep telefonları, dizüstü bilgisayarlar gibi elektronik cihazlar pille çalışır.
Bu cihazlarda tükenen pillerin çöpe atılması ile ilgili,
I. Çevreye ve insan sağlığına zarar verir.
II. Ömrü tükenmiş piller özel toplama kutularına atılmalıdır.
III. Doğaya atılan piller toprağı ve suyu kirletir.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,II ve III,"I, II ve III"
f739da0c-cd23-5be5-bb9f-789321058af9,KIMYA,Günlük hayatta sıkça kullanılan temizlik maddeleri ile ilgili aşağıdaki ifadelerden hangisi yanlıştır?,"Sabun, çevreci olup insan sağlığını tehdit etmez.","Deterjan, petrol ve türevlerinden elde edildiği için çevre kirliliğine neden olur.",Lavabolara tıkanan yağları açmak için NaOH kullanılabilir.,Kireç kaymağı ($Ca(OCl)_2$) havuz suyunu dezenfekte etmek için kullanılabilir.,Banyo ve tuvalet temizliğinde mikropları öldürmek için tuz ruhu ile çamaşır suyu birlikte kullanılmalıdır.
1f579166-afdc-5adc-a4de-9f7a77dddf49,KIMYA,"Emülsiyon karışımlarla ilgili,
I. Sıvı - sıvı homojen karışımlardır.
II. Tamamı kolloidal yapıdadır.
III. Alkol - su bu karışımlara örnektir.
yargılarından hangileri yanlıştır?","I, II ve III",I ve II,I ve III,II ve III,Yalnız III
0a6825ca-2d6b-50fb-b72f-a38c9d717d77,KIMYA,"I. Flotasyon
II. Ayırma hunisi
III. Süzme
IV. Dekantasyon
Yukarıda verilen ayırma yöntemlerinden hangileri katı - sıvı karışımları ayırmak için kullanılmaz?",Yalnız I,Yalnız II,I ve II,II ve IV,"II, III ve IV"
7a454c1b-1f1f-5a80-be41-c1bbddc306e7,KIMYA,Aşağıda verilenlerden hangisi su tasarrufu için yapılması gerekenlerden değildir?,Diş fırçalarken musluğu kapatmalıyız.,Duş süresini kısaltmalıyız.,Çamaşır ve bulaşık makinelerini tam doldurmadan çalıştırmamalıyız.,Bulaşıkları makine yerine elde yıkamalıyız.,Damlayan muslukları tamir etmeliyiz.
e0f753ed-76a1-5143-a01c-b87e2de757d0,KIMYA,"Bazı öğrencilerin yapmayı sevdiği şeyler ile ilgili şu bilgiler veriliyor:
• Orçun, müsait olduğu zamanlarda ağaç dikerek yeşil alanların artırılması için uğraşıyor.
• Ali, araba tutkunu olduğu için benzinli spor arabalarıyla Bağdat Caddesi'nde tur atmaya bayılıyor.
• Zeynep, sıcak havalarda evde ve arabada sürekli klima kullanmayı seviyor.
Buna göre, bu öğrencilerden hangilerinin yapmayı sevdiği şey çevre kirliliğini artırır?",Orçun,Ali,Zeynep,Ali ve Zeynep,Orçun ve Ali
61f3f793-1f90-5c31-93bb-2ef8564e9f0e,KIMYA,"I. Fosil yakıtların giderek azalması ve çevreye zararları temiz enerji kaynaklarına olan ihtiyacı artırmıştır.
II. Temiz enerji kullanımı arttıkça sera etkisi gibi olumsuzluklar azalacaktır.
III. Temiz enerji kaynakları çoğunlukla hammadde gerektirmez.
Yukarıdaki ifadelerden hangileri doğrudur?",Yalnız II,Yalnız III,I ve III,II ve III,"I, II ve III"
f0abf63d-65f6-5d00-a125-276abd167b1b,KIMYA,"Fosil yakıtlar ile ilgili,
I. Oluşmaları milyonlarca yıl sürer.
II. Tamamı doğrudan kullanılabilir.
III. Alternatif enerji kaynağıdır.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
51af1f74-1a9a-54f9-8fbd-666b24f27254,KIMYA,"Nanoteknolojinin sağlık alanındaki uygulamalarına;
I. İnsan DNA'sını onaran nano robotların üretimi,
II. bağışıklık sisteminin güçlendirilmesi,
III. güvenlik amaçlı kapı sensörlerinin geliştirilmesi
yukarıdakilerden hangileri örnek verilebilir?",Yalnız I,Yalnız II,I ve II,II ve III,"I, II ve III"
241fdbd3-f931-502c-98b0-63ba52c18b0f,KIMYA,"Son dönemde nanoteknoloji ile ilgili yapılan çalışmalar; nano boyutlu malzeme, aygıt ve sistemlerin üretimi üzerine yoğunlaşmıştır.
Buna göre, aşağıdakilerden hangisi nanoteknoloji ile gelecekte yapılabilecek çalışmalara örnek verilemez?",Mikroskobik boyutlarda bilgisayar üretilmesi,Bir milyon sinema filmi alabilen CD ve DVD'ler üretilmesi,İnsan vücudundaki hastalıklı dokuyu bulup iyileştiren nano robotlar yapılması,Birim ağırlık başına su ankinden 50 kat daha ağır malzeme üretilmesi,Ek nano hafızalarla insan beyninin kapasitesinin güçlendirilmesi
5be995d3-790f-5f52-9387-db6dccb79ff3,KIMYA,"Nanoteknoloji ile ilgili, I. Bir maddenin kristal düzeni ve yapı hataları anlaşılabilir. II. Fullerenler, nanoteknoloji çalışmaları içerisinde yer alır. III. Nanoteknoloji ile atık maddeler, molekül ve atomlarına ayrılarak daha kullanışlı ve yararlı yeni maddelere dönüştürülebilir. yargılarından hangileri doğrudur?",Yalnız II,Yalnız III,I ve II,I ve III,"I, II ve III"
2bcc201e-9ee7-5837-963c-67d71edf14a1,KIMYA,Aşağıdakilerden hangisi fiziksel görünümlerine göre kozmetiklerin sınıflandırılmasında yer almaz?,Toz ürünler,Süspansiyonlar,Emülsiyonlar,Mum kıvamında ürünler,Dispers sistemler
f94c4c82-d29d-589c-9f76-3938f0bc0e78,KIMYA,Aşağıda verilen karışım ve ayırma yöntemlerinden hangisi yanlıştır?,Tebeşir tozu - su 	Süzme,Un + kepek 	Eleme,Şekerli su 	Süzme,Kan 	Diyaliz,Tozlu hava 	Süzme
fe5666a9-1520-5f3d-84c7-925c00f113b8,KIMYA,"Saç ve cilt temizleme karışımı olarak kullanılan şampuanların içerisinde,
I. pH düzenleyiciler
II. Nemlendiriciler
III. Akışkanlık sağlayıcılar
IV. Koruyucular
verilenlerden hangileri bulunabilir?",I ve II,"I, II ve III","I, II ve IV","II, III ve IV","I, II, III ve IV"
6acc2cb6-3417-5a24-ac47-51ce9c976e06,KIMYA,"Tarım atıkları, orman sektörü organik atıklar, hayvansal atıklar veya şehir atık sularının oksijensiz ortamda çürütülerek çeşitli su bitkileri gibi canlı kaynaklar yolu ile elde edilen enerji türüne biyokütle enerjisi denir.
Buna göre, biyokütle enerjisi ile ilgili aşağıdakilerden hangisi yanlıştır?",Doğal enerji kaynaklarının ve çevrenin korunmasına yardımcı olur.,Sürdürülebilir enerjiye ve kalkınmaya destek olur.,"Kullanımı, taşınması ve depolanması zordur.",Kırsal kesimin sosyo-ekonomik yapısının iyileşmesine katkı sağlar.,Enerji tarımının gelişmesini sağlar.
87a9048c-363b-5428-84d7-62bab58baeac,KIMYA,"Amorf katılar ile ilgili, I. Mum ve plastik bu katı türüne ait örneklerdendir. II. Bu katıların yumuşamaya başladığı sıcaklığa camsı geçiş sıcaklığı denir. III. Belirli erime noktaları yoktur. Yukarıdaki ifadelerden hangileri doğrudur?",Yalnız I,Yalnız III,I ve II,II ve III,"I, II ve III"
91422cea-1e3d-5ceb-9a5e-80ccf4b9b241,KIMYA,"• Ham madde ihtiyacı azalır.
• Çevre kirliliği azalır.
• Yeni iş olanakları sağlar.
• Enerji tasarrufu sağlanır.
• Doğal kaynakların verimli kullanılmasını sağlar.
Yukarıdakilerden kaç tanesi geri dönüşümün ülke ekonomisine ve çevreye katkıları arasındadır?",1,2,3,4,5
0e8d2bed-65d9-513a-afb0-b325d35e435c,KIMYA,Maddenin hâl değişimleriyle ilgili aşağıdaki ifadelerden hangisi yanlıştır?,Sıvı hâlden katı hâline geçmeye donma denir.,Sıvı hâlden gaz hâline geçmeye buharlaşma denir.,Gaz hâlden doğrudan katı hâline geçmeye yoğunlaşma denir.,Katı hâlden doğrudan gaz hâline geçmeye süblimleşme denir.,Katı hâlden sıvı hâline geçmeye erime denir.
1648cfd1-e073-5ede-a817-2d1476c05d78,KIMYA,"Aşağıda verilenlerden hangisi yanlıştır?
A) LNG büyük oranda metan ($CH_4$) gazından oluşur.
B) Gaz fazındaki LPG ve LNG yüksek basınç düşük sıcaklıkta sıvılaşır.
C) Havadan azot ve oksijen gaz eldesi ayrımsal damıtma yöntemiyle gerçekleşir.
D) Soğutucu akışkan olarak kullanılan maddelerin $t_s$ (sınırda sıvılaştırılabilmesi) ve üzerindeki basınç kaldırıldığında tekrar buhar haline geçmesi gerekir.
E) İtici gaz olarak CFC (kloroflorokarbon) kullanılması uygundur.",A,B,C,D,E
d02ee25e-f2fe-5077-9741-c68cec234737,KIMYA,Kütlece %30'luk 300 g tuzlu su içerisinde kaç gram çözünmüş tuz bulunur?,10,30,60,90,120
1b7a84df-740c-556e-84ee-0659ee07902a,KIMYA,"Sürdürülebilir kalkınma için,
I. Doğal ekosistemin korunması
II. Geri dönüşüm teknolojilerinin geliştirilmesi
III. Enerji tüketiminin kontrolsüzleştirilmesi
hangilerinin yapılması gereklidir?",Yalnız I,Yalnız II,Yalnız III,I ve II,"I, II ve III"
c993bb68-84c6-5412-9018-292c2e90f885,KIMYA,Kimya ve simya ile ilgili aşağıdaki açıklamalardan hangisi yanlıştır?,Kimyada teoriler deney sonuçları ile ilişkilendirilerek test edilir.,Simya döneminde bulunan bazı kimyasal maddeler günümüzde de kullanılmaktadır.,Simyada sınama - yanılma yöntemi kullanılır.,Simyada sistematik bilgi birikimi sağlayan deneysel çalışmalar yapılmıştır.,"Kimya, maddelerin yapısını ve özelliklerini inceleyen bir bilim dalıdır."
08810009-51e5-51cd-8c1f-15448715f89a,KIMYA,"Avrupa Birliği gıda katkı maddelerini kısa yoldan göstermek için bir kodlama sistemi geliştirmiştir. Bu kodlama sistemin-deki bazı kod numaraları ve bu koda sahip gıda katkı mad-delerinin temel işlevleri şu şekildedir:
Buna göre;
I. ...... görünümüne çekicilik kazandırır.
II. ...... raf ömrünü uzatarak gıdanın oksitlenmesini ön-ler.
III. ...... tüketen canlıyı hastalıklardan korur.
cümlelerdeki boşluklara tabloda verilen kod aralıkların-dan hangileri getirilmelidir?","I: E100-E199, II: E700-E899, III: E200-E399","I: E100-E199, II: E200-E399, III: E700-E899","I: E200-E399, II: E100-E199, III: E700-E899","I: E200-E399, II: E700-E899, III: E100-E199","I: E700-E899, II: E100-E199, III: E200-E399"
