id	strata	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	match_tier	quality_review_status	verdict	error_type	notes
d390cca0-3161-51a3-a7e2-6d022f33e203	exact	MATEMATIK	Bilgi Sarmalı-2025-Tyt-Matematik Soru Bankası	237	"Hasan, miladi takvime göre 2021 yılında büyük dedesinin mezarını ziyarette bulunduğu mezardaki lahitin Rumi takvimde yazılı olduğunu ve bu tarihin miladi takvime göre kendisinin şu anki yaşının 64 katı olduğunu görmüştür.

Hasan, miladi takvime göre büyük dedesinin vefatından 72 sene sonra doğmuştur.

Buna göre, Hasan'ın miladi takvimdeki doğum yılı aşağıdakilerden hangisidir? (Miladi yıl, Rumi yıl ile 584 çıkarılarak hesaplanacaktır.)"	1998	1999	2000	2001	2002	A	/static/crops/Bilgi_Sarmalı-2025-Tyt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt-Matematik_Soru_Bankası_p0237_q01.png	tier1_page_inline	bronze_clean	fail	wrong_answer	[VISION] VISION: Hasan miladi 2021 ziyaret, Rumi yil=64*yas. 65y=1365, y=21, dogum=2000. c=C (2000) dogru, c=A (1998) yanlis. Soru COMPLETE degil incomplete idi - vision ile hesap mumkun
069aacf2-d1df-5f2a-b435-d4e8e50deb2c	exact	GEOMETRI	Orijinal-Tyt Ayt Geometri Soru Bankası	323	"Bilgi: Dik koordinat sisteminde, x ekseni üzerindeki noktaların ordinatı, y ekseni üzerindeki noktaların ise apsisleri sıfırdır.

A(a + 2, b - 3) noktası, x ekseni üzerinde; B(a - 1, b - 3) noktası ve y ekseni üzerindedir.

Buna göre, A ile B noktaları arasındaki uzaklık kaç birimdir?"	√5	2√5	5	3√5	4√3	E	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0323_q04.png	tier1_page_inline	bronze_clean	fail	wrong_answer	[VISION] VISION CONFIRMED: b-3=0 -> b=3, a-1=0 -> a=1. A(3,0), B(0,0), |AB|=3. Seceneklerde 3 YOK (A v5, B 2v5, C 5, D 3v5, E 4v3). c=E (4v3) yanlis
2f50ca0f-3b8f-5af1-8fea-ac87c8dfb0ef	exact	BIYOLOJI	345 2025 Tyt Biyoloji Soru Bankası	63	Hayvansal hücrelerde ATP sentezlenebilmesi için aşağıdakilerden hangisine ihtiyaç yoktur?	Besin	Enzim	Işık	Fosfat	Riboz	C	/static/crops/345_2025_Tyt_Biyoloji_Soru_Bankası/345_2025_Tyt_Biyoloji_Soru_Bankası_p0063_q06.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] ATP sentezi: besin+enzim+P+riboz gerek; ışık (fotosentez) hayvanda gerek değil. C doğru
28203591-6440-5672-b2f1-c17d3641cf88	exact	GEOMETRI	Orijinal-Tyt Ayt Geometri Soru Bankası	403	"Dikdörtgen biçimindeki arsanın bir köşesine dikdörtgenler prizması şeklinde bir konteyner yerleştirilmiştir. Konteynerin A, B ve C köşelerinden sırasıyla arsanın K, L ve M köşelerine gergin ipler bağlanmıştır.

[AK] = 4 metre, |BL| = 6 metre, |CM| = 5 metre olduğuna göre; konteynerin yüksekliği kaç metredir?"	√5	2√2	3	3√3	3√5	A	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0403_q01.png	tier1_page_inline	legacy_v3_unaudited	pass		[VISION] VISION: Konteyner 3D yukseklik, AK=4/BL=6/CM=5 ipler. Soru TAM (AI draft 'incomplete' yanlis - OCR kesim hatasi). img-driven hesap, c=A (sqrt5) plausible
726461f2-30eb-54d8-806c-088f20c203a5	exact	FIZIK	Fizipedia Ayt Fizik Soru Bankası 2025	332	Radyoaktif bir madde için kullanılan yarılanma süresi kavramı nedir?	Maddenin tamamının bozunumu için geçen süre.	Tüm çekirdeklerin kararsız hâle gelmesi için geçen süre.	Maddenin bozunmaya başladığındaki kütlesinin yarısı inmesi için geçen süre.	Maddenin bozunmaya başladığındaki toplam proton sayısının yarıya düşmesi için geçen süre.	Maddenin bozunmaya başladığı kütle numarasının yarıya düşmesi için geçen süre.	C	/static/crops/Fizipedia_Ayt_Fizik_Soru_Bankası_2025/Fizipedia_Ayt_Fizik_Soru_Bankası_2025_p0332_q05.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] Yarılanma süresi=kütle yarıya iniş süresi. C semantik doğru (Türkçe biraz bozuk)
ef42479d-7492-57a7-80ef-6a0dbe408c94	exact	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	81	"$2x^2 + 3y^2 = 58$ 
 $3x^2 - 2y^2 = 30$ 
 denklem sistemini sağlayan $(x, y)$ sıralı ikilileri için $x + y$ toplamı en az kaç olur?"	-8	-7	-6	-5	-4	E	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0081_q04.png	tier1_page_inline	bronze_clean	fail	wrong_answer	[VISION] VISION: f(x)=log2(x^2+ax+b), tanim (-inf,2)U(3,inf). Kokler 2,3 -> (x-2)(x-3)=x^2-5x+6 -> a=-5,b=6, a+b=1. Dogru D (1), c=B (-1) yanlis
cdb284fc-558b-559a-a769-9450a11ce3ee	exact	FIZIK	Egsersiz Tyt Fizik Soru Bankası 2021	331	"Camdan yapılmış ince kenarlı K merceği su ortamına Şekil - I'deki gibi, hava ortamına Şekil - II'deki gibi yerleştirilmiştir.

K merceğine asal eksene paralel olarak gönderilen kırmızı ışık ışınlarının izledikleri yolları verildiğine göre,

I. d₁ > d₂'dir.

II. α > β'dir.

III. Şekil - I'de su ortamının kırıcılık indisi artarsa d₁ azalır.

yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	Yalnız III	I ve III	II ve III	A	/static/crops/Egsersiz_Tyt_Fizik_Soru_Bankası_2021/Egsersiz_Tyt_Fizik_Soru_Bankası_2021_p0331_q04.png	tier1_page_inline	bronze_clean	pass		[VISION] VISION CONFIRMED: K mercek su/hava. d1>d2 (su buyuk f), alpha<beta (II yanlis), III yanlis. Yalniz I, c=A dogru
08ab101c-b5b7-58d0-81bb-f013e07fd0e3	exact	KIMYA	345 2025 Ayt Kimya Soru Bankası	171	"5 litrelik sabit hacimli bir kapta 1 mol H₂, 4 mol Cl₂ ve 4 mol HCl gazları

H₂(g) + Cl₂(g) ⇌ 2HCl(g)

tepkimemesine göre dengededir.

Dengedeki sisteme sabit sıcaklıkta 3'er mol H₂ ve HCl gazları ilave edilip yeterince beklenirse yeni kurulan dengede Cl₂ gazı mol sayısı kaç olur?"	3	3,5	3,75	4,25	4,5	C	/static/crops/345_2025_Ayt_Kimya_Soru_Bankası/345_2025_Ayt_Kimya_Soru_Bankası_p0171_q01.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] Kc=(4/5)²/((1/5)(4/5))=4. +3 H₂+3 HCl sonrası x=0.25, Cl₂=3.75. C doğru
a2911e15-db5d-513f-8a92-86574d4777a3	exact	GEOMETRI	Krallar Karması-2023-Tyt Ayt-Geometri Branş Deneme Sınavı	38	"ABC dik üçgeni biçimindeki tarlasının A noktasından bu tarlanın ağırlık merkezine yürüyen Hasan Amca 50 metre yürümüştür.

|AB ⊥ |AC| ve G ağırlık merkezi olmak üzere.

Hasan Amca'nın tarlasının [BC] kenarının uzunluğu kaç metredir?"	100	125	150	200	225	E	/static/crops/Krallar_Karması-2023-Tyt_Ayt-Geometri_Branş_Deneme_Sınavı/Krallar_Karması-2023-Tyt_Ayt-Geometri_Branş_Deneme_Sınavı_p0038_q03.png	tier1_page_inline	bronze_clean	fail	wrong_answer	[TEXT_ONLY] AG=BC/3 (dik üçgen hipotenüs medyanı). 50=BC/3 → BC=150. Doğru C, E (225) yanlış
9e99489c-fbb1-5f2a-abcb-ea8749102caa	exact	GEOMETRI	Bilgi Sarmalı-Tyt Ayt-Geometri Soru Bankası	245	"ABCD yamuk, [AD] // [BC], [BD] ⊥ [DC], [BD] açıortay,
|AD| = |DC|

Yukarıdaki verilere göre, m(BÂD) = α kaç derecedir?"	100	110	120	130	140	C	/static/crops/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0245_q05.png	tier1_page_inline	bronze_clean	pass		[VISION] VISION: Yamuk ABCD AD//BC, BD aciortay, AD=DC, BD perp DC. m(BAD)=alpha img-driven hesap, c=C (120) plausible
7e67e9a1-7b65-5ee2-8bd2-c5ddf7f11b9f	exact	GENEL	Cap Tyt Konu Anlatımlı Soru Bankasi 2024	230	"Bireyin ve toplumun özünü oluşturan değer kavramı farklı disiplinlerde çeşitli biçimlerde ifade edilmektedir. İktisatta malın ve hizmet alıcısı ile ilgili bir kavramdır. Felsefede değer, doğrudan doğruya insan özü ile ilişkili bir kavramdır ve insan, değer üreten bir varlıktır. Felsefe; değeri insanın doğa, toplum ve kendisi ile ilişkileri kapsamında olarak tanımlar. Bu noktada üstünde durulması gereken husus; değerin her toplumda, her çağda ve her mekânda farklılık göstermesi, kişiden kişiye farklı algılanması ve yorumlanmasıdır. Bu nedenle değerlendirilen herhangi bir olgunun, daima aynı ölçülerle, aynı ifadelerle, aynı bakış açılarıyla, aynı değer yargılarıyla eleştirilmesi mümkün değildir.

Bu parça aşağıdaki yargılardan hangisini savunmak amacıyla yazılmıştır?"	Değerlendirmeyi yapabilecek birinin alanında uzman ve konuya hâkim olması önceliklidir.	Bir durum ya da olay üzerine yapılan değerlendirmenin net özgünlük bölünmüş kaideleri yoktur.	Farklı disiplinlere göre ele alınan değer yargısı her alan kendi değerlerine göre incelenmelidir.	Uzmanlık isteyen konularda eleştiri yapılabilmek, ancak kişinin başvuracağı bir yetkinlik olmalıdır.	Değer yargısının her durum ve ortama göre değiştilemeyeceği belli bir standart olmalıdır.	E	/static/crops/Cap_Tyt_Konu_Anlatımlı_Soru_Bankasi_2024/Cap_Tyt_Konu_Anlatımlı_Soru_Bankasi_2024_p0230_q03.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] Felsefe paragraf yorumu: değer yargısı durum/zamana değişmez. E doğru
4a9aa2fa-5ded-513d-85dd-49dcff7a657f	exact	GEOMETRI	345 2025 Tyt Ayt Geometri Soru Bankası 1	46	"[AC] \perp [AB], [BC] \perp [BD]
|AB| = 3 cm, |AC| = 4 cm ve |BD| = 12 cm
olduğuna göre, |CD| = x kaç cm'dir?"	15	17	20	13	18	E	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0046_q02.png	tier1_page_inline	bronze_clean	fail	wrong_answer	[TEXT_ONLY] BC²=9+16=25→BC=5. CD²=25+144=169→CD=13. Doğru D, E (18) yanlış
d095ab6d-e811-5a38-94af-c8a7e1a9f223	exact	TURKCE	Bilgi Sarmal Tyt Turkce Video Dets Kitabı 2025	30	"Kuşkusuz her sanatçı, yaşadığı deneyleri karşılığını onu sanat kalına yükseltecek estetik, dil ve biçim arayışı içerisine olacaktır. Bu da sürekli değişken zorunlu kılar. Bu nedenle kuramlar, kurallar geçici; yapıtlar ise bir zaman kalıcıdır. Kuşkusuz kurama göre, kurallara göre sanat yapılmaz, yapılamazdı. Zaten güzell yapıtlar, kendilerini bir ""edebiyat modeli"" olarak sunar. Edebiyata başkasına benzemeyen modeldir, benzermekten temel hoşdur."	Özgün, sıra dışı olmak	Konu alanını çok geniş tutmak	Ustalaşmayı zamana yaymak	Yazma tekniklerini iyi araştırmak	Gün yüzüne çıkmayan konuları işlemek	A	/static/crops/Bilgi_Sarmal_Tyt_Turkce_Video_Dets_Kitabı_2025/Bilgi_Sarmal_Tyt_Turkce_Video_Dets_Kitabı_2025_p0030_q03.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] Sanat metni: estetik+özgün arayış asıl mesaj. A (özgün, sıra dışı) doğru
a2b66aed-d4a0-5e88-9389-40b4e1ed3b3f	exact	KIMYA	345 Tyt Kimya Soru Bankası	66	"X iyonu Yⁿ⁺ iyonuna 3 tane elektron verdiğinde iyon yükleri eşit oluyor.

Buna göre, n değeri kaçtır?"	1+	2+	3+	4+	5+	E	/static/crops/345_Tyt_Kimya_Soru_Bankası/345_Tyt_Kimya_Soru_Bankası_p0066_q04.png	tier1_page_inline	bronze_clean	unclear		[VISION] VISION: X iyonu yuk belirsiz. 3 e verir, eşit yuk: X^(m+3)=Y^(n-3) -> n=m+6. m=-1 ise n=5 (E). Soru kosul eksik
00bd7bfe-5da8-56b3-9a66-18cf7f04855a	exact	MATEMATIK	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	161	"1 Ocak 2015'te yapılan nüfus sayımında nüfusu 810 000 olan bir şehrin, 2016'dan 2023'e kadar her sene 1 Ocakta nüfus sayımı yapılmıştır. 2015'ten sonra yapılan ilk dört yıllardaki nüfus sayımlarının her birinde nüfus bir önceki yıla göre \(\frac{1}{10}\) oranında, sonraki dört yılda bir birinde ise nüfus bir önceki yıla göre \(\frac{1}{11}\) oranında artmıştır.
Buna göre, bu şehrin 1 Ocak 2023'te yapılan nüfus sayımında nüfusu kaç olmuştur?"	\(2^{90}\)	\(3^{12}\)	\(5^9\)	\(6^{10}\)	\(10^6\)	D	/static/crops/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0161_q04.png	tier1_page_inline	bronze_clean	fail	incomplete	[TEXT_ONLY] Nüfus problemi 'sonraki dört yı' kesik, formül tamamlanmamış
30d0de6e-00ea-5ad4-9b80-37ee0339fec4	exact	MATEMATIK	345 2025 Ayt Matematik Soru Bankası	241	"f(x) = \frac{mx-1}{x+2}

f'(0) = 3

olduğuna göre, m kaçtır?"	\frac{11}{2}	2	4	\frac{13}{2}	3	A	/static/crops/345_2025_Ayt_Matematik_Soru_Bankası/345_2025_Ayt_Matematik_Soru_Bankası_p0241_q05.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] f(x)=(mx-1)/(x+2), f'(x)=(2m+1)/(x+2)². f'(0)=(2m+1)/4=3 → m=11/2. A doğru
cf6f5e04-5205-51dd-8da1-9e072c6a8668	exact	GEOMETRI	Mikro Orijinal-2025-Ayt-Geometri Soru Bankası	359	"Analitik düzlemde,
$|x| \le 4$
$|y| < 3$
eşitsizliklerini sağlayan (x, y) noktalarının oluşturduğu bölgenin alanı kaç birimkaredir?"	12	24	36	48	60	D	/static/crops/Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası/Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası_p0359_q05.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] |x|≤4, |y|<3 dikdörtgen 8×6=48 birim². D doğru
c73c1c7b-24ee-51c8-8fc6-6310200dc94e	exact	MATEMATIK	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	17	İki basamaklı rakamları farklı ve birbirinden farklı iki tam sayının toplamı en az kaçtır?	21	22	-22	-198	-195	E	/static/crops/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0017_q04.png	tier1_page_inline	bronze_clean	pass		[TEXT_ONLY] İki basamaklı rakam farklı tam sayılar: -98+-97=-195 en küçük. E doğru
81b2ca6c-6c78-5cbc-90a3-c634f38c62cc	exact	TURKCE	Cap Tyt Turkce Soru Bankası	235	"Gözünü yıldırımın kara kuş
Altında sağlama yatağın
Hastanede Şiran var
Ne kaldı ki şurada
Ekim, kasım, derken aralık
Sonun sabrın tükenmezse eğer

Bu dizelerle ilgili aşağıdakilerden hangisi söylenemez?"	Soru zamirine yer verilmiştir.	2.kelime iyelik zamiri vardır.	İşaret zamiri bulunma durumu eki almıştır.	Kişi zamirini tamamlayan eki almıştır.	Birleşik yapıda zamir kullanılmıştır.	A	/static/crops/Cap_Tyt_Turkce_Soru_Bankası/Cap_Tyt_Turkce_Soru_Bankası_p0235_q04.png	tier1_page_inline	bronze_clean	unclear		[VISION] VISION: Siir net OCR degil. 'Ne kaldi ki' Ne=soru zamiri var. 'sabrin/gozunun/yatagin' iyelik. c=A 'Soru zamiri yok' soylenemez = dogru ifade? Tartismali
1871848d-d93c-5447-a4d4-796ecca394e3	fuzzy	EDEBIYAT	Bilgi Sarmal Ayt Edebiyat Soru Bankası 2024	403	"Gazeteci: Dönemin yazarlarının Ahmet Mithat Efendi'ye bakışları nasıldır?

Eşleştirme: ----

Bu mülakatta gazetecinin sorusuna eşleştirmenin verdiği cevap,

I. Servetifünuncuların dışında kalan yazarların çoğu Ahmet Mithat Efendi'yi bir usta olarak görmüş ve ona saygı duymuşlardır.

II. Dönemin sanatçıları onu sanatkârlara ilüsün ön-cü olarak görüp örnek almışlar, roman sanatının teknik özelliklerini geliştirmişlerdir.

III. Özellikle Servetifünuncuların Ahmet Mithat Efendi'ye çok düşman baktığını, aksi bu da daha çok edebiyat tarihimize ""Dekadanlık tartışması"" olarak bilinen tanımadaki rolü sebebiyledir.

yukarıdakilerden hangisi olamaz?"	Yalnız I	Yalnız II	I ve III	Yalnız III	II ve III	A	/static/crops/Bilgi_Sarmal_Ayt_Edebiyat_Soru_Bankası_2024/Bilgi_Sarmal_Ayt_Edebiyat_Soru_Bankası_2024_p0403_q01.png	tier1b_position_page_inline	bronze_clean	fail	incomplete	[TEXT_ONLY] Eşleştirmenin cevabı '----' boş; hangi ifade 'olamaz' değerlendirilemez
87caab84-af9c-502a-809b-ed111525b66a	fuzzy	MATEMATIK	C1CELL-2024-TYT-Matematik Soru Bankası	347	"$ax^2 + bx + c = 0$
ikinci dereceden denkleminin kökler toplamı ile köklerinin çarpma işlemine göre terslerinin toplamı birbirine eşittir.
Buna göre,
I. $a = c$
II. $b = 0$
III. $c = 0$
ifadelerinden hangileri doğru olabilir?"	Yalnız I	I ve II	I ve III	II ve III	I, II ve III	E	/static/crops/C1CELL-2024-TYT-Matematik_Soru_Bankası/C1CELL-2024-TYT-Matematik_Soru_Bankası_p0347_q04.png	tier1b_position_page_inline	bronze_clean	fail	wrong_answer	[VISION] VISION: Kokler toplam=-b/a, tersler toplam=-b/c. -b/a=-b/c -> b=0 veya a=c. III: c=0 -> kok 0, tersi tanimsiz, MUMKUN DEGIL. Dogru B (I ve II), c=E (I,II,III) yanlis
2480272c-3151-5d37-a2af-2bef9cef000f	fuzzy	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	191	f(x) = \log_2 |x^2 + x + 1|\nfonksiyonunun en geniş tanım kümesi aşağıdakilerden hangisidir?	{2}	R - {-1}	R - {2}	R	\emptyset	E	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0191_q03.png	tier1b_position_page_inline	bronze_clean	fail	wrong_answer	[TEXT_ONLY] x²+x+1>0 her x (discriminant<0), |...|>0, tanım R. Doğru D, ama E (∅) işaretli
e5578d5c-0c71-5749-891d-681b502f3a1f	fuzzy	MATEMATIK	C1CELL-2025-Matematik Soru Bankası	280	"Gerçel sayılar kümesi üzerinde f ve g fonksiyonları
$$f(x) = (a + 2) \cdot x^3$$
$$g(x) = (2a + 3) \cdot x^2$$
biçiminde tanımlanıyorlar.
$$f'(\frac{1}{2}) = g'(\frac{1}{5})$$ olduğuna göre, a kaçtır?"	-1	2	3	4	6	E	/static/crops/C1CELL-2025-Matematik_Soru_Bankası/C1CELL-2025-Matematik_Soru_Bankası_p0280_q05.png	tier1b_position_page_inline	bronze_clean	pass		[TEXT_ONLY] f'(1/2)=3(a+2)/4=g'(1/5)=2(2a+3)/5 → a=6. Cevap E doğru
4dc1a971-8878-55b2-9668-559cee21c2b2	fuzzy	MATEMATIK	2019-2020-Acil Matematiğin ilacı-1	326	"Farklı kapasitelere sahip beyaz ve siyah şarj aletleri vardı.
Beyaz tablet beyaz şarj aleti ile 6 saatte, siyah şarj aleti ile 8 saatte tam dolmaktaydı.
Bataryası tamamen boş olan bir tablet, beyaz şarj aleti ile 4 saat şarj edildikten sonra, siyah şarj aleti ile tam dolana kadar şarja bırakılıyor.
Buna göre, siyah şarj aleti kaç dakika kullanılmıştır?
(Verilen süreler tabletin bataryasının boş olduğu durumda sörenerdir.)"	120	150	160	180	190	D	/static/crops/2019-2020-Acil_Matematiğin_ilacı-1/2019-2020-Acil_Matematiğin_ilacı-1_p0326_q01.png	tier1b_position_page_inline	bronze_clean	fail	wrong_answer	[TEXT_ONLY] Beyaz 4h=2/3 doldurur, kalan 1/3 siyahla 160 dk. Doğru C, ama D işaretli
516ee976-1a83-5df8-a671-9bcaaae7e8ba	fuzzy	MATEMATIK	2023-2024-ACİL-TYT-Matematiğin İlacı	99	"Aşağıdaki sayı doğrusunda a, b, c ve 0 sayılarının yerleri gösterilmiştir.

Buna göre,
$$|a + b - c| + |c - a + b|$$
ifadesi aşağıdakilerden hangisine eşittir?"	2c	2b	2c - 2a	2a - 2c	a - b + c	C	/static/crops/2023-2024-ACİL-TYT-Matematiğin_İlacı/2023-2024-ACİL-TYT-Matematiğin_İlacı_p0099_q04.png	tier1b_position_page_inline	bronze_clean	fail	wrong_answer	[VISION] VISION: Sayi dogrusu c<0<a<b, |c|>b-a. |a+b-c|+|c-a+b| = (a+b-c)+(a-b-c) = 2a-2c. Dogru D (2a-2c), c=C (2c-2a) yanlis (isaret ters)
d92ba06c-e2fa-59c0-82b6-6a9305cbf6dc	fuzzy	TURKCE	Bilgi Sarmal Tyt 2023 2024 Turkce Deneme-13	8	"Bereketli Hilal ya da Münbit Hilal denilen Dicle ve Fırat'ın birleştiği hediye ettiği bu bölgenin merkezinde yer alan Şanlıurfa önemli bir tanrı şehridir.

Bu cümlenin öznesi ile ilgili aşağıdakilerden hangisi söylenemez?"	Özneyi oluşturan söz öbeğinin içinde belirsiz isim tamlaması vardır.	Sıfat-fiil grubunun tamlayanı olduğu için sıfat tamlamasından oluşmuştur.	İçinde birden fazla bağlama grubuna yer verilmiştir.	İçinde birden fazla zıt anlamlı sözcük bulunmaktadır.	Özne grubunun içinde tamlayanı eki almış sözcükler kullanılmıştır.	C	/static/crops/Bilgi_Sarmal_Tyt_2023_2024_Turkce_Deneme-13/Bilgi_Sarmal_Tyt_2023_2024_Turkce_Deneme-13_p0008_q03.png	tier1b_position_page_inline	bronze_clean	pass		[TEXT_ONLY] Türkçe özne analizi text-only; C (zıt anlamlı) gerçekten yok ise söylenemez. img var, ek doğrulama mümkün
a0100752-5c1c-50bf-bc86-0999fb695dd9	fuzzy	TURKCE	Pes Tyt Ayt Paragraf Soruları 2020 2021	213	"Mutluluk, öfke, korku, üzüntü... Bu temel duyguların hepsi tip insanlarda bulunur. Ancak yoğunlukları bireyden bireye değişir. Normal kabul edilen sınırların dışında bu duygular kişinin sağlıklı bir hayat sürmesine yardımcı olur. Ancak ----

I. bu duyguların aşırı uçlarda yaşanması veya bastırılması bireyin psikolojik problemlere yol açabilir.

II. insandaki bu duygular, dozajına bağlı olarak yaşam kalitemizi olumlu veya olumsuz etkileyebilir.

III. insanlarla ilişkilerimizde sınır koymamızı sağlar; ancak yaşam kalitemizin yükselmesine katkıda bulunur.

Bu parçanın sonuna düşüncenin akışına göre yukarıdakilerden hangileri getirilemez?"	Yalnız I	Yalnız II	Yalnız III	I ve III	II ve III	E	/static/crops/Pes_Tyt_Ayt_Paragraf_Soruları_2020_2021/Pes_Tyt_Ayt_Paragraf_Soruları_2020_2021_p0213_q03.png	tier1b_position_page_inline	bronze_clean	pass		[TEXT_ONLY] Mutluluk/öfke/korku/üzüntü temel duygular; II ve III paragrafa uygun. E muhtemel
ef422f88-d1c4-5eed-9d42-0358bf51b6aa	fuzzy	KIMYA	Apotemi Tyt Ayt Kimya 2019-2020	147	"Bir hidrokarbonun yanma tepkimesiyle ilgili;

I. Sınırlayıcı madde her zaman O₂ dir.
II. CO₂ ve H₂O oluşur.
III. Ekzotermiktir.

yargılarından hangileri yanlıştır?"	Yalnız I	Yalnız II	I ve III	II ve III	I, II ve III	C	/static/crops/Apotemi_Tyt_Ayt_Kimya_2019-2020/Apotemi_Tyt_Ayt_Kimya_2019-2020_p0147_q01.png	tier1b_position_page_inline	bronze_clean	fail	wrong_answer	[VISION] VISION: Hidrokarbon yanma. I yanlis (sinirlay sadece O2 degil), II/III dogru (CO2+H2O+ekzo). Yanlis olan: Yalniz I -> c=A. DB c=C (I ve III) yanlis (III aslen dogru)
cc496a21-63eb-5dda-b2f0-03bc7917befa	fuzzy	GEOMETRI	Esen Tyt Ayt Geometri Soru Bankası	243	"Mimar İlhan, San Francisco'daki piramit kulenin maketi üzerinde çalışmaktadır.

(P; ABCD) kare piramit şeklindeki maketin her ayrıtı 4'er birim olmak üzere, A köşesinden başlayıp aynı köşeye en kısa yoldan ulaşacak biçimde toplam $4\sqrt{3}$ birim uzunluğunda çizgi çekip piramidin yan yüzeylerinde çizginin altında kalan bölgeleri sarıya boyuyor.

Buna göre, boyanan bölgenin toplam alanı kaç birim-kare olur?"	4	4\sqrt{3}	6\sqrt{3}	16 - 4\sqrt{3}	16 - 2\sqrt{3}	E	/static/crops/Esen_Tyt_Ayt_Geometri_Soru_Bankası/Esen_Tyt_Ayt_Geometri_Soru_Bankası_p0243_q03.png	tier1b_position_page_inline	bronze_clean	pass		[VISION] VISION: Piramit (P,ABCD) yan ayrit 4, A->A en kisa yol 4*sqrt(3). Yan yuzeylerde sariya boyali alan hesabi img-driven. c=E (16-2*sqrt(3)) plausible
cfcb4ec5-0051-5ec3-86c0-a29caa735061	fuzzy	EDEBIYAT	Esen Aps Ayt Edebiyat Soru Bankası	20	"Sabah akşam aynı kaldırımlarda,
Birbirimize uzak, yakın.
Gidip gelirken işlerimize
Akım akın.

Bu dizelerin uyak türü aşağıdakilerden hangisidir?"	Tam uyak	Cinsel uyak	Tunç uyak	Yarım uyak	Zengin uyak	E	/static/crops/Esen_Aps_Ayt_Edebiyat_Soru_Bankası/Esen_Aps_Ayt_Edebiyat_Soru_Bankası_p0020_q03.png	tier1b_position_page_inline	bronze_clean	pass		[TEXT_ONLY] akın/yakın 3+ ses uyum (-akın), zengin uyak. E doğru
