id	book	page	qip	offset	target_q	sub_score	crop_file	hd_pre	db_text_preview	ocr_text_preview	verdict
7a03c972-729e-5fc6-bcb5-48410f2877d7	Aromat 2024 Ayt Fen Bilimleri Net 30	34	1	1	2	0	Aromat_2024_Ayt_Fen_Bilimleri_Net_30_p0034_q02.png	true	Bir katının sulu çözeltisindeki iyonların derişim - zaman grafiği aşağıda verilmiştir. Buna göre, I. Katının formülü $X_	C'de yapılan üç farklı deneyde HF ve NaOH çözeltileri aşağıda verilen miktarlarda karıştırılıyor.  1. deney: 0,1 M 100 m	
6953d2e2-95f8-5ab7-917a-3231c18a64cc	2023-2024-ACİL-TYT Matematik Soru Bankası	80	1	1	2	0	2023-2024-ACİL-TYT_Matematik_Soru_Bankası_p0080_q02.png	false	$a$ ve $b$ birer doğal sayı ve $b < a < 100$ olmak üzere, $\text{EBOB}(a, b) = 10$, $\text{EKOK}(a, b) = 280$ olduğuna g	11. EBOB(a, b) işleminin sonucu tek, EKOK(c, d) işleminin sonucu ise çift doğal sayıdır.  Buna göre,  I. a ve b'den en a	
c27624ac-dd82-5d87-a8ea-7db3241e859e	Edebiyat Sokagi Baslangic Paragraf	30	1	1	2	0	Edebiyat_Sokagi_Baslangic_Paragraf_p0030_q02.png	false	(I) Ankara'da bahar olur mu? (II) Beton yığınları arasında başını kaldırabilen bir erik veya kayısı fidanının çiçeklendi	I. Abannın kadri yağmurda bilinir. II. Altının kaçarını sarraf bilir. III. An bal alacak çiçeği bilir. IV. At binicisini	
edaf10c0-c409-5bb5-8b37-85dd92a6acd0	Aromat Ayt Edebiyat	42	1	1	2	0	Aromat_Ayt_Edebiyat_p0042_q02.png	false	Bu numaralanmış cümlelerin hangisinde 1960 sonrası Türk hikâyeciliğiyle ilgili bilgi yanlışı yapılmıştır? I. Bu dönemde 	Az sonra anası gelip yatağa, yanına uzanıyor. Okşuyor: "Yavrum," diyor; "Uyudun mu?" Osman hiç mi hiç ses çıkarmıyor. An	
cb714056-0abc-564c-823e-cd973e0b295c	Aktif Ogrenme Ayt Kimya 2019 2020	64	2	1	3	0	Aktif_Ogrenme_Ayt_Kimya_2019_2020_p0064_q03.png	false	$2,24$ atm basınç ve $0^{\circ}C$ sıcaklıkta $NH_3$ gazının yoğunluğu kaç $g/L$'dir? ($NH_3: 17$)	Yukarıdaki tabloda He ve CH4 gazlarının basınç sıcaklık değerleri verilmiştir. Bu tabloyu yorumlayan öğrenciler;  Batun:	
2b5b6e9c-3be8-5721-bf46-47510ca072c9	345 2024 Ayt Matematik Soru Bankası	118	1	1	2	0	345_2024_Ayt_Matematik_Soru_Bankası_p0118_q02.png	false	$14x = \pi$ olmak üzere sin$4x \cdot \cos3x + \cos4x \cdot \sin3x$ ifadesinin değeri kaçtır?	$\sin 23^\circ \cdot \cos 22^\circ + \sin 22^\circ \cdot \cos 23^\circ$ ifadesinin değeri kaçtır?	
ef816eae-7ac6-5121-99c9-80e833f343cc	Cap Tyt Dil Bilgisi Konu Anlatımlı Soru Bankasi	270	3	1	4	0	Cap_Tyt_Dil_Bilgisi_Konu_Anlatımlı_Soru_Bankasi_p0270_q04.png	false	"Bir eylemin dönüşlü çatı olabilmesi için, fiilden fiil yapan "-n, veya -l" ekinin alması ve öznenin de eylemden etkilen	Aşağıdaki cümlelerin hangisi özne-yüklem ilişkisi bakımından diğerlerinden farklıdır?	
3a15e335-a7a4-5f6a-bcdd-7bd42317d7fe	ACİL-2025-TYT-Soeu Bankası	110	3	-2	1	0	ACİL-2025-TYT-Soeu_Bankası_p0110_q01.png	false	$f(x)=-(x-2)^2+3$ olan parabol $x$-ekseni boyunca 5 birim sola ötelendiğinde oluşan parabolün maksimum noktasının koordi	Aşağıda f, g ve h doğrusal fonksiyonlarının grafikleri verilmiştir.  a, b birer gerçel sayı olmak üzere, g(x) = f(x + a)	
8b82e4b3-c6d6-5b89-9d54-ee7317bb8c60	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	140	2	1	3	0	2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0140_q03.png	true	ABCD dikdörtgen, CE  A AF = {K}, IAEI = IEBI, IBF I = IFCI, IADI = 6 birim, IDCI = 12 birim. Buna göre, A(EBK) kaç birim	ABCD dikdörtgen |AE| = 6 birim |EB| = |BF| = |FC| = 2 birim  Buna göre, A(DEF) kaç birimkaredir?	
75b72145-2e8a-5543-882c-1b867ef86e6d	Bilgi Sarmalı-2023-2024-Ayt-Matematik Soru Bankası	354	2	1	3	0	Bilgi_Sarmalı-2023-2024-Ayt-Matematik_Soru_Bankası_p0354_q03.png	false	integralinin değeri kaçtır? $\int_{-1}^{1} \frac{\sqrt{x^2+1}}{x^3+2} dx$	$$ \int_{\sqrt{2}}^{2} \frac{\sqrt{x} + 1}{\sqrt[4]{x} + 1} dx $$ integralinin değeri kaçtır?	
4c3188cb-1382-5d75-80a2-6e8c957d2091	Acil-2024-AYT Matematik Kitap-1	59	0	1	1	4	Acil-2024-AYT_Matematik_Kitap-1_p0059_q01.png	false	$|x| - \frac{4}{|x|} = 12$ denkleminin kökler toplamı kaçtır?	|x \cdot |4 - x|| = 12 denkleminin kökler toplamı kaçtır?	
f82453ee-8816-5052-b3be-e048fea40d54	Mikro Orijinal-2024-Ayt-Matematik Soru Bankası	343	2	1	3	4	Mikro_Orijinal-2024-Ayt-Matematik_Soru_Bankası_p0343_q03.png	false	$k$ bir gerçel sayı olmak üzere, $\int_{-1}^{1} (1-2x) dx = \int_{1}^{2} (2x+k) dx$ eşitliği veriliyor. Buna göre, $k$ d	a ve b sıfırdan farklı birer gerçel sayı olmak üzere,  $$ \int_{-a}^{b} b \, dx = \int_{-b}^{a} x \, dx $$  eşitliği ver	
01fe675f-cd49-549c-84f8-9d3d2ddc4179	C1CELL-2024-TYT-Matematik Soru Bankası	172	5	1	6	0	C1CELL-2024-TYT-Matematik_Soru_Bankası_p0172_q06.png	false	Sayı doğrusu üzerinde 3 sayısının 11 sayısına olan uzaklığı, bir A sayısına olan uzaklığının 2 katıdır. Buna göre, aşağı	|2 - |x + 1|| = 5 denkleminin gerçek sayılardaki çözüm kümesi aşağıdakilerden hangisidir?	
01becef9-11db-596f-82ea-fadff2bd9ff3	C1CELL-2024-Problemler Soru Bankası	27	1	0	1	0	C1CELL-2024-Problemler_Soru_Bankası_p0027_q01.png	false	Günlük adım sayısını not etmeye başlayan İlayda; birinci gün $10 \cdot 4^x$ adım, diğer günlerin bazılarında bir önceki 	Sezen'in elinde eşit büyüklükte, iki farklı desende kare fayanslar bulunmaktadır. Her biri beyaza veya pembeyle boyalı 9	
74e70aa5-0128-5eae-b7ea-b39acd25886a	Aktif Ogrenme Ayt Kimya 2019 2020	237	2	1	3	0	Aktif_Ogrenme_Ayt_Kimya_2019_2020_p0237_q03.png	false	Eşit hacim ve derişimdeki HX, HY ve HZ asit çözeltilerinin pH değerleri arasındaki ilişki HX > HY > HZ'dir.  Buna göre, 	'Merkez atomu aynı olan asitlerde oksijen sayısı arttıkça asit kuvveti artar.' Buna göre, aynı sıcaklıkta, I. HClO II. H	
067f7430-5be1-5107-9c74-b5f84edd5c4c	Aktif Ogrenme Ayt Kimya 2019 2020	166	1	1	2	0	Aktif_Ogrenme_Ayt_Kimya_2019_2020_p0166_q02.png	false	$2NO_{2(g)} + F_{2(g)} \to 2NO_2F_{(g)}$ tepkimesinin hız basamağı, $NO_{2(g)} + NO_{2(g)} \to N_2O_{4(g)}$ olduğuna gör	$3X_{(g)} + Y_{(g)} \rightarrow 2Z_{(g)}$ tepkimesinin hız bağıntısı $r = k.[X][Y]$ olduğuna göre, I. Tepkime mekanizmal	
a213cf48-a127-582d-b4cb-39c925d158c3	PES-Konu özetleri-Problemler Kampı	83	1	0	1	0	PES-Konu_özetleri-Problemler_Kampı_p0083_q01.png	false	a, 2'den küçük bir gerçek sayı olmak üzere, (12 - 6a) gramı 1 TL'den, (3a + 44) gramı 3 TL'den satılan ıhlamurun kilogra	a, b ve c otellerinde konaklayan kişilerin 3 günlük konaklama toplam kişi sayısı yukarıdaki sütun grafiğinde gösterilmiş	
24a27f1f-4058-5c0e-89ef-93d06c2d90dd	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	18	0	1	1	5	Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0018_q01.png	false	$A=\{-1,0,1\}$ ve $B=\{0,1\}$ olmak üzere, $f:A \to B$, $g:A \to B$ $f(x)=x^2$ ve $g(x)=|x|$ şeklinde tanımlanıyor. Buna	$A = \{-1, 0, 1\}$ ve $B = \{0, 1\}$ olmak üzere, $f: A \rightarrow B$, $g: A \rightarrow B$ $f(x) = x^2$ ve $g(x) = |x|	
296ff599-dc60-5abd-8443-cd76be06a056	Orijinal-2024-Geometri Soru Bankası	230	2	0	2	0	Orijinal-2024-Geometri_Soru_Bankası_p0230_q02.png	true	ABCD kare $[EF] \perp [KL]$ $[GH] \perp [KL]$ $|KH| = 6$ cm $|HE| = 4$ cm $|HF| = 7$ cm Yukarida verilenlere göre, $|HL|	BEFK kare ABCD kare m(∠AKB) = 125°  Yukarıda verilenlere göre, m(∠FEC) = α kaç derecedir?	
410eaa22-e3b7-510c-82d0-48c944117dd2	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	65	1	1	2	0	Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0065_q02.png	false	$P(x)$ ve $Q(x)$ birer polinom olmak üzere, $P(x) = (x+1) \cdot [ (x-2) \cdot Q(x) + x-1 ]$ olduğuna göre, $P(x)$ polino	P(x) = 1 - x + 2x^2 - 3 . x^3 + 4 . x^4 - ... + 20 . x^20 polinomu veriliyor.  Buna göre, P(1 - 2x) polinomunun katsayıl	
0db8d623-4d09-561b-a4b8-7640425484a3	2023-2024-ACİL-TYT-Matematiğin İlacı	301	5	-2	3	0	2023-2024-ACİL-TYT-Matematiğin_İlacı_p0301_q03.png	false	1'den 16'ya kadar olan tam sayılardan farklı birer tanesi 16 tane kartın birer yüzüne yazılıyor. Sonra bu kartlar içinde	Üsteki tabloda bir sınıfı öğrencilere ait bilgiler verilmiştir. Sınıftan rastgele seçilen bir kişinin erkek veya esmer o	
89dcb9f3-3ef2-5908-bfbc-d403bdab4e71	2019-2020-Apotemi-Tyt Matematik Soru Bankası	132	4	1	5	0	2019-2020-Apotemi-Tyt_Matematik_Soru_Bankası_p0132_q05.png	false	$x$, $6$, $4x-y$ ve $8x-y$ bir ardışık sayı dizisinin ilk dört terimidir. Buna göre, bu dizinin 100. terimi kaçtır?	$(2 - x^3) \cdot (2 + x^3) = 3$  olduğuna göre,  $x^{96} + x^{90} + x^{84} + ... + 1$  toplamının değeri kaçtır?	
029e52e2-e218-518b-9dcd-f8a1c97e7cb1	Bilgi Sarmalı-2022-2023-Tyt-Matematik Soru Bankası	293	7	1	8	4	Bilgi_Sarmalı-2022-2023-Tyt-Matematik_Soru_Bankası_p0293_q08.png	false	Dik koordinat düzleminde $f(x) = mx^2 + 4x$ fonksiyonunun grafiğine $(1, f(1))$ noktasında çizilen teğet doğrusu $f(x) -	$y = f(x)$ fonksiyonunun grafiği üzerindeki $A(1, k)$ noktasında çizilen teğet doğrusu $B(3, k + 1)$ noktasından geçmekt	
9b27a58f-4eec-5d07-a2fb-4cec3ee8c20e	345 Tyt Fizik Soru Bankası	116	1	0	1	0	345_Tyt_Fizik_Soru_Bankası_p0116_q01.png	false	Yenilenebilir ve yenilenemez enerji kaynakları ile ilgili, I. Bir depodaki doğalgaz yakıldığında, enerjisini kimyasal en	Tuğçe ve Serkan, üzerlerinde m, m, 2m, 4m, 6m kütleli cisimler bulunan ağırlıksız ve eşit bölmeli çubukları, çubukların 	
c4b69c7a-5057-59b7-a355-4b9a7cad5497	Esen Aps Tyt Turkce Soru Bankası	314	5	1	6	8	Esen_Aps_Tyt_Turkce_Soru_Bankası_p0314_q06.png	false	(I) Sanat sürekli, değişen, dönüşen, yenilenen bir şey. (II) İşte bu yüzden, her geçen gün şeyler keşfetmek, sürekli değ	(I) Sanat sürekli, değişen, dönen, yenilenen bir şey. (II) İşte bu yüzden, her gün yeni şeyler keşfetmek, sürekli arıçan	
9ba5a656-7b86-5224-b16e-735425817a0d	Bilgi Sarmalı-2023-2024-Tyt-Matematik Soru Bankası	161	1	1	2	0	Bilgi_Sarmalı-2023-2024-Tyt-Matematik_Soru_Bankası_p0161_q02.png	false	$\frac{a}{2} = \frac{b}{3} = \frac{1}{c} = \frac{2}{5}$ olduğuna göre, $a \cdot b \cdot c$ işleminin sonucu kaçtır?	Ahmet'in parasının Hasan'ın parasına oranı $\frac{2}{3}$, Hasan'ın parasının Orhan'ın parasına oranı $\frac{6}{7}$ olduğ	
7b052b45-3ed2-5d41-9d9e-db9b693bd6c0	345 2024 Ayt Biyoloji Soru Bankası	271	2	1	3	0	345_2024_Ayt_Biyoloji_Soru_Bankası_p0271_q03.png	false	Gelişmiş bir yapraktaki fotosentezin hızını I. ışık şiddeti, II. ortam sıcaklığı, III. stoma açıklık oranı, IV. toprağın	Fotosentez yapmakla olan bir bitki hücresinde kloroplasta, sitoplazma arasındaki bazı maddelerin değişimi aşağıdaki şeki	
35bdc27f-9443-56cf-9c10-88240ba88189	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	59	3	-1	2	6	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0059_q02.png	true	Yukarıdaki şekilde, $[AB] \perp [AC]$, $[DE] \perp [BC]$ ve D, A, E noktaları doğrusaldır. $|BE|=8$ br, $|EC|=18$ br ve 	Yukarıdaki şekilde, [AB] ⊥ [AC], [DE] ⊥ [BC] ve D, A, E noktaları doğrusaldır. |BE| = 8 br, |EC| = 18 br ve |BD| = 17 br	
a661e666-2cd1-5b0e-83f1-3ab8b4f89904	345 Tyt Biyoloji Soru Bankası	200	2	1	3	0	345_Tyt_Biyoloji_Soru_Bankası_p0200_q03.png	false	Hemofili hastası olmayan anne ve babadan, hemofili hastası bir çocuk dünyaya geliyor. Bu durumla ilgili olarak, aşağıda 	Üç ailedeki anne ve babanın, renk körlüğü bakımından genotipleri aşağıdaki şekillerde gösterilmiştir.  [Resim Açıklaması	
f4bcb2be-0b59-5c27-bb9b-88db0ed5e7c8	Cap Anlam Bilgisi Kitabı 2024	31	0	1	1	10	Cap_Anlam_Bilgisi_Kitabı_2024_p0031_q01.png	false	Aşağıdaki cümlelerin hangisinde "geçimini sağlayacak kadar kazanç elde edebilmek" anlamında bir deyim kullanılmıştır?	Aşağıdaki cümlelerin hangisinde "geçimini sağlayacak kadar kazanç elde edebilmek" anlamında bir deyim kullanılmıştır?	
369f4b3a-f469-5650-9ba0-7457e25e6f3a	345 2025 Tyt Kimya Soru Bankası	267	2	1	3	0	345_2025_Tyt_Kimya_Soru_Bankası_p0267_q03.png	false	Aşağıdaki polimerlerden hangisinin kullanım alanı yanlış verilmiştir?	Yandaki polimer gösteriminde X yerine geldiğinde adı yanlış verilen seçenek hangisidir?	
6c782223-5fa7-55b5-b302-db9ed2dcae0b	Aromat Ayt 2024 Fen Bilimleri Model Sorular Net 30	7	2	1	3	8	Aromat_Ayt_2024_Fen_Bilimleri_Model_Sorular_Net_30_p0007_q03.png	true	Düşey kesiti şekilde verilen raylı sistemde K noktasından $4 \text{ m/s}$ hızla atılan $3 \text{ kg}$ kütleli cisim nokt	Düşey kesiti şekilde verilen raylı sistemde K noktasından 4 m/s hızla atılan 3 kg kütleli cisim noktali çizgili ile beli	
3c44e9c7-7a51-5146-ba71-e15f4f33da2c	345 Tyt Biyoloji Soru Bankası	38	3	1	4	10	345_Tyt_Biyoloji_Soru_Bankası_p0038_q04.png	false	Bileşik enzimlerin yapısını oluşturan apoenzim (protein) kısmı sadece bir çeşit reaksiyonu gerçekleştirebildiği halde, k	Bileşik enzimlerin yapısını oluşturan apoenzim (protein) kısmı sadece bir çeşit reaksiyonu gerçekleştirebildiği halde, k	
6a4857de-f919-536b-bb72-c3588f515e35	Aromat Ayt 2023 2024 Fizik Soru Bankası	278	1	1	2	0	Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0278_q02.png	false	Standart modele göre atom altı parçacıklar ile ilgili, I. Elektronlar, lepton grubundadır. II. Hadronlar, baryon ve mezo	Doğadaki dört temel kuvvet ile ilgili,  I. Fotonlar, elektromanyetik kuvvetlerin taşıyıcı parçacığıdır.  II. Güçlü çekir	
51530309-00c3-51fc-85c7-2d1368835d27	Bilgi Sarmal Turk Dili ve Edebiyatı Sosyal Bilimle	121	1	1	2	0	Bilgi_Sarmal_Turk_Dili_ve_Edebiyatı_Sosyal_Bilimler_1_p0121_q02.png	false	Yukarıdaki tabloda edebî terimler açıklamaları ile eşleştirilirse hangisi dışarıda kalır?	20. Gazeteci: - Romanlarınızda toplum ahlakına ters düşmeyi göz önünde bulundurduğunuz olayları bazı çevreler uygunsuz b	
c5496a3e-52c0-561f-abfd-9c6f0a5f68a7	Mikro Orijinal-2024-Ayt-Matematik Soru Bankası	386	5	1	6	0	Mikro_Orijinal-2024-Ayt-Matematik_Soru_Bankası_p0386_q06.png	false	Aralarında Aytuğ'un da bulunduğu 9 kişi arasından 4 kişilik bir ekip oluşturulacaktır. Buna göre, Aytuğ'un ekipte yer al	Bir yayınevinin hazırladığı bir deneme kitabının kapağına ait bir bölüm aşağıda verilmiştir.  [Resim İçeriği: Bir kitap 	
41a03733-4408-5453-b1e9-00b45e3d84e6	Apotemi Tyt Ayt Kimya 2019-2020	197	2	1	3	0	Apotemi_Tyt_Ayt_Kimya_2019-2020_p0197_q03.png	false	Yukarıdaki homojen karışım türlerinden hangileri ekstraksiyon türlerindendir? I. Sıvı - sıvı II. Katı - sıvı III. Gaz - 	Aşağıdaki karışımların ayrıştırılması ile ilgili yöntemler doğru (D) ya da yanlış (Y) olarak değerlendirildiğinde hangis	
9979602d-262c-59e1-baa3-626c9a82f68f	345 2024 Ayt Matematik Soru Bankası	88	4	1	5	4	345_2024_Ayt_Matematik_Soru_Bankası_p0088_q05.png	false	$f(x) = x^2-2x$ ve $g(x) = x+3$ fonksiyonları veriliyor. Buna göre, $(fog)(a) < 8$ eşitsizliğini sağlayan kaç $a$ tam sa	\frac{x^2 - 16}{|x - 2|} < 0 eşitsizliğini sağlayan kaç tam sayı değeri vardır?	
e57f8e9e-bc52-5ea4-9af8-aee96b5ea855	Aktif Ogrenme 2025 Tyt Fizik Soru Bankası	94	0	1	1	0	Aktif_Ogrenme_2025_Tyt_Fizik_Soru_Bankası_p0094_q01.png	true	Aşağıda verilen bardak ve sürahideki suların sıcaklıkları eşittir. Buna göre, bardak ve sürahideki su ile ilgili olarak,	Günlük hayatımızda kullandığımız bazı malzemelerin özü değerlerinin büyük olması tercih edilir. Buna göre, I. Tencere ve	
3c2313df-e7dd-5711-86d9-a544f2ed7b64	Pes PRofesyonel Anlam ve Problem Soruları 2020 202	144	2	1	3	0	Pes_PRofesyonel_Anlam_ve_Problem_Soruları_2020_2021_p0144_q03.png	false	Ömer, Halis, Demir ve Fethinin çözdüğü soru sayıları ile ilgili aşağıdakiler bilinmektedir. • Fethi, Halis'ten 32 soru a	Aşağıdaki tabloda Özcan ve Sezin isimli öğrencilerin bir matematik ve bir geometri sorusunu çözme süreleri verilmiştir. 	
a0ee5afc-2697-5e46-ab8c-5cf3cf187dc1	345 2025 Ayt Kimya Soru Bankası	32	1	0	1	0	345_2025_Ayt_Kimya_Soru_Bankası_p0032_q01.png	false	$_{24}Cr^{2+}$ ve $_{26}Fe^{3+}$ tanecikleri ile ilgili, I. İzoelektroniktirler. II. Yarı dolu orbital sayıları eşittir.	Aşağıda X ve Y atomlarının elektron dizilimleri verilmiştir.  X: $1s^2 2s^2 2p^6 3s^1$ Y: $1s^2 2s^2 2p^6 4s^1$  Buna gö	
