id	confidence	reasons	length_ratio	correct_answer	qtext_preview	ocr_preview	image_url
8e60f55d-e259-5eb1-a2c6-70d2efb5ad0d	high	broken_text_o	1.419	B	ABC üçgen $|DB| = |DA|$ $|CD| = |CA|$ $m(\widehat{BDC}) = 40^ ext{o}$ $m(\widehat{ACB}) = x$ Buna göre, $x$ kaç derecedi	ABC üçgen |DB| = |DA| |CD| = |CA| m(ABC) = 40° m(ACB) = x  Buna göre, x kaç derecedir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0012_q04.png
8fbd91c8-b0bd-53f2-aaf2-3b085690ef8f	high	broken_text_o	1.051	C	ABD ve BCE birer dik üçgen $BA \perp AD$ $BD \perp EC$ $m(\widehat{ADB}) = 60^ ext{o}$ $|AB| = 5\sqrt{3}$ birim $|EC| = 	ABD ve BCE birer dik üçgen $BA \perp AD$ $EC \perp CB$ $m(\widehat{ADB}) = 60°$ $|AB| = 5\sqrt{3}$ birim $|EC| = 3$ biri	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0048_q06.png
93c76c66-4efe-5f90-9cc7-7ea29ab54dcf	high	italic_i_segment|italic_i_brackets	1.133	C	ABC ikizkenar dik üçgen, $AB \perp AC$, $|AB|=|AC|$, $|BD|=|DC|$, $|AE|=|IBFI|$ olduğuna göre, $\frac{|DE|}{|DF|}$ oranı	ABC ikizkenar dik üçgen AB ⊥ AC |AB| = |AC| |BD| = |DC| |AE| = |BF|  Buna göre, $\frac{|DE|}{|DF|}$ oranı kaçtır?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0026_q01.png
94ce6dfa-ff73-5004-9470-04e67305b79e	high	italic_i_segment	1.263	C	ABC üçgen, $CE \perp BA$, $ED \perp CA$, $|AB| = |AC|$, $|EDI| = 12$ birim, $|CD| = 9$ birim. Buna göre, $|BE|$ kaç biri	ABC üçgen CE ⊥ BA ED ⊥ CA |AB| = |AC| |ED| = 12 birim |CD| = 9 birim  Buna göre, |BE| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0046_q03.png
99ff1a35-7124-52ce-aa8d-3c07ff490e02	high	broken_text_o	1.154	D	ABC ikizkenar üçgen, [AE] açıortay, $|AB|=|AC|$, $|BE|=|DC|$, $m(\widehat{EBC})=42^ ext{o}$ olduğuna göre, $m(\widehat{B	ABC ikizkenar üçgen [AE] açıortay |AB| = |AC| |BE| = |DC| m(EBC) = 42°  Yukarıdaki verilere göre, m(BÊD) = x kaç dereced	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0019_q04.png
a2d502bf-2201-5b86-825d-f1d2cf784278	high	italic_i_segment|italic_i_brackets	1.160	D	ABCD ikizkenar yamuk, $AE \perp BC$, $AE$ açıortay, $|DA|=|ICBI|$, $|AF|=|FB|$, $|ICE|=2$ birim, $|DA|=8$ birim. Buna gö	ABCD ikizkenar yamuk AE ⊥ BC AE açıortay |DA| = |CB| |AF| = |FB| |CE| = 2 birim |DA| = 8 birim  Buna göre, |EF| kaç biri	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0164_q04.png
a9384c6d-d861-51b8-939c-dbad7fbf1ab0	high	broken_text_o	1.328	B	ABC ikizkenar üçgen, $|AB| = |BC|$, $|AD| = |EC|$, $|AE| = |FC|$, $m(\widehat{DEF}) = 70^ ext{o}$ Yukarıdaki verilere gö	ABC ikizkenar üçgen, |AB| = |BC|, |AD| = |EC| |AE| = |FC|, m(DÊF) = 70°  Yukarıdaki verilere göre, m(A͡BC) = α kaç derec	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0102_q03.png
a9cc07eb-9538-5e5e-ac07-5dd548fe6f5c	high	italic_i_segment|italic_i_brackets	1.217	D	ABCD dikdörtgen, $EF \perp DC$, $|IEFI| = 2$ birim, $|IDAI| = 6$ birim, $|IAB| = 10$ birim. Buna göre, $A(AEB)$ kaç biri	ABCD dikdörtgen EF ⊥ DC |EF| = 2 birim |DA| = 6 birim |AB| = 10 birim  Buna göre, A(AEB) kaç birimkaredir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0138_q02.png
ae1091b0-2a7b-5098-9413-fa9b684638f6	high	italic_i_segment|italic_i_brackets	1.042	C	ABCDE düzgün beşgen, EC köşegen, $|EFI| = 6$ birim, $|IEGI = |GA|$. Buna göre, $|FG|$ kaç birimdir?	ABCDE düzgün beşgen EC köşegen |EF| = |FC| = 6 birim |EG| = |GA|  Buna göre, |FG| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0172_q02.png
b6c0c6e5-e706-5a19-9863-deb51441c889	high	italic_i_segment	1.097	C	ABCD kare, $[AC] \perp [DE] = \{E\}$, $2|FI| = |DE|$, $|BF| = 4$ cm olduğuna göre, Çevre(ABCD) kaç santimetredir?	13. ABCD kare [AC] ∩ [DF] = {E} 2|EF| = |DE| |BF| = 4 cm  olduğuna göre, Çevre(ABCD) kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0257_q02.png
b89e909a-2730-543e-8da8-c171fb065a3a	high	broken_text_o	1.448	D	$AB \perp BE$ $AC \perp CD$ $CD \perp DE$ $m(\widehat{CAD}) = 15^ ext{o}$ $|CE| = 4$ cm $|AB| = 9$ cm olduğuna göre, $|A	AB ⊥ BE AC ⊥ CD CD ⊥ DE m(CAD) = 15° |CE| = 4 cm |AB| = 9 cm olduğuna göre, |AD| = x kaç cm'dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0127_q04.png
b8ee522f-b73b-5b64-bbad-a0560946f3b5	high	broken_text_o	1.293	D	ABC ikizkenar üçgen $[AE]$ açıortay $|AB| = |AC|$ $|BE| = |DC|$ $m(\widehat{EBC}) = 42^ ext{o}$ Yukarıdaki verilere göre	ABC ikizkenar üçgen [AE] açıortay |AB| = |AC| |BE| = |DC| m(EBC) = 42°  Yukarıdaki verilere göre, m(BÊD) = x kaç dereced	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0019_q04.png
bbea4669-c47f-5a9a-933f-9cc882cd521a	high	italic_i_segment	1.090	C	ABCD paralelkenar $|AKI| = |KE|$ $|ELI| = |LB|$ $|EC| = (2x)$ birim $|KLI| = (x+3)$ birim Buna göre, $|DE|$ kaç birimdir	ABCD paralelkenar |AK| = |KE| |EL| = |LB| |EC| = (2x) birim |KL| = (x + 3) birim  Buna göre, |DE| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0118_q01.png
bdf36019-97ca-55f3-8d7e-c36646129ec0	high	broken_text_o	1.305	D	ABCD yamuk $[DC] \parallel [AB]$ $|DE| = |EC| = 1$ br $|AF| = |FB| = 4$ br $m(\widehat{DAB}) + m(\widehat{CBA}) = 90^ ex	8. ABCD yamuk [DC] // [AB] |DE| = |EC| = 1 br |AF| = |FB| = 4 br m(DAB) + m(CBA) = 90°  Yukarıda verilenlere göre, |EF| 	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0215_q03.png
bea4364e-6e6c-5a9d-87b9-27a1760f28d1	high	italic_i_segment	1.327	E	ABCD eşkenar dörtgen, $[DH] \perp [AB]$, $|DH|=8$ cm, $|DHI|=8$ cm, $|EC|=7$ cm. Yukarıda verilenlere göre, Alan$(DEC)$ 	ABCD eşkenar dörtgen [DH] ⊥ [AB] |DH| = 8 cm |EC| = 7 cm  Yukarıda verilenlere göre, Alan(DEC) kaç cm² dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0198_q01.png
c0498812-a5c4-5399-84e2-608371aba7b9	medium	truncation_lr=0.55	0.547	D	Yukarıdaki şekilde $[AC]$ ve $[BE]$, O merkezli çemberin çaplarıdır. Buna göre, $x$ kaç derecedir?	O merkezli çember AC // ED AC ∩ BD = {F} m(\widehat{BOC}) = 60° m(\widehat{DFB}) = x  Yukarıdaki şekilde [AC] ve [BE], O	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası_2/345_Tyt_Ayt_Geometri_Soru_Bankası_2_p0009_q03.png
c08d8bd2-e936-502e-be60-268963928491	high	broken_text_o	1.277	B	Şekilde $d_1 \parallel d_2$, $m(\widehat{EDC}) = 30^ ext{o}$, $m(\widehat{ABC}) = 45^ ext{o}$, $m(\widehat{BCD}) = 125^ 	$d_1 // d_2$ $m(\widehat{EDC}) = 30°$ $m(\widehat{ABC}) = 45°$ $m(\widehat{BCD}) = 125°$ olduğuna göre, $m(\widehat{DEF}	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0023_q03.png
c31fa3f0-9959-5fbb-90c3-4da09255a786	high	broken_text_o	1.066	C	ABC üçgen $DE \perp BC$ $|BD| = 2 \cdot |BE|$ $m(\widehat{BAC}) = 80^ ext{o}$ $m(\widehat{ACB}) = x$ Buna göre, $x$ kaç 	ABC üçgen $DE \perp BC$ $|BD| = 2 \cdot |BE|$ $m(\widehat{BAC}) = 80°$ $m(\widehat{ACB}) = x$  Buna göre, x kaç derecedi	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0048_q04.png
c6e51c59-1fc4-5ca1-9307-46375d5c5203	high	broken_text_o	1.400	C	O merkezli çemberde $|AO| = |BC|$, $m(\widehat{OAC}) = 50^ ext{o}$ olduğuna göre, $m(\widehat{OCA}) = x$ kaç derecedir?	O merkezli çemberde |AO| = |BC| m(OAC) = 50° olduğuna göre, m(OCA) = x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0288_q02.png
c9d131c1-3168-54de-880e-c9931b5968bf	high	broken_text_o	1.296	C	ABC dik üçgen $AC \perp BC$ $m(\widehat{DEC}) = 45^ ext{o}$ $|BD| = 7$ cm $|DC| = 9$ cm $|AC| = 16$ cm olduğuna göre, $|	ABC dik üçgen AC ⊥ BC m(DEC) = 45° |BD| = 7 cm |DC| = 9 cm |AC| = 16 cm  olduğuna göre, |EC| = x kaç cm'dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0127_q03.png
cc232d7e-ce11-5136-8efc-06b7f79f748e	high	broken_text_o	1.391	C	ABCD paralelkenar $[AE]$ ve $[BE]$ açıortay $m(\widehat{EFG}) = 25^ ext{o}$ $m(\widehat{EGF}) = x$ Buna göre, $x$ kaç de	ABCD paralelkenar [AE] ve [BE] açıortay m(EFG) = 25° m(EGF) = x  Buna göre, x kaç derecedir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0118_q04.png
cffc059c-eeaa-5ceb-a615-8d149ef523ed	high	broken_text_o	1.378	E	ABCDEF düzgün altıgen, $|BE| = |DK|$, $m(\widehat{KDC}) = 20^ ext{o}$, $m(\widehat{BAK}) = x$. Buna göre, $x$ kaç derece	9.  ABCDEF düzgün altıgen |BE| = |DK| m(KDC) = 20° m(BAK) = x  Buna göre, x kaç derecedir?	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0187_q06.png
d04dee2b-f6dc-53a0-a802-02baa50f6f0a	high	broken_text_o	1.375	E	ABC ikizkenar üçgen $|AC| = |CB|$ $DC \perp CB$ $m(\widehat{BDC}) = 50^ ext{o}$ $m(\widehat{DCA}) = x$ Buna göre, $x$ ka	9.  ABC ikizkenar üçgen |AC| = |CB| DC ⊥ CB m(BDC) = 50° m(DCA) = x  Buna göre, x kaç derecedir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0020_q06.png
d375e288-7eed-5c1f-847a-a2bfd3d18ebc	high	broken_text_o	1.398	C	ABC üçgen $|AB| = |AC|$ $|AE| = |ED|$ $m(\widehat{AED}) = 100^ ext{o}$ $m(\widehat{ABC}) = x$ Buna göre, $x$ kaç dereced	ABC üçgen |AB| = |AC| |AE| = |ED| m(AÊD) = 100° m(A͡BC) = x  Buna göre, x kaç derecedir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0016_q03.png
d415dd1d-1ef3-5469-b722-d9dbc0d8e68b	high	broken_text_o	1.038	A	Şekilde verilen $ABC$ dik üçgeni şeklindeki levha, $BC$ ekseni etrafında $180^ ext{o}$ döndürüldüğünde taranan bölgenin 	ABC dik üçgen [AC] ⊥ [BC] |AC| = 3 cm |BC| = 8 cm  Şekilde verilen ABC dik üçgeni şeklindeki levha, BC ekseni etrafında 	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0392_q06.png
d51a223a-1e21-52c4-bee2-e0305623a19b	high	broken_text_o	1.265	C	[EA, çembere A noktasında teğet] $|AB|=|AE|$ $m(\widehat{BCD})=120^ ext{o}$ Verilenlere göre, $m(\widehat{AEB})=x$ kaç d	[EA, çembere A noktasında teğet |AB| = |AE| m(BCD) = 120°  Verilenlere göre, m(AEB) = x kaç derecedir?	/static/crops/Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2/Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0298_q01.png
d567b767-8a34-5685-998b-d2339819d473	high	broken_text_o	1.107	D	Aşağıda AOBC ikizkenar yamuğunun üzerine O merkezli açıölçer şekildeki gibi yerleştirilmiştir. AOBC yamuğunun $|OA|$ ve 	7. Aşağıda AOBC ikizkenar yamuğunun üzerine O merkezli açıölçer şekildeki gibi yerleştirilmiştir.  AOBC yamuğunun; [OA] 	/static/crops/Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası/Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0169_q01.png
d9e2485d-0bc8-54dd-9c6b-81a5cc04afab	high	italic_i_segment	1.273	B	ABC üçgen, $BA \perp AC$, $AD \perp BC$, $|EAI| = |ADI|$, $|BD| = 9$ birim, $|DC| = 16$ birim. Buna göre, $|EB|$ kaç bir	ABC üçgen BA ⊥ AC AD ⊥ BC |EA| = |AD| |BD| = 9 birim |DC| = 16 birim  Buna göre, |EB| kaç birimdir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0046_q04.png
e341cd59-607a-5ad9-aefe-2511e683abd0	high	italic_i_segment	1.286	A	ABC üçgen $DE \parallel BC$ $|DF| = 2\sqrt{5}$ birim $|KI| = 3\sqrt{5}$ birim $|FE| = 6$ birim Buna göre, $|KC|$ kaç bir	ABC üçgen DE // BC |DF| = 2√5 birim |BK| = 3√5 birim |FE| = 6 birim  Buna göre, |KC| kaç birimdir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0084_q02.png
ec58499c-bf89-5973-baa6-9c9b57439d96	high	italic_i_segment	1.008	A	ABC üçgen, $[DC]=[AE]=[K]$, $|AD|=|DB|$, $|BE|=|EC|$, $|DK|+|KI|=16$ cm, $|KE|+|KC|=17$ cm olduğuna göre, $|AE|$ kaç san	ABC üçgen [DC] ∩ [AE] = {K} |AD| = |DB| |BE| = |EC| |DK| + |AK| = 16 cm |KE| + |KC| = 17 cm olduğuna göre, |AE| kaç sant	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0149_q08.png
ec79e729-fe0d-5839-a7cf-f34c9d370f3b	high	broken_text_o	1.437	E	ABCD yamuk $[DC] \parallel [AB]$ $|DC| = 8$ br $|BC| = 8$ br $m(\widehat{DCB}) = 142^ ext{o}$ $m(\widehat{DAB}) = 71^ ex	ABCD yamuk [DC] // [AB] |DC| = 6 br |BC| = 8 br m(DCB) = 142° m(DAB) = 71°  Yukarıda verilenlere göre, |AB| kaç br'dir?	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0215_q04.png
ec84ee55-55c4-558d-86fd-61959b04a6c5	high	italic_i_segment	1.163	C	ABCD eşkenar dörtgen, $[DF] \perp [BC]$, $[KE] \perp [DC]$, $|ELI|=2$ cm, $|IF|=7$ cm, $|IKLJ|=9$ cm olduğuna göre, $|DL	ABCD eşkenar dörtgen [DF] ⊥ [BC] [KE] ⊥ [DC] |EL| = 2 cm |FL| = 7 cm |KL| = 9 cm olduğuna göre, |DL| = x kaç santimetred	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0241_q04.png
f1278f7f-bf39-58cd-bd55-52e4de778678	high	broken_text_o	1.521	E	ABCD deltoid $|AB| = |BC|$ $m(\widehat{ADB}) = 55^ ext{o}$ $m(\widehat{DBC}) = 30^ ext{o}$ olduğuna göre, $m(\widehat{BC	ABCD deltoid |AB| = |BC| m(A͡DB) = 55° m(D͡BC) = 30° olduğuna göre, m(B͡CD) = x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0243_q01.png
f6e48f8c-da22-5357-b46b-7ca3f984764a	high	broken_text_o	1.263	C	Büşra, $ABC$ ikizkenar üçgeni biçimindeki kağıdı $B$ noktası $B'$ noktası ile çakışacak şekilde $DE$ boyunca katlıyor. $	Büşra, ABC ikizkenar üçgeni biçimindeki kağıdı B noktası B' noktası ile çakışacak şekilde DE boyunca katlıyor.  |AB| = |	/static/crops/Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası/Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0027_q04.png
f8f386c4-fcd8-5ad0-b3de-86b982b6352b	high	broken_text_o	1.361	D	ABC ikizkenar üçgen $|AB| = |BC|$ $|AD| = |AC|$ $m(\widehat{DAC}) = 38^ ext{o}$ $m(\widehat{ABC}) = x$ Buna göre, $x$ ka	ABC ikizkenar üçgen |AB| = |BC| |AD| = |AC| m(DÂC) = 38° m(AÂBC) = x  Buna göre, x kaç derecedir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0014_q06.png
faada050-d1c3-58d7-88ee-475dedc80983	high	broken_text_o	1.256	A	ABD ve BCE birer dik üçgen $BA \perp AD$ $EC \perp CB$ $m(\widehat{ADB}) = 60^ ext{o}$ $|AB| = 5\sqrt{3}$ birim $|EC| = 	ABD ve BCE birer dik üçgen BA ⊥ AD EC ⊥ CB m(ADB) = 60° |AB| = 5√3 birim |EC| = 3 birim  ABC açısının açıortayı [BD] doğ	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0048_q06.png
fcecca7f-038c-5648-ab8f-5661b035a98c	high	broken_text_o	1.481	E	ABC eşkenar üçgen $m(\text{DBC}) = 15^ ext{o}$ $|AD| = 2 \text{ cm}$ Yukarıdaki verilere göre, $|DC| = x$ kaç cm'dir?	ABC eşkenar üçgen m(DBC) = 15° |AD| = 2 cm  olduğuna göre, |DC| = x kaç cm'dir?	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0062_q01.png
fe3a423a-3fa7-5e7c-a18e-83081b604321	high	italic_i_segment	1.225	D	ABC üçgen, $BA \perp AC$, $FE \perp AD$, $AD \perp BC$, $|BAI| = 15$ birim, $|AE| = 9$ birim. Buna göre, $|DC|$ kaç biri	ABC üçgen BA ⊥ AC FE ⊥ AD AD ⊥ BC |BA| = |AF| = 15 birim |AE| = 9 birim  Buna göre, |DC| kaç birimdir?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0046_q02.png
