id	book	page	db_q_no	crop_q_no	similarity	crop_file	db_text_preview	ocr_text_preview	verdict
da3ec37c-4188-5df6-86de-85c8f2f85e29	Bilgi Sarmalı-2022-2023-Tyt Ayt-Geometri Soru Bank	252	6	3	0.676	Bilgi_Sarmalı-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0252_q03.png	Şekil I'deki ABCD ikizkenar yamuğundan 8 adet kullanılarak şekil II'deki düzgün elde edilmektedir. $	Şekil I'deki ikizkenar yamuklardan 6 adet kullanılarak şekil II'deki durum elde edilmiştir.  $|AD| =	unclear
06da702f-2f5a-5943-b5d7-5160baeb3901	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	325	11	7	0.641	Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0325_q07.png	Dik koordinat düzleminde, gerçek sayılar kümesi üzerinde tanımlı ve türevlenebilir $f$ ve $g$ fonksi	Dik koordinat düzleminde, gerçek sayılar kümesi üzerinde tanımlı ve türevlenebilir f ve g fonksiyonl	ok
feaef9bb-873f-5cb5-a99f-2c18cdee8aa9	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	62	10	2	0.522	2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0062_q02.png	ABC eşkenar üçgen DE $\perp$ AC DF $\perp$ BC $|DE|=2\sqrt{3}$ birim $|DF|=2\sqrt{3}$ birim Buna gör	ABC eşkenar üçgen DE ⊥ AC DF ⊥ BC |DE| = √3 birim |DF| = 2√3 birim  Buna göre, |FC| kaç birimdir?	unclear
d8d487cf-82f2-52ff-859a-97ee6794e0fe	Aromat -2023-2024-Matematik Soru Bankası	315	8	1	0.695	Aromat_-2023-2024-Matematik_Soru_Bankası_p0315_q01.png	Arda, Barış ve Ceyhun isimli üç garsonun çalıştığı bir restorandaki bahşiş kutusunda biriken 5 TL, 1	Arda, Başak ve Ceyhun isimli üç garsonun çalıştığı bir restorandaki bahşiş kutusunda biriken 5 TL, 1	unclear
a11566f8-2054-5ac7-8554-b1b62c5658fa	2020-2021-ACİL-TYT Matematik Soru Bankası	350	12	2	0.571	2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0350_q02.png	Aşağıdaki tabloda aynı sınıfta bulunan Ali ve Oya'nın doğum günlerine çağırdıkları arkadaşlarının is	Aşağıdaki tabloda aynı sınıfta bulunan Ali ve Oya'nın doğum günlerine çağırdıkları arkadaşlarının is	ok
54f7c2c4-4cb7-535e-8d16-4f613bfd2e91	Bilgi Sarmalı Tyt 2024 Fizik Soru Bankası	326	5	2	0.672	Bilgi_Sarmalı_Tyt_2024_Fizik_Soru_Bankası_p0326_q02.png	K ve L dalga leğenlerine bir miktar su konulduktan sonra X ve Y dalga kaynakları aynı anda çalıştırı	K ve L dalga leğenlerine bir miktar su konulduktan sonra X ve Y dalga kaynakları aynı anda çalıştırı	ok
c6f28fd2-0fc9-52bf-9caa-04031251fddc	Orijinal-Tyt Ayt Geometri Soru Bankası	147	10	3	0.656	Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0147_q03.png	Bir okulda, her sınıfa asılmak üzere eşkenar üçgen biçiminde bir poster hazırlanmıştır. Şekildeki gi	Bir okulda, her sınıfa asılmak üzere eşkenar üçgen biçiminde bir poster hazırlanmıştır. Şekildeki gi	ok
7764ff7b-7c42-5a1a-b848-6c2dfd34e279	Mikro Orijinal-2024-Ayt-Matematik Soru Bankası	128	11	4	0.55	Mikro_Orijinal-2024-Ayt-Matematik_Soru_Bankası_p0128_q04.png	Dik koordinat düzleminde, gerçek sayılarda tanımlı olan ikinci dereceden $f$ ve $g$ fonksiyonları ya	Dik koordinat düzleminde, gerçek sayılarla tanımlı olan ikinci dereceden f ve g fonksiyonları yardım	ok
7b1eadf1-dea3-548e-9abc-2cf220ab7b06	Cap Ayt Fizik Soru Bankası 2023 2024	205	26	1	0.575	Cap_Ayt_Fizik_Soru_Bankası_2023_2024_p0205_q01.png	Düzgün elektrik alanın K noktasındaki potansiyel $100 \text{ V}$, L noktasındaki potansiyel $80 \tex	Düzgün elektrik alanın K noktasındaki potansiyel 100 V, L noktasındaki potansiyel 80 V, M noktasında	ok
ec831935-5113-5395-b4a2-6a8c189dab4d	C1CELL-2025-Matematik Soru Bankası	361	9	5	0.621	C1CELL-2025-Matematik_Soru_Bankası_p0361_q05.png	Şekildeki dik koordinat düzleminde gerçek sayılar kümesi üzerinde tanımlı bir $f$ fonksiyonunun graf	Şekildeki dik koordinat düzleminde reel sayılar kümesi üzerinde tanımlı bir f fonksiyonunun grafiği 	ok
328b851c-5b2c-5f06-8313-06e807e96cd0	Esen Aps Kimya Soru Bankası	78	9	4	0.545	Esen_Aps_Kimya_Soru_Bankası_p0078_q04.png	Aşağıda verilen X, Y ve Z tablolarında aynı kimyasal türlere ait örnekler türler vardır.  Buna göre 	Aşağıda verilen X, Y ve Z tablolarında aynı kimyasal türlere ait örnekler türleri vardır.  | a | PO₄	ok
631705cd-14fc-5842-bbae-86075a796d2f	345 2025 Tyt Ayt Geometri Soru Bankası 1	261	6	2	0.61	345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0261_q02.png	Selim; yerden yüksekliği $200$ cm olan ve yere paralel olan bir tavana, ikizkenar yamuk şeklindeki ö	Selim, yerden yüksekliği 200 cm olan ve yere paralel olan bir tavana, izkizaran yamuk şeklinde özdeş	ok
e4ae0c5c-54f0-5d58-88e9-d7a0529ed1ae	Apotemi 2019 2020 Tyt Ayt Fizik Soru Bankası	184	10	2	0.613	Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası_p0184_q02.png	Şekil I'deki K noktasından $v$ hızıyla $\alpha$ açısı ile fırlatılan cisim M noktasına çarpıyor. Cis	Bir cisim K noktasından v hızıyla α açısıyla fırlatılınca M noktasına çarpıyor.  Cisim K noktasından	ok
1c8f80a3-8f97-54db-a82f-4b1c7a2ae633	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	11	9	6	0.5	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0011_q06.png	Yukarıdaki şekilde, [BA // [EF, $m(\text{ABC}) = 130^\circ$, $m(\text{BCD}) = 80^\circ$ ve $m(\text{	Yukarıdaki şekilde, $|BA || |EF$, $m(\widehat{ABC}) = 130^\circ$, $m(\widehat{BCD}) = 80^\circ$ ve $	ok
6912e40f-6e16-5e00-93a5-561feee2f487	345 2024 Tyt Matematik Soru Bankası	379	6	2	0.553	345_2024_Tyt_Matematik_Soru_Bankası_p0379_q02.png	Aşağıda A, B ve C kümelerinin çembersel şemaları ve her bir bölge içinde kaç adet eleman bulunduğu g	Aşağıda A, B ve C kümelerinin şembersel şemaları ve her bir bölge içinde kaç elemanın bulunduğu göst	ok
da7757bf-f8ad-5e59-be94-db058fbfe6ba	Egsersiz Tyt Fizik Soru Bankası 2021	138	8	4	0.655	Egsersiz_Tyt_Fizik_Soru_Bankası_2021_p0138_q04.png	Münir Usta hazırlamakta olduğu bir tatlı için mutfağında bulunan $30^ ext{o} ext{C}$'deki şerbetin ü	Münir Usta hazırlamakta olduğu bir tatlı için mutfakçında bulunan 30 °C'daki şerbetin üzerine 60 °C'	ok
f593d505-1a08-525b-9f6a-5776aa0d8bcd	2020-2021-ACİL-AYT Matematik Soru Bankası	437	14	3	0.655	2020-2021-ACİL-AYT_Matematik_Soru_Bankası_p0437_q03.png	Şekildeki doğru üzerinden $x$ eksenine inilen dikme uzunlukları sırasıyla 2, 3 ve 5 br dir. Buna gör	Şekildeki doğru üzerinden x eksenine inilen dikme uzunlukları sırasıyla 2, 3 ve 5 br dir.  $$ \int_{	ok
f4814c81-b4b5-599e-9eae-1a7d744e4ca4	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bank	70	10	2	0.679	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0070_q02.png	ABC üçgen, $m(\widehat{DAB}) = m(\widehat{EAD})$, $m(\widehat{EAC}) = m(\widehat{CAF})$, $|BD| = 2$ 	ABC üçgen $m(\widehat{DAB}) = m(\widehat{EAD})$ $m(\widehat{EAC}) = m(\widehat{CAF})$ $|BD| = 2$ bir	ok
a5f51a08-8606-5b00-b180-dde522cb0cfa	CAP-2022-2023-TYT-Matematik Soru Bankası	130	11	7	0.529	CAP-2022-2023-TYT-Matematik_Soru_Bankası_p0130_q07.png	Aşağıda verilen sayı doğrusu için; Sayı doğrusu üzerinde işaretlenen sayılar $3^a$, $3^b$, $3^c$ ün 	Aşağıda verilen sayı doğrusu için • Sayı doğrusu üzerinde işaretlenen sayılar 3 ün kuvvetleri şeklin	ok
42e70469-0358-56c7-979d-e794428baa65	345 2025 Ayt Kimya Soru Bankası	141	6	2	0.655	345_2025_Ayt_Kimya_Soru_Bankası_p0141_q02.png	Belirli bir sıcaklıkta gerçekleşen $KClO_3(k) \to KCl(k) + \frac{3}{2}O_2(g)$ tepkimesinde tepkimeye	Belirli bir sıcaklıkta gerçekleşen $$KClO_3(s) 
ightarrow KCl(s) + 
rac{3}{2} O_2(g)$$ tepkimesinde 	
ac5dcaed-a4be-5aaa-acd7-d0a12e61381a	Full Matematik-2022-2023-Tyt Ayt-Geometri Soru Ban	161	7	2	0.519	Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0161_q02.png	Aşağıda ABC ikizkenar üçgensel bölgesi biçimindeki bir kağıt şekil 1'deki gibi $|BC|$ 'ye paralel ik	7. Aşağıda ABC ikizkenar üçgensel bölgesi biçimindeki bir kağıt şekil 1deki gibi [BC] ye paralel iki	ok
30d5688a-3760-5cc2-b610-97fa718a6584	345 Tyt Biyoloji Soru Bankası	207	5	1	0.647	345_Tyt_Biyoloji_Soru_Bankası_p0207_q01.png	Aşağıdaki soy ağacında X kromozomunda taşınan ve Y kromozomunda aleli olmayan kırmızı-yeşil renk kör	Aşağıdaki soyağacında X kromozomunda taşınan ve Y kromozomuna ait olmayan kırmızı-yeşil renk körlüğü	ok
e2052070-9563-5326-b887-ac9df30d4fe5	2020-2021-ACİL-TYT Matematik Soru Bankası	393	19	2	0.667	2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0393_q02.png	Dik koordinat düzleminde $[0, 7]$ aralığında tanımlı $f$ ve $g$ fonksiyonlarının grafikleri şekilde 	Dik koordinat düzleminde [0, 7] aralığında tanımlı f ve g fonksiyonlarının grafikleri şekilde verilm	ok
2e42f260-2403-54af-85b8-38a7985627e3	Full Matematik-2019-2020-Geometri Soru Bankası	127	9	2	0.646	Full_Matematik-2019-2020-Geometri_Soru_Bankası_p0127_q02.png	AE // DC ve AB // DE olmak üzere ABCD dörtgeni şeklindeki kağıt DE boyunca katlanıyor. Bu işlem sonu	AE // DC ve AB // DE olmak üzere ABCD dörtgeni şeklindeki kağıt DE boyunca katlanıyor. Bu işlem sonu	ok
c22e56db-d663-53ef-bdf4-f5cd3fb51164	345 2025 Ayt Kimya Soru Bankası	239	7	2	0.695	345_2025_Ayt_Kimya_Soru_Bankası_p0239_q02.png	Bir elektroliz deneyi ile $XCl_2$ iyonik bileşiğindeki X elementinin atom kütlesi hesaplanmak isteni	Bir elektroliz deneyi ile XCl2 iyonik bileşiğindeki X elementinin atom kütlesi hesaplanmak isteniyor	ok
86d2980c-b41b-5880-b181-13af83b7203d	Mikro Orijinal-Tyt Ayt-Geometri Soru Bankası 2	341	10	1	0.677	Mikro_Orijinal-Tyt_Ayt-Geometri_Soru_Bankası_2_p0341_q01.png	Dik koordinat düzlemine eş iki dikdörtgen kenarları çakışacak biçimde yukarıdaki gibi yerleştirilmiş	Dik koordinat düzlemine eş iki dikdörtgen kenarları çakışacak biçimde yukarıdaki gibi yerleştirilmiş	ok
cb9cbc56-b292-5282-b6b7-5430b7d04c86	Neofizik Tyt Soru Bankası	34	6	4	0.696	Neofizik_Tyt_Soru_Bankası_p0034_q04.png	Şekildeki katı cismin yere yaptığı basınç cisim $S_1$ yüzeyi üzerine konulduğunda $P_1$, $S_2$ yüzey	Şekildeki katı cismin yere yaptığı basınç cisim S1 yüzeyi üzerine konulduğunda P, S2 yüzeyi üzerine 	ok
0ba01dfc-d28b-5ddf-9373-8650331ca57a	Esen Tyt Cografya Soru Bankası	62	11	3	0.571	Esen_Tyt_Cografya_Soru_Bankası_p0062_q03.png	Türkiye'nin $1/900.000$ ölçekli haritasında istediği ayrıntıyı yakalayamayan bir kartograf; I. $1/1.	Türkiye'nin 1/900.000 ölçekli haritasında istediği ayrıntıyı yakalayamayan bir kartograf;  I. 1/1.00	ok
35988b9c-5143-5f98-b9ed-18d32c8478e1	345 Tyt Ayt Geometri Soru Bankası	391	8	2	0.522	345_Tyt_Ayt_Geometri_Soru_Bankası_p0391_q02.png	ABCD kare BE $\perp$ EC AF $\perp$ LC $|CF| = 7$ cm $|FE| = 8$ cm olduğuna göre, Çevre(AFCD) kaç cm'	ABCD kare BE ⊥ EC AF ⊥ EC |CF| = 7 cm |FE| = 8 cm olduğuna göre, Çevre(AFCD) kaç cm'dir?	unclear
ef436264-83d1-5ed6-95c8-d884a9c3b16f	Bilgi Sarmalı-2022-2023-Tyt Ayt-Geometri Soru Bank	324	11	5	0.548	Bilgi_Sarmalı-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0324_q05.png	Yukarıdaki dikdörtgenler prizmasının içine en büyük alana sahip bir küre yerleştirilirse, prizma ile	ABCDEFGH dikdörtgenler prizması |AH| = 5 cm |AB| = 4 cm |BC| = 6 cm  Yukarıdaki dikdörtgenler prizma	ok
9fcfd0e9-bdba-508a-a6a6-a5064ccba2e7	Cap Tyt Fizik Soru Bankası 2023 2024	59	11	2	0.614	Cap_Tyt_Fizik_Soru_Bankası_2023_2024_p0059_q02.png	Düşey kesiti verilen kapta, içinde tahta blok ve demir bilye su içinde şekildeki gibi dengededir. Bu	Düşey kesiti verilen kaptaki suda, içinde tahta blok ve demir bilye olan başka bir kap şeklinde gibi	unclear
c6881790-acc7-5a1d-9652-11871b69f134	Aromat Ayt 2023 2024 Fizik Soru Bankası	263	8	3	0.692	Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0263_q03.png	Boşlukta $+x$ yönünde ilerleyen bir mikrodalganın elektrik ve manyetik alan bileşenlerinden yalnızca	Boşlukta +x yönünde ilerleyen bir mikrodalğanın elektrik ve manyetik alan bileşenlerinden yalnızca m	ok
60672387-0827-5910-a1d7-b78b5aaaf8cf	Esen Tyt Ayt Biyoloji Soru Bankası	34	6	2	0.558	Esen_Tyt_Ayt_Biyoloji_Soru_Bankası_p0034_q02.png	Işık mikroskobu altında pek çok hücre şeffaf görünür. Bu nedenle hücreye ait yapıların gözlemlenebil	Işık mikroskobu altında pek çok hücre şekil görünür. Bu nedenle hücreye ait yapıların gözlemlenebilm	ok
9aab90a6-a07c-50d2-bbbe-4474a3fea5cd	345 Tyt Ayt Geometri Soru Bankası 2	137	5	3	0.638	345_Tyt_Ayt_Geometri_Soru_Bankası_2_p0137_q03.png	Dik koordinat düzleminde merkezi orijine gelecek şekilde yerleştirilen daire biçimindeki dart tahtas	Dik koordinat düzleminde merkezi orijine gelecek şekilde yerleştirilen daire biçimindeki dart tahtas	ok
436b16b5-e9ce-5220-8401-1257439e9c3f	Aktif Ogrenme 2023 2024 Biyoloji	95	8	1	0.676	Aktif_Ogrenme_2023_2024_Biyoloji_p0095_q01.png	Bir bitki sulandığında, kökleriyle aldığı suyu yaprak- lara doğru taşır. Sulanan bir bitkinin hücrel	Bir bitki sulandığında, köklerinden aldığı suyu yapraklara doğru taşır.  Sulamanın bir bitkinin hücr	ok
499920cb-da80-5397-8bf9-470795c67d29	Apotemi 2019 2020 Tyt Ayt Fizik Soru Bankası	150	6	1	0.596	Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası_p0150_q01.png	Süratleri $v_1$ ve $v_2$ olan araçlardan birinin boyu $x$ ve diğerinin $y$ dir. Araçlar $L$ uzunluğu	Süratleri v₁ ve v₂ olan araçların boyları x ve y dir.  Araçlar L uzunluğundaki tünele şekildeki gibi	ok
6fb6fa7d-f04d-5f04-bc61-fa979e7ef6f3	345 2025 Ayt Fizik Soru Bankası	105	8	3	0.54	345_2025_Ayt_Fizik_Soru_Bankası_p0105_q03.png	Kütlesi $2 \text{ kg}$ olan bir cisim, K noktasından serbest bırakıldığında doğal hâlde bulunan esne	Kütlesi 2 kg olan bir cisim, K noktasından serbest bırakıldığında doğal halinde bulunan esnek bir ya	ok
58b384e5-9836-5ac2-88c1-a1dfac24c8e2	CAP-2023-2024-AYT-Matematik Soru Bankası	224	39	1	0.587	CAP-2023-2024-AYT-Matematik_Soru_Bankası_p0224_q01.png	Selim Öğretmen beden eğitimi dersinde öğrencisi Mehmet'e antrenman yaptırmaktadır. Mehmet, $A_1$ dir	Solim Öğretmen beden eğitimi dersinde öğrenci Mehmet'e antrenman yaptırmaktadır. Mehmet, A₁ direğind	ok
