id	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	reject_rule	match_tier	verdict	error_type	notes
9caf4096-88f6-5f87-88c6-c1442322b56a	SOSYAL	krallar karması tyt sosyal bilimler branş denemesi-17	5	"Belediyede temizlik personeli Kubilay Çıtak, Ceyhan Mahallesi'ndeki bir banka ATM'sinden para çekmek istedi. Bu sırada ATM'den işlem yapmadan 1700 lira çıktığını fark eden Çıtak, paranın sahibinin bulunması amacıyla ilçedeki banka şubesine başvurdu. Çıtak, banka yetkililerinden aldığı bilgiler doğrultusunda Filiz Diri'yi arayarak parasını teslim etti. Diri, bankanın önünde gazetecilere yaptığı açıklamada, Çıtak'a teşekkür ettiğini belirterek ""Şu an çok mutluyum. Böyle duyarlı insanların olması sevindirici bir durum. Oğlum üniversitede okuyor, onun parasıydı. Bankamatikten parayı çekip oğluma gönderecektim."" diye konuştu. Çıtak ise işlem yapmadan ATM'den para çıkmasına şaşırdığını dile getirerek ""Bankamatiğe geldiğimde iki bayan işlem yapıyordu. Kartlarını alıp gittiler. Ben işlem yapacakken bankamatik para verdi. Banka şubesine gittim. Paranın sahibi iletişim bilgisini bırakmış. Banka aracılığıyla kişiye ulaşarak parasını teslim ettim. Doğruluk her zaman kazandırır."" ifadelerini kullandı. (7 Aralık 2021 / A.A.)
Bu haberde yer alan Kubilay Çıtak'ın davranışı için aşağıdakilerden hangisi söylenebilir?"	Eylemi hazza ulaşmak için gerçekleştirmiştir.	Eylemi fayda amacıyla gerçekleştirmiştir.	Eylemi hırsız damgası yememek için gerçekleştirmiştir.	Eylemi ödev duygusu ile gerçekleştirmiştir.	Eylemi kendi benini mutlu etmek için gerçekleştirmiştir.	D		R1_legacy_v3		pass	false_negative	claude-text-faz-6-6: Kubilay Çıtak haberi + ödev davranışı well-formed felsefe sorusu
aed55d8f-9d1d-5352-950d-b905b54b22a1	TURKCE	Edebiyat Sokagi Paragraf ileri Duzey	246	Bu iki paragrafta asıl anlatılmak istenen aşağıdakilerden hangisidir?	Ayaklı kütüphane denilen insanlar, genellikle okuduklarını pek özümsememiş kişilerdir.	Kafalarında çok çok kitabın adı bulunan kütüphaneciler, kitaplardan yeterince yararlanamamaktadır.	Bir kitap, bizi düşündüğüdür ve kendi malımız olan fikirler doğurmak şartıyla faydalıdır.	Ayaklı kütüphane denilen insanların çok sayıda kitapla olsa da çevresindeki bilere bir faydası yoktur.	İnsanlar, kitap okurken uyanık bir zekâya sahip ve her an şüphe içinde olmalıdır.	C	/static/crops/Edebiyat_Sokagi_Paragraf_ileri_Duzey/Edebiyat_Sokagi_Paragraf_ileri_Duzey_p0246_q04.png	R1_legacy_v3	ai_crop_solve	pass	false_negative	claude-text-faz-6-6: Ayaklı kütüphane paragraf well-formed yorum sorusu
d8dddc6c-28f0-539a-8a48-7bdeb793d5c5	KIMYA	Aktif Ogrenme Ayt Kartlarla Kimya 2022 2023	135	"1. CH3 - CH - CH = C - CH3
6 5 4 3 2 1
3-Metil-3-heksen
2. CH3 - C - C - CH3
1 2 3 4
2-Bromo-3-metil-2-buten
3. CH3 - CH - CH = C - CH3
1 2 3 4 5
2-Metil-1,3-pentadien"	1,3-Butadien	1,3-Pentadien	1,4-Pentadien	1,2-Butadien	1,2-Pentadien	B		R1_legacy_v3		unclear	ambiguous_text	claude-text-faz-6-6: Organik kimya yapı listesi vs option dien adlandırma uyumsuz
57d8d114-79ec-572e-af9b-2efc9411fb81	MATEMATIK	2020-2021-ACİL-AYT Matematik Soru Bankası	202	7. Çizilen grafik, hangi fonksiyonun grafiğidir?	y = sin(x)	y = cos(x)	y = tan(x)	y = cot(x)	y = sec(x)	D		R1_legacy_v3		unclear	needs_image	claude-text-faz-6-6: 'Çizilen grafik hangi fonksiyon' image-bound
01c019eb-d6f6-5138-80a1-cd57fb19116d	TURKCE	Sure Paragrafın Suresi 2025	30	"Kedilerin ilk olarak 4000 yıl önce Mısır'da evcilleştirildiği her ne kadar yaygın olarak kabul görüyor olsa da insanlar arasındaki varlıkları, çok daha eskide yaşıyordu. Vahşi kedilerin 12.000 yıldan daha uzun zaman önce Mezopotamya'da insanların arasında yaşadığı ve MÖ 12.000'li yıllarda köpekler, koyunlar ve keçilerle birlikte evcilleştirildikleri bilinmektedir. Son 10 yılda yapılan arkeolojik kazılar, Yakın Doğu'ndaki kedilerin modern dünyadaki evcil kedilerin en yakın akrabası olduğu ve fareleri gibi bih stokların dadanan has-relerin kontrolünü sağlamak için Mezopotamyalı çiftçiler tarafından evcilleştirildiklerine dair kanıtlar ortaya koymuştur.

Bu parçadan kedilerle ilgili aşağıdakilerden hangisine ulaşılabilir?"	Mezopotamya'da evcilleştirilen ilk vahşi hayvan olduğuna	Beslenme biçimlerinin arkeolojik kazılarla ortaya çıkarıldığını	İlk olarak MÖ 12.000'de Yakın Doğu'da rastlandığına	Günümüzde yabani olanlarının sadece belirli kitaplarda görüldüğüne	Evcilleştirme sürecinin çok eskilere dayandığına	D	/static/crops/Sure_Paragrafın_Suresi_2025/Sure_Paragrafın_Suresi_2025_p0030_q03.png	R1_legacy_v3	tier1b_position_page_inline	pass	false_negative	claude-text-faz-6-6: Kediler evcilleştirme paragraf well-formed
7f369c6d-fae6-5ef6-bd67-520fad96038f	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	388	Bir futbol takımında oynayan Okan'ın şut çalışması yaptığı kale aşağıdaki şekilde gösterilmiştir. Okan topa vurduktan $t$ saniye sonra topun merkezinin yerden yüksekliği $h$ metre olmak üzere, $h=3t-t^2$ şeklinde modelleniyor. Okan'ın vurduğu top, kalenin üst direğinin tam ortasına çarptığına göre, topa vurulduğu andan bu topun kalenin üst direğine çarptığı ana kadar en fazla kaç saniye geçmiştir?	1	$\frac{3}{2}$	2	$\frac{5}{2}$	3	B	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0388_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik kitabı, MATEMATIK tag DOĞRU; futbol parabol soru well-formed
a9e8a622-ded3-5103-b681-c2f79dfbb7c8	MATEMATIK	Aromat-2023-Ayt-Matematik Soru Bankası	199	$(a_n) = \left(\frac{2n - 8}{5 - 2n}\right)$ dizisinin pozitif olan terimi kaçtır?	1	\frac{3}{2}	2	\frac{5}{2}	3	A	/static/crops/Aromat-2023-Ayt-Matematik_Soru_Bankası/Aromat-2023-Ayt-Matematik_Soru_Bankası_p0199_q03.png	R2_aromat_wrong_topic	tier1b_position_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Ayt Matematik, MATEMATIK tag DOĞRU; dizi pozitif terim soru
b073670e-a055-55b0-8fd7-6aabd8b66dca	KIMYA	Aromat Tyt Sosyal Bilimler Model Sorular 2023	35	"Sel ve taşkınlar dünyanın büyük bir bölümünde çok sık görülen, can ve mal kayıplarına neden olan doğal afetlerdir.

Buna göre haritada numaralandırılarak gösterilen yerlerin hangisinde sel ve taşkınların görülme sıklığı daha fazladır?"	I	II	III	IV	V	E	/static/crops/Aromat_Tyt_Sosyal_Bilimler_Model_Sorular_2023/Aromat_Tyt_Sosyal_Bilimler_Model_Sorular_2023_p0035_q02.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	fail	wrong_topic	claude-text-faz-6-6: Aromat Tyt Sosyal Bilimler Model Sorular: KIMYA tag content COGRAFYA(harita seli) → wrong_topic CONFIRMED
57429cc7-f13d-59f8-9a27-db9bbf1916e6	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	193	Fethat Bey, evindeki kafes kuşunun su ihtiyacını karşılayabilmek için kuş suluğu alıyor. Suluğu tamamen doldurup kafese Şekil - I'deki gibi yerleştiriyor. Kafes kuşunun suluğun açık olan kısmından su ihtiyacını karşılaması sonucu suluktaki su Şekil - II'deki seviyeye indiğine göre, I. Şekil - I'de A noktasındaki toplam basınç, açık hava basıncına eşittir. II. Şekil - II'deki suluğun içinde hava vardır. III. Şekil - II'de A noktasındaki su basıncı, açık hava basıncına eşittir. yargılarından hangileri doğrudur?	Yalnız I	Yalnız II	I ve II	II ve III	I, II ve III	B	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0193_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; kafes kuşu basınç well-formed
ce09d121-62b2-550c-a465-907bb47d1149	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	26	Jülide Hanım, manavdan aldığı portakalları yıkamak için şekil-I'deki kabın içerisine $400 \text{ cm}^3$ su koyuyor. Daha sonra yedi adet portakalı kabın içerisine koyduğunda portakallar şekil-II'deki gibi duruyor ve kaptan $10 \text{ cm}^3$ su taşıyor. Hacimleri eşit kabul edilen portakallardan en üstteki iki tanesi su içerisine yarısına kadar girebildiklerine göre, bir portakalın hacmi kaç $\text{cm}^3$'tür? (Kabın toplam iç hacmi $600 \text{ cm}^3$'tür.)	25	30	35	40	45	C	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0026_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; portakal yoğunluk well-formed
3cb94f32-bcfd-516c-b79f-980de39efbaa	MATEMATIK	Aromat-2023-Ayt-Matematik Soru Bankası	83	"Gerçel sayılarda tanımlı f birim fonksiyonunun dik koordinat düzlemindeki grafiği
$(2a \quad 1, a + 1)$ ve $(a + b, 2b + 5)$
noktalarından geçmektedir.
Buna göre, a·b çarpımı kaçtır?"	-12	-6	-3	-2	-1	D	/static/crops/Aromat-2023-Ayt-Matematik_Soru_Bankası/Aromat-2023-Ayt-Matematik_Soru_Bankası_p0083_q01.png	R2_aromat_wrong_topic	tier1b_position_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Ayt Matematik, MATEMATIK tag DOĞRU; birim fonksiyon noktalar
1e35b74b-60f2-5648-bebc-8dd6c7a68d1f	KIMYA	Aromat 2024 Ayt Fen Bilimleri	28	"$3K_2O_{(kat)} + 3H_2O_{(s)} \rightarrow 6KOH_{(sulu)} + O_{2(g)}$
tepkimesiyle normal koşullarda 2,24 litre $O_2$ gazı oluştuğuna göre kaç kJ ısı açığa çıkmıştır?

$(\Delta H^\circ_f K_2O_{(kat)} = -496 \text{ kJ/mol}, \Delta H^\circ_f H_2O_{(s)} = -286 \text{ kJ/mol.}$
$\Delta H^\circ_f KOH_{(sulu)} = -430 \text{ kJ/mol}, \Delta H^\circ_f O_{2(g)} = 143 \text{ kJ/mol.}$"	-91	-9,1	91	9,1	0,91	E	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri/Aromat_2024_Ayt_Fen_Bilimleri_p0028_q02.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri KIMYA tag, content KIMYA (entalpi) DOĞRU
e99054c5-be42-596f-b113-e6776dbcf3a7	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	95	Kütleleri sırasıyla $m$, $2m$ ve $2m$ olan A, B ve C cisimleri P, R ve S motorları ile yukarı çekilebilmektedir. A, B ve C cisimleri sırasıyla $v$, $2v$ ve $2v$ sabit hızlarıyla hareket ettiklerine göre, I. P motorunun gücü, R'ninkine eşittir. II. R motorunun gücü, S'ninkine eşittir. III. S motorunun gücü, P'ninkinden büyüktür. yargılarından hangileri doğrudur? (Motorların verimleri yüzde yüzdür.)	Yalnız III	I ve II	I ve III	II ve III	I, II ve III	A	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0095_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; motor güç well-formed
f775b906-e6d2-5ed5-ab48-4a55b9b7bc39	FIZIK	Aromat 2024 Ayt Fen Bilimleri Model Sorular	14	Şekildeki gibi kurulmuş bir alternatif akım devresinde açık K - L uçları arasına sırasıyla direnç, bobin ve sığaç ayrı ayrı bağlanarak anahtar kapatıldığında lambanın parlaklığının üç durumda da aynı olduğu gözlemleniyor. Buna göre üretecin etkin gerilimi değiştirilmeden frekansı artırılıp tekrar aynı deney yapılırsa K - L uçlarına hangi devre elemanı bağlandığında lambanın parlaklığı, bir önceki deneye göre daha fazla olur?	Yalnız direnç	Yalnız bobin	Yalnız sığaç	Direnç ve sığaç	Bobin ve sığaç	B	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular/Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular_p0014_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri Model Sorular FIZIK tag DOĞRU (AC devre); not multi-disp content
1d570564-40ab-5fb5-bbcd-6ec996e229c4	MATEMATIK	Aromat-2023-Tyt-Matematik Net 30	33	"Selçuk, aşağıdaki şekilde yan yana dizilmiş altı ağırlıktan bazılarını seçerek terazinin bir kefesine koymuştur.
Selçuk'un seçtiği ağırlıklarla ilgili
$p$: Ağırlıkların toplamı $500$ gramdır.
$q$: Üç tane ağırlık seçmiştir.
$r$: İki tanesi yan yanadır.
önermeleri veriliyor.
$(p \Rightarrow q) \lor r$
önermesi yanlış olduğuna göre, Selçuk'un seçtiği ağırlıklar aşağıdakilerden hangisidir?"	$50g - 150g - 300g$	$50g - 100g - 150g - 200g$	$50g - 250g - 300g$	$200g - 300g$	$100g - 150g - 250g$	C	/static/crops/Aromat-2023-Tyt-Matematik_Net_30/Aromat-2023-Tyt-Matematik_Net_30_p0033_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Matematik Net 30, MATEMATIK tag DOĞRU; mantık önerme well-formed
de364d25-73fb-524f-a990-e861f98959bf	KIMYA	Aromat 2024 Ayt Fen Bilimleri	52	Sağlıklı bir insanda büyük ve küçük dolaşım ile ilgili verilen bilgilerden hangisinde yanlışlık yapılmıştır?	Küçük kan dolaşımının amacı kirli kanın temizlenmesidir.	Akciğerler toplar damar ile kirli kanı taşır.	Kalbin sol tarafında her zaman temiz kan bulunur.	Aortla çıkan temiz kan organizmanın birçok organını dolaşıp kalbin sağ kulakçığına kirli kan olarak döker.	Vücudun alt tarafında biriken kan alt ana toplar, üst kesiminde biriken kan ise üst ana toplar damar ile kalbin sağ kulakçığına döker.	E	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri/Aromat_2024_Ayt_Fen_Bilimleri_p0052_q02.png	R2_aromat_wrong_topic	tier5_qindex_page_inline	fail	wrong_topic	claude-text-faz-6-6: Aromat Fen Bilimleri KIMYA tag content BIYOLOJI (dolaşım); wrong_topic
4c0d5f4d-593e-5cd8-bdde-858bafdc3893	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	134	"Şekil 1'deki düzenekte K, L, M, N dişlilerinin yarıçapları sırasıyla $r$, $3r$, $r$ ve $2r$ olup L ve M dişlileri ortak merkezleri çevresinde birlikte dönebilmektedir.
K dişlisi bir miktar döndürüldüğünde N dişlisinin görünümü Şekil 2'deki gibi olduğuna göre K dişlisinin tur sayısı aşağıda verilenlerden hangisi olabilir?"	$\frac{1}{2}$	2	$\frac{7}{2}$	$\frac{9}{2}$	$\frac{11}{2}$	D	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0134_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; dişli oran well-formed
fa47fb7b-cb71-5060-879a-14234b4177b5	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	173	"Şekildeki gibi yatay düzlemde kurulmuş devrenin AB kenarının üzerine bir pusula getirildiğinde pusula ibresi, şekildeki konumda duruyor. Devrenin açıktaki K ve L uçlarına bir pil bağlandığında ise pusula ibresi saat yönünde bir miktar dönerek noktalı çizgilerle belirtilen konuma geliyor.
Buna göre,
I. Yerin manyetik alanı, devrenin AB kenarı ile aynı doğrultudadır.
II. Devreye bağlanan pilin pozitif ucu, L noktasındadır.
III. Devreye bağlanan pilin negatif ucu, L noktasındadır.
yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	Yalnız III	I ve II	I ve III	D	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0173_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; pusula+pil well-formed
9e7ef978-7931-5e1a-8221-cc265f976ec2	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	80	"Sürtünmelerin ihmal edildiği bir ortamda yerden belli bir yükseklikte bulunan bir musluğun K ucundan kopan m kütleli bir su damlasının izlediği yörünge şekildeki gibidir. Damlanın L noktasındaki yere göre potansiyel enerjisi o andaki kinetik enerjisine eşittir.
Buna göre, damlanın K noktasındaki mekanik enerjisinin L noktasındaki kinetik enerjisine oranı kaçtır?"	4	3	2	1	$\frac{3}{2}$	C	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0080_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; su damlası enerji
635c250c-add8-5759-92eb-f84106f3ec6c	MATEMATIK	Aromat-2023-Ayt-Matematik Soru Bankası	329	Dik koordinat düzleminde $[1, 4]$ aralığında tanımlı $f$ fonksiyonunun grafiği ve bu grafiğin $y$-ekseni boyunca 2 birim yukarı doğru ötelenmesi ile elde edilen $g$ fonksiyonunun grafiği şekilde gösterilmiştir. Buna göre, boyalı bölgenin alanı kaç birimkaredir?	7	6	5	4	3	B	/static/crops/Aromat-2023-Ayt-Matematik_Soru_Bankası/Aromat-2023-Ayt-Matematik_Soru_Bankası_p0329_q01.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Matematik, MATEMATIK tag DOĞRU; integral öteleme alan
b3cd58c4-3acf-5fd5-90b8-5f18b7e2e419	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	76	"Arda, her biri eşit yükseklikte olan sarı ve mavi logoları kullanarak aşağıdaki iki farklı desendeki kulelerden belli sayıda yapmıştır.
Arda en üstteki legonun sarı olduğu şekil - I'deki tüm kuleleri kendi alıp, en üstteki legonun mavi olduğu şekil - II'deki tüm kuleleri arkadaşına veriyor. Bu durumda Arda'nın ve arkadaşının elindeki mavi logoların sayıları birbirine eşit oluyor.
Buna göre, Arda'nın aldığı kulelerdeki sarı lego sayısı ile arkadaşına verdiği kulelerdeki sarı lego sayısının farkı en az kaçtır?"	1	4	9	16	25	A	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0076_q03.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; lego desenleri kombinatorik
3387ce7b-c741-5150-9d5b-11238f99a092	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	282	Bir çukur aynanın önüne bir X cismi şekildeki gibi yerleştirilmiştir. Buna göre, 1, 2 ve 3 ile belirtilenlerden hangileri X cisminin görüntüsü olamaz?	Yalnız 1	Yalnız 2	Yalnız 3	1 ve 3	2 ve 3	A	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0282_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; çukur ayna görüntü
ef4540a2-ad6d-56b3-a59b-bcc61ba16182	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	307	"Şekildeki fotoelektrik devresinde katot levhasına ışık demeti düşürüldüğünde ampermetreden fotoelektrik akımı geçmektedir.
Buna göre devredeki üretecin potansiyel farkı artırılırsa;
I. Katottan birim zamanda sökülen fotoelektron sayısı azalır.
II. Anoda ulaşan fotoelektronların kinetik enerjisi azalır.
III. Metalin eşik enerjisi artar.
yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	Yalnız III	I ve II	II ve III	B	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0307_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; fotoelektrik well-formed
0d3d7342-2de3-52d5-b1f8-5b92844d23d6	FIZIK	Aromat 2024 Ayt Fen Bilimleri	8	Yatay bir düzlemde hareketsiz duran bir cismin düzlem üzerindeki konumu x - y koordinat düzlemi üzerinde şekildeki gibi belirtilmiştir. Cisim iç patlama sonucunda üç parçaya ayrıldığına göre parçaların hareketi ile ilgili, I. Parçalardan ikisi x doğrultusunda gidiyorsa üçüncü parça +y yönünde gider. II. Parçalardan biri +x, diğeri +y yönünde gidiyorsa üçüncü parça x-y yönleri arasında gider. III. Parçalardan biri +y, diğeri -y yönünde gidiyorsa üçüncü parça hareketsiz kalır. durumlarından hangileri gerçekleşebilir?	Yalnız I	Yalnız II	I ve II	I ve III	II ve III	E	/static/crops/Aromat_2024_Ayt_Fen_Bilimleri/Aromat_2024_Ayt_Fen_Bilimleri_p0008_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Fen Bilimleri FIZIK tag content FIZIK (patlama momentum) DOĞRU
2f5945df-a7e4-5496-a102-639d36aaaf73	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	101	"Sürtünmesi önemsiz bir ortamda $5$ m/s hızla hareket eden $4$m kütleli oyuncak kamyonun üzerinden şekilde görüldüğü gibi $2$m kütleli macun $4$ m/s hızla yatay olarak atılıyor.
Macun kamyonun kasasına çarpıp yapıştığına göre kamyonun bu andan sonraki hızı kaç m/s'dir?"	1	1.2	1.6	2	2.4	D	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0101_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; momentum çarpışma
6d3257eb-6eae-57b2-bb40-60a3dc3fe20c	FIZIK	Aromat Ayt 2023 2024 Fizik Soru Bankası	253	Karanlık bir odada yapılan tek yarıkta kırınım deneyinde kırmızı ve yeşil ışık birlikte kullanılmıştır. Buna göre deney düzeneğindeki boyaz ekran üzerinde oluşan girişim deseninde aşağıdaki renklerden hangisi kesinlikle gözlenemez?	Kırmızı	Sarı	Beyaz	Siyah	Yeşil	A	/static/crops/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası/Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0253_q01.png	R2_aromat_wrong_topic	tier1b_position_page_inline	pass	false_negative	claude-text-faz-6-6: Aromat Ayt Fizik, FIZIK tag DOĞRU; ışık girişim deseni
3eea4f81-714b-5baa-bae9-f5be16dc20ce	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	66	"Burhan Öğretmen, bir köy okuluna “Bir Kitap Bin Destek” kampanyasında gönderilen üç basamaklı $2XY$ sayıda kitabı dört sınıfın kitap kutusuna sırasıyla birer birer dağıtmaya başlıyor.
Kitapları dağıtmaya A sınıfından başlayan Burhan Öğretmen, gelen bütün kitapları sırasıyla birer birer dağıtıp son kitabı C sınıfının kitap kutusuna bıraktıktan sonra, C sınıfının kitap kutusunda biriken bütün kitapları bu sınıftaki öğrencilerin her birine beşer tane verdiğinde kutuda hiç kitap kalmıyor.
Buna göre, C sınıfındaki öğrenci sayısı en fazla kaçtır?"	15	16	17	18	19	D	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0066_q02.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; kitap dağıtım problem
341bdce2-b024-52a9-b659-acf953934ba5	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	17	Bir poligonda daire şeklindeki 6 hedefin bulunduğu hedef tahtasına atış yapan Enes ve İbrahim, vurdukları hedefin numarası kadar puan almaktadır. İlk iki atışını yapan Enes'in ve ilk atışını yapan İbrahim'in vurduğu hedef tahtaları aşağıdaki şekilde gösterilmiştir. Enes ve İbrahim, kendi hedef tahtalarındaki üçer tane farklı hedefi vurduklarında ikisinin toplam puanları eşit olduğuna göre, I. İbrahim 4, 5 ve 6 numaralı hedefi vurmuştur. II. İbrahim 1, 4 ve 5 numaralı hedefi vurmuştur. III. İbrahim 1, 2 ve 4 numaralı hedefi vurmuştur. ifadelerinden hangileri doğru olabilir?	Yalnız I	Yalnız II	Yalnız III	I ve II	II ve III	E	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0017_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; hedef tahtası puan
f2ad440f-960f-55d4-8eb3-18f6c7d0f668	FIZIK	Aromat Tyt 2023 2024 Fizik Soru Bankası	292	Saydam K ve L ortamlarından M ortamına gönderilen tek renkli ve birbirine paralel iki ışının izlediği yollar şekildeki gibidir. Buna göre ortamların kırıcılık indisleri $n_K$, $n_L$, $n_M$ arasındaki büyüklük ilişkisi aşağıdakilerden hangisidir?	$n_K > n_L > n_M$	$n_L > n_M > n_K$	$n_M > n_L > n_K$	$n_L > n_K > n_M$	$n_K = n_L = n_M$	B	/static/crops/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası/Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0292_q01.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Tyt Fizik, FIZIK tag DOĞRU; kırılma indisi
e4b39b62-9059-51d7-8c6f-3008f79a6dc6	MATEMATIK	Aromat -2023-2024-Matematik Soru Bankası	314	Aşağıdaki Venn şemasında, çokgenlerle belirtilen üç kümenin eleman sayıları çokgenlerin kenar sayısına; bu kümelerin kesişim kümelerinin eleman sayıları, bu çokgenlerin kenarları üzerindeki kesişen nokta sayısına eşittir. Örnek: $s(A) = 6$, $s(B \cap C) = 3$, $s(A \cap B \cap C) = 1$'dir. Buna göre, $s(A \cup B \cup C)$ kümesinin eleman sayısı kaçtır?	9	10	11	12	13	C	/static/crops/Aromat_-2023-2024-Matematik_Soru_Bankası/Aromat_-2023-2024-Matematik_Soru_Bankası_p0314_q04.png	R2_aromat_wrong_topic		pass	false_negative	claude-text-faz-6-6: Aromat Matematik, MATEMATIK tag DOĞRU; Venn şeması çokgen
