id	book	page	q_no_raw	tier	similarity	matched_q_no	crop_q_no	crop_file	hd_pre	db_text_preview	ocr_text_preview	verdict
51e32f01-1cf0-5f14-a902-c1a900f82c0e	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	86	12	G1	0.419	12	5	2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0086_q05.png	true	ABC üçgen, DEFG kare, $BA \perp AC$, $|BD| = 4$ birim, $|DC| = 9$ birim. Şekildeki DEFG karesinin FE	ABC üçgen DEFG kare BA ⊥ AC |BD| = 4 birim  Şekildeki DEFG karesinin FE doğrusuna göre yansıması alı	
5e20ae52-00cd-5588-b372-2493864ad732	Apotemi 2019 2020 Tyt Ayt Fizik Soru Bankası	14	8	G1	0.462	8	3	Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası_p0014_q03.png	true	Şekildeki aynı doğrultuda olan $17 \text{ N}$, $9 \text{ N}$ luk ve $F$ kuvvetlerinin toplamı $20 \t	Şekildeki aynı doğrultuda olan 17 N luk, 9 N luk ve F kuvvetlerinin toplamı 20 N olduğuna göre, F ka	
f425629e-68ce-5bf3-a573-36f2e984881a	345 2025 Ayt Matematik Soru Bankası	119	12	G1	0.4	12	7	345_2025_Ayt_Matematik_Soru_Bankası_p0119_q07.png	true	Aşağıda ABC ve ABD üçgenleri gösterilmiştir. $|AB| = |BC|$, $2|BD| = |CD| = |AB|$ olduğuna göre, $\s	Aşağıda ABC ve ABD üçgenleri gösterilmiştir.  $$|AB| \perp |BC|$$ $$2|BD| = 2|CD| = |AB|$$  olduğuna	
4f53b9f4-f392-5394-80b0-5c1bcbcec9a1	CAP-2022-2023-TYT-Matematik Soru Bankası	338	11	G2	0.697		3	CAP-2022-2023-TYT-Matematik_Soru_Bankası_p0338_q03.png	true	Kenar uzunlukları 20 cm ve 30 cm olan kartonun kenarlarından eşit uzunlukta boşluk bırakılarak ortas	1. Kenar uzunlukları 20 cm ve 30 cm olan kartonun kenarlarından eşit uzaklıkta boşluk bırakılarak or	
d552e4e7-f8d6-5e67-b821-363bf08f6c33	Bilgi Sarmalı-2025-Ayt-Matematik Video Ders Kitabı	320	BİRLİKTE ÇÖZELİM - 1	G3	0.628		1	Bilgi_Sarmalı-2025-Ayt-Matematik_Video_Ders_Kitabı_p0320_q01.png	true	Dik koordinat düzleminde $f$ fonksiyonunun türevi olan $f'$ fonksiyonunun grafiği görünümü $[a, d]$ 	Dik koordinat düzleminde f fonksiyonunun türevi olan f' fonksiyonunun grafiğinin görünümü [a, d] kap	
bed35fe8-50d8-5700-a788-b0af11fe8472	Orijinal-2025-Logaritma Diziler	37	6	G1	0.467	6	4	Orijinal-2025-Logaritma_Diziler_p0037_q04.png	true	$m, n$ ve $1$ den farklı gerçel sayılar olmak üzere, aşağıdaki dik koordinat düzleminde $f, g$ ve $h	m, n ve t, 1'den farklı gerçek sayılar olmak üzere, aşağıdaki dik koordinat düzleminde f, g ve h fon	
60a55a22-f3b5-563d-99e4-3f4110459d97	Bilgi Sarmalı-2025-Tyt Ayt-Geometri Soru Bankası	128	7	G1	0.444	7	1	Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0128_q01.png	true	ABC ve BDC üçgen, $[AE] \perp [BC]$, $[DF] \perp [BC]$, $|BC|=14$ birim, $|DF|=4$ birim. Şekildeki A	ABC ve BDC üçgen, [AE] ⊥ [BC], [DF] ⊥ [BC]. |BC| = 14 birim, |DF| = 4 birim  Şekildeki ABD üçgensel 	
e7df9187-cb32-5c2c-9eaf-55cc858005ac	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	221	10	G1	0.474	10	5	Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0221_q05.png	true	Aşağıdaki dik koordinat sisteminde verilen $f$ ve $g$ üstel fonksiyonlarının grafikleri $y$ eksenine	Aşağıdaki dik koordinat sisteminde verilen f ve g üstel fonksiyonlarının grafikleri y eksenine göre 	
0702b71a-30cf-5372-9b2e-97dbdc3ffc99	ACİL-2025-TYT-Soeu Bankası	407	7	G1	0.458	7	1	ACİL-2025-TYT-Soeu_Bankası_p0407_q01.png	true	Aşağıda, $y=f(x)$ fonksiyonunun grafiği verilmiştir. Buna göre, $\int_{1}^{2} x \cdot f'(x^2+1) dx$ 	Aşağıda, y = f(x) fonksiyonunun grafiği verilmiştir.  Buna göre, $$ \int_{-1}^{2} x \cdot f(x^2 + 1)	
2fe26a67-4c9f-5e23-b801-b4a00e3b3038	Aromat 2024 Ayt Fen Bilimleri Model Sorular	20	AROMAT MODEL	G3	0.696		3	Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular_p0020_q03.png	true	Sürtünmesi önemsiz ortamlarda özdeş yaylar ve özdeş cisimlerle şekildeki K, L, M sarkaçları kurulmuş	Sürtünmesiz önemsiz ortamlarda özdeş yaylar ve özdeş cisimlerle şekildeki K, L, M sarkaçları kurulmu	
66b54007-1094-5186-9ad7-85b6d98d77be	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	12	10	G1	0.462	10	2	2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0012_q02.png	true	ABC üçgen $|AB| = |AC|$ $m(\widehat{ACD}) = 115^ ext{o}$ $m(\widehat{BAC}) = x$ B, C, D noktaları do	ABC üçgen |AB| = |AC| m(ACD) = 115° m(BAC) = x  B, C, D noktaları doğrusal olduğuna göre, x kaç dere	
fb76c2d6-ae07-5348-a77e-a2bf70287b3c	345 Tyt Ayt Geometri Soru Bankası	115	7	G1	0.462	7	4	345_Tyt_Ayt_Geometri_Soru_Bankası_p0115_q04.png	true	AB $\perp$ AC, GE $\parallel$ AC, B, G ve D doğrusal $|GE| = 4$ cm, $|AB| = 9$ cm G, ABC üçgensel bö	AB \perp AC, GE // AC, B, G ve D doğrusal |GE| = 4 cm, |AB| = 9 cm G, ABC üçgenin ağırlık merkezi ol	
47cab05a-22b6-54b7-a7ca-0aaa0f93447d	Mikro Orijinal-2024-Ayt-Matematik Soru Bankası	346	8	G2	0.556		1	Mikro_Orijinal-2024-Ayt-Matematik_Soru_Bankası_p0346_q01.png	true	Dik koordinat düzleminde gerçel sayılar kümesi üzerinde tanımlı $f$ fonksiyonunun grafiği verilmişti	Dik koordinat düzleminde reel sayılar kümesi üzerinde tanımlı f doğrusal fonksiyonunun grafiği veril	
46f81e13-dd9d-51cd-872b-f31602e33d0e	Apotemi 2019 2020 Modern Fizik Konu Anlatımlı Soru	58	10	G1	0.432	10	4	Apotemi_2019_2020_Modern_Fizik_Konu_Anlatımlı_Soru_Bankası_p0058_q04.png	true	$O$ merkezli $R$ yarıçaplı düzgün çembersel hareket yapan $m$ kütleli cismin $K$ konumunda merkezcil	O merkezli r yarıçaplı düzgün çembersel hareket yapan m kütleli cismin K konumunda merkezi kuvveti ş	
d754fc1f-6269-5d71-b13b-7ef91d6ff085	345 2025 Tyt Matematik Soru Bankası	373	13.	G1	0.455	13	6	345_2025_Tyt_Matematik_Soru_Bankası_p0373_q06.png	true	$A$ ve $B$ kümeleri için $s(A) = 3$ ve $s(B) = 3$ olmak üzere, dik koordinat düzleminde $(A \cup B) 	A, B ve C kümeleri için s(A) = 3 ve s(B) = 3 olmak üzere, dik koordinat düzleminde (A U B) x C karte	
122097b6-96c0-5f4b-9dbd-247a42d95bb1	CAP-2023-2024-AYT-Matematik Soru Bankası	102	8.	G1	0.455	8	4	CAP-2023-2024-AYT-Matematik_Soru_Bankası_p0102_q04.png	true	ABC üçgen DAC dik üçgen $|AB|=|AC|$ $|BD|=4$ birim $|DC|=12$ birim Yukarıdaki verilere göre, $\cos(\	ABC üçgen DAC dik üçgen |AB| = |AC| |BD| = 4 birim |DC| = 12 birim  Yukarıdaki verilere göre, cos(AD	
cc44d25b-f10b-5ca1-924c-86e458a79cc6	Bilgi Sarmalı-Tyt Ayt-Geometri Soru Bankası	214	10	G1	0.48	10	3	Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0214_q03.png	true	ABCD ve KLCM birer dikdörtgen. $|DC| = 9 \text{ cm}$ ve $|BC| = 12 \text{ cm}$ Yukarıdaki verilere g	ABCD ve KLCM birer dikdörtgen, |DC| = 9 cm ve |BC| = 12 cm  Yukarıdaki verilere göre, A(KLCM) kaç cm	
ff462374-c00a-5f6e-9163-ed795734a913	Aromat Ayt 2023 2024 Fizik Soru Bankası	93	6	G1	0.462	6	3	Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0093_q03.png	true	Kütleleri $30 \text{ g}$ ve $70 \text{ g}$ olan iki mermi sürtünmesi önemsiz yatay zeminde hareketsi	Kütleleri 30 g ve 70 g olan iki mermi sürüntüsü önemsiz yatay zeminde hareketsiz duran küp şeklindek	
6d88abb0-9473-5ddc-85fd-1ef253f0f85d	Bilgi Sarmalı-Tyt Ayt-Geometri Soru Bankası	214	7	G1	0.448	7	4	Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0214_q04.png	true	ABCD dikdörtgen, $[EF] \perp [EC]$, $|ED| = 9 \text{ cm}$, $|DC| = 12 \text{ cm}$, $|EF| = 10 \text{	ABCD dikdörtgen, $|EF| \perp |EC|$, $|ED| = 9$ cm, $|DC| = 12$ cm, $|EF| = 10$ cm  Yukarıdaki verile	
59af8d74-53d8-5690-81e2-0bc11c4a9cb8	Aktif Ogrenme 2025 Tyt Fizik Soru Bankası	80	7	G1	0.484	7	2	Aktif_Ogrenme_2025_Tyt_Fizik_Soru_Bankası_p0080_q02.png	true	Bir cisim $d_1$ ve $d_2$ özkütleli sıvılarda şekildeki gibi asıldığında iplerdeki gerilme kuvvetleri	Bir cisim d1 ve d2 öz kütleli sıvılarda şekildeki gibi asılı durumda iplerdeki gerilme kuvvetleri T1	
aba7c7bc-0233-5efa-aaa9-5d435ad73021	Bilgi Sarmalı-2023-2024-Ayt-Matematik Soru Bankası	192	8	G1	0.464	8	1	Bilgi_Sarmalı-2023-2024-Ayt-Matematik_Soru_Bankası_p0192_q01.png	true	Aşağıda $f:\mathbb{R} \to \mathbb{R}$ tanımlanan $y=f(x)$ fonksiyonu ve $f^{-1}(x)$ fonksiyonunun gr	Aşağıda f(x) = 3^x + 1 fonksiyonunun ve f^-1(x) fonksiyonunun grafikleri verilmiştir.  Buna göre, ma	
3d400e33-5cfe-5588-ab71-c635547f33c6	Bilgi Sarmalı-2022-2023-Tyt Ayt-Geometri Soru Bank	222	NULL	G3	1.0		4	Bilgi_Sarmalı-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0222_q04.png	NULL	ABCD karesinin çevresi 16 cm'ir. |AE| = |EF| ve |BF| = |FC| dir.  Yukarıdaki verilere göre, |EC| = x	ABCD karesinin çevresi 16 cm'ir. |AE| = |EF| ve |BF| = |FC| dir.  Yukarıdaki verilere göre, |EC| = x	
bc4fdb94-019d-5464-920f-04cab6254a81	Aktif Ogrenme Ayt Kimya 2019 2020	74	Soru: 26a	G3	0.625		1	Aktif_Ogrenme_Ayt_Kimya_2019_2020_p0074_q01.png	true	Yukarıda sabit sıcaklıkta verilen $P - PV/RT$ grafiği-ne göre; I. $O_2$ gazı ideallikten en uzak gaz	Yukarıda sabit sıcaklıkta verilen P · V / R · T grafiğine göre;  I. O₂ gazı idealikten en uzak gazdı	
ff8cbe7b-1f02-5740-b66b-182933f6f349	2020-2021-Acil-Tyt Ayt Geometrinin ilacı Soru Bank	270	9	G1	0.484	9	6	2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0270_q06.png	true	$ABC$ üçgeninin $A$ noktası etrafında ok yönünde $60^\circ$ döndürülmesi ile $AB'C'$ üçgeni elde edi	|AB| = |AC| = 6 br m(BÂC) = 60°  ABC üçgeninin A noktası etrafında ok yönünde 60° döndürülmesi ile A	
99a2dcc7-e162-5148-8858-d111ac61a050	Bilgi Sarmalı-2022-2023-Tyt-Matematik Soru Bankası	240	8	G1	0.441	8	3	Bilgi_Sarmalı-2022-2023-Tyt-Matematik_Soru_Bankası_p0240_q03.png	true	Aşağıda $y = f(x)$ fonksiyonunun grafiği verilmiştir. $f(x) + g(x) = 4$ olduğuna göre, $g(-1) + g(3)	Aşağıda y = f(x) fonksiyonunun grafiği verilmiştir.  f(x) + g(x) = 4 olduğuna göre, g(-1) + g(3) top	
28d17433-fc35-5f7d-a8f2-0c927026d55d	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	109	10	G1	0.4	10	2	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0109_q02.png	true	Yukarıdaki şekilde $m(\widehat{EAB})=m(\widehat{BAD})$, $m(\widehat{ECB})=45^{\circ}$ ve $m(\widehat	Yukarıdaki şekilde $m(\widehat{EAB}) = m(\widehat{BAD})$, $m(\widehat{ECB}) = 45^\circ$ ve $m(\wideh	
0a9b2faa-8524-5e5f-a539-b13932464687	Aromat 2024 Ayt Fen Bilimleri Model Sorular	30	KILAVUZ SORU	G3	0.68		2	Aromat_2024_Ayt_Fen_Bilimleri_Model_Sorular_p0030_q02.png	true	Bir tepkime reaktif taneciklerinin $T_1$ ve $T_2$ sıcaklıklarındaki kinetik enerji dağılımını göster	Bir tepkimede reaktif taneciklerinin T1 ve T2 sıcaklıklarında kinetik enerji dağılımını gösteren gra	
a6ebd2b7-c76b-53f3-92b4-79b22200b478	2023-2024-ACİL-TYT Matematik Soru Bankası	358	6	G1	0.458	6	2	2023-2024-ACİL-TYT_Matematik_Soru_Bankası_p0358_q02.png	true	Yukarıda $y=g(x)$ fonksiyonu ve $y=(gof)(x)$ fonksiyonunun grafikleri verilmiştir. Buna göre, $(gof)	Yukarıda (g o f) fonksiyonunu ve g doğrusal fonksiyonunun grafikleri verilmiştir. Buna göre, (g o f)	
7e6507ff-6555-5223-97da-575094718ab1	ACİL-TYT-AYT-Geometri Soru Bankası	129	8	G1	0.429	8	4	ACİL-TYT-AYT-Geometri_Soru_Bankası_p0129_q04.png	true	[OH] $\perp$ [AC], $|OH|=2$ cm, $|OB|=2\sqrt{17}$ cm O noktası ABC üçgeninin çevrel çemberinin merke	|OH| ⊥ |AC|, |OH| = 2 cm, |OB| = 2√7 cm O noktası ABC üçgeninin çevrel çemberinin merkezidir. Buna g	
fe6e7c03-29cc-5007-8512-a73aee519833	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	59	7	G1	0.487	7	1	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0059_q01.png	true	Yukarıdaki ABC üçgeninde, $[AB] \perp [AC]$, $[AH] \perp [BC]$ ve $|AH|=4$ br olarak veriliyor. $[BC	Yukarıdaki ABC üçgeninde, |AB| ⊥ |AC|, |AH| ⊥ |BC| ve |AH| = 4 br olarak veriliyor. |BC| tam sayı ve	
25c3eba9-32f9-59aa-a338-c0dd31deea76	Bilgi Sarmalı-2022-2023-Tyt-Matematik Soru Bankası	38	10	G1	0.44	10	5	Bilgi_Sarmalı-2022-2023-Tyt-Matematik_Soru_Bankası_p0038_q05.png	true	Dik koordinat düzleminde $f+g$ ve $f-g$ fonksiyonlarının grafikleri şekilde verilmiştir. $(f-g)(a)=8	Dik koordinat düzleminde f + g ve f - g fonksiyonlarının grafikleri şekilde verilmiştir.  (f · g)(a)	
5c369a7a-4ab0-54aa-9873-b54e237633ad	ACİL-TYT-AYT-Geometri Soru Bankası	164	8	G1	0.424	8	1	ACİL-TYT-AYT-Geometri_Soru_Bankası_p0164_q01.png	true	Yandan görünüşü ikizkenar yamuk biçimindeki kapta kırmızı doğru parçası biçiminde resmedilmiş doğrus	Yandan görünüştü izikaren yarım biçimindeki kapta kırmızı doğru parçası biçiminde resmedilmiş doğrus	
74f77371-88ec-5b0b-8103-79108659ad0f	Full Matematik-2019-2020-Geometri Soru Bankası	69	7.	G1	0.455	7	1	Full_Matematik-2019-2020-Geometri_Soru_Bankası_p0069_q01.png	true	ABC ikizkenar üçgen, $[BD] \perp [AC]$, $[CE] \perp [AB]$, $|AB| = |AC|$, $|DF| = 2$ cm, $|BC| = 5$ 	ABC ikizkenar üçgen, $[BD] \perp [AC], [CE] \perp [AB]$\n$|AB| = |AC|, |DF| = 2$ cm, $|EC| = 5$ cm\n	
2999b90f-9543-55ba-8fe2-625282492646	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	9	9	G1	0.462	9	5	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0009_q05.png	true	A, O ve E doğrusal olmak üzere, $m(\widehat{BOD}) = m(\widehat{BOE})$, $m(\widehat{AOC}) = m(\wideha	A, O ve E doğrusal olmak üzere, m(BOD) = m(DOE), m(AOC) = m(COD) m(BOC) = 15° olduğuna göre, m(COE) 	
7087530e-b086-5887-9110-b1e297eb7529	CAP-2023-2024-AYT-Matematik Soru Bankası	74	8	G1	0.48	8	4	CAP-2023-2024-AYT-Matematik_Soru_Bankası_p0074_q04.png	true	$y=f(x)$ parabol fonksiyonunun grafiği aşağıda verilmiştir. Buna göre, $\frac{f^2(x)}{x^2-9} \le 0$ 	y = f(x) parabol fonksiyonunun grafiği aşağıda verilmiştir.  Buna göre, $$ \frac{f^2(x)}{x^2 - 9} \l	
7243caaa-7949-5cd0-926e-61d77f3a810a	345 2025 Ayt Matematik Soru Bankası	263	7	G1	0.452	7	2	345_2025_Ayt_Matematik_Soru_Bankası_p0263_q02.png	true	Aşağıdaki 1. grafikte $y=f(x)$ eğrisi, $d_1$ doğrusuna $x=-2$, 2. grafikte $y=g(x)$ eğrisi, $d_2$ do	Aşağıdaki 1. grafikte y = f(x) eğrisi, d₁ doğrusuna x = -2, 2. grafikte y = g(x) eğrisi, d₂ doğrusun	
17fb1057-ec74-5a42-a9fd-981315d40bff	Aromat -2023-2024-Matematik Soru Bankası	67	5	G1	0.446	5	2	Aromat_-2023-2024-Matematik_Soru_Bankası_p0067_q02.png	true	Umay, yan yana dizdiği 10 tane madeni 1 TL'nin arasına iki tane ayraç yerleştirerek rakamları sıfırd	Umay, yan yana dizildiği 10 tane madeni 1 TL'lik arasına iki tane ayraç yerleştirerek rakamları sıfı	
54f33992-c33f-5107-b99a-2e3ed5f4bc2a	345 2024 Ayt Biyoloji Soru Bankası	300	10	G1	0.432	10	4	345_2024_Ayt_Biyoloji_Soru_Bankası_p0300_q04.png	true	Aşağıda ökaryot hücrelerde gerçekleşen glikoliz ve ara evre tepkimeleri gösterilmiştir. Buna göre, g	Aşağıda ökaryot hücrelerde gerçekleşen glikoliz ve ara evre tepkimeleri gösterilmiştir.  Glikoliz: [	
d47bc108-4ca5-54a9-9c68-2de3f4a9fc68	C1CELL-2024-TYT-AYT-Geometri Soru Bankası	93	7.	G1	0.464	7	1	C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0093_q01.png	true	ABC eşkenar üçgen, B, C, D doğrusal, $|AE|=|EB|$ ve $m(\widehat{EDB})=15^{\circ}$ olarak veriliyor. 	ABC eşkenar üçgen, B, C, D doğrusal, |AE| = |EB| ve m(EDB) = 15° olarak veriliyor. |CD| = 4√3 br old	
00b124f9-72bd-57ad-84c8-e8ba928197b0	Bilgi Sarmalı-Tyt Ayt-Geometri Soru Bankası	278	7.	G1	0.414	7	2	Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0278_q02.png	true	A merkezli çeyrek çember içerisine ADEF dikdörtgeni çizili- yor. $|CF|=4$ cm, $|FD|=10$ cm Yukarıdak	A merkezi çeyrek çember içersine ADEF dikdörtgeni çiziliyor. |CF| = 4 cm, |FD| = 10 cm Yukarıdaki ve	
44ed0383-e018-5c42-bec8-f3bbf766a7d7	Aromat 2024 Ayt Fen Bilimleri	51	KILAVUZ SORU	G3	0.647		1	Aromat_2024_Ayt_Fen_Bilimleri_p0051_q01.png	true	Aşağıdaki uygulamalardan hangisi uygun çözeltideki sağlıklı insan kalbinin ritminin azalmasını sağla	Uygun bir çözeltiye bırakılmış insan kalbi görselde verilmiştir.  Aşağıdaki uygulamalardan hangisi u	
709881ef-6cc1-58a2-ae1c-3ff77b60c850	C1CELL-TYT-Matematik 12 Deneme Sınavı	47	NULL	G3	0.692		2	C1CELL-TYT-Matematik_12_Deneme_Sınavı_p0047_q02.png	NULL	ABC üçgeni, [AF] ve [DE] ile aşağıdaki gibi dört parçaya bölünmüştür. $5 \cdot |AD| = 3 \cdot |AC|$ 	ABC üçgeni, [AF] ve [DE] ile aşağıdaki gibi dört parçaya bölünmüştür.  5 · |AD| = 3 · |AC| ve 2 · |A	
