id	book	page	db_q_no	ocr_soru_no	crop_q_no	tier	similarity	crop_file	db_text_preview	ocr_text_preview	verdict
c7bb3306-47f6-56f5-b36a-d09359066676	C1CELL-2024-TYT-Matematik Soru Bankası	357	9	9	5	D1	1.0	C1CELL-2024-TYT-Matematik_Soru_Bankası_p0357_q05.png	Yukarıda verilen birim kareli zemin, her satırda mavi, yeşil ve kırmızı renk boyalı birer kare bulun	Yukarıda verilen birim kareli zemin, her satırda mavi, yeşil ve kırmızı renk boyalı birer kare bulun	
7983d562-2ac9-56b7-b8c2-2cf9ebf66811	ACİL-TYT-AYT-Geometri Soru Bankası	32	7	7	4	D1	0.818	ACİL-TYT-AYT-Geometri_Soru_Bankası_p0032_q04.png	Aşağıda verilen menü kitapçığının üst kapağı yukarıya doğru $38^\circ$ kaldırıldığında kapağın L ucu	Aşağıda verilen menü kitabının üst kapağı yukarıya doğru 38° kaldırıldığında kapağın L ucu A noktası	
1cdefae2-91f7-5f02-a331-ecdba281516d	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	131	8	6	4	D2	0.92	Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0131_q04.png	Aşağıda bir yazıcının eşit şekilde ölçeklendirilmiş mürekkep tankına ait iki farklı görsel verilmişt	Aşağıda bir yazıcının eşit şekilde ölçeklendirilmiş mürekkep tankına ait iki farklı görsel verilmişt	
9a5d578b-0d1a-52e9-9d50-520a76795e40	Esen 2024 Motivasyon Fizik 2	290	6	6	3	D1	0.87	Esen_2024_Motivasyon_Fizik_2_p0290_q03.png	Aşağıda bir görüntü teknolojisinin piksellerini oluşturan en küçük birimi verilmiştir. Bu görsel ile	Aşağıda bir görüntü teknolojisinin piksellerini oluşturan ve küçük birimi verilmiştir.  Bu görsel il	
b36d1753-9d71-59b8-bf36-92ec045fd4e5	Egsersiz Tyt Fizik Soru Bankası 2021	300	7	7	3	D1	0.736	Egsersiz_Tyt_Fizik_Soru_Bankası_2021_p0300_q03.png	I noktasal ışık kaynağı metal bir kürenin merkezine şekildeki gibi yerleştirildiğinde kürenin iç yüz	1. noktadaki ışık kaynağı metal bir kürenin merkezine şekildeki gibi yerleştirildiğinde kürenin iç y	
c3f7663e-adc0-5e01-bce8-80856d545b9c	Aromat Ayt 2023 2024 Fizik Soru Bankası	173	7	7	3	D1	0.884	Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0173_q03.png	Sayfa düzlemine dik düzgün $\vec{B}$ manyetik alanına elektrik yüklü oldukları bilinen fakat yük işa	Sayfa düzlemine dik düzgün B manyetik alanına elektrik yüklü oldukları bilinen fakat yük işaretleri 	
c77ed117-83bf-54bc-9e13-5bb17c6928f4	Cap Tyt Fizik Soru Bankası 2023 2024	274	7	7	3	D1	0.93	Cap_Tyt_Fizik_Soru_Bankası_2023_2024_p0274_q03.png	Kübra ve Göksu kırmızı ışık yayan aynı lazer kaynağı ile kalın kenarlı merceklerin asal eksenine par	Kübra ve Göksu kırmızı ışık yayan aynı lazer kaynağı ile kalın kenarlı merceklerin asal eksenine par	
fa343e52-b681-52f8-9381-b31ff7d9781d	345 2025 Ayt Fizik Soru Bankası	319	8		3	D2	0.892	345_2025_Ayt_Fizik_Soru_Bankası_p0319_q03.png	Derinliği her yerinde aynı olan durgun bir göl yüzeyine özdeş taşlar iki farklı noktaya düşey doğrul	Derinliği her yerinde aynı olan durgun bir göl yüzeyine özdeş taşlar iki farklı noktaya düşey doğrul	
f70103d7-263d-58ca-87d8-968c9aa87afb	Full Matematik-2022-2023-Tyt Ayt-Geometri Soru Ban	101	9	9	2	D1	0.853	Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0101_q02.png	Aşağıda Şekil 1'de bir yüzüğün yandan görünümü, Şekil 2'de ise üstten görünümü verilmiştir. Üst kısm	Aşağıda şekil 1 de bir yüzüğün yandan görünümü, şekil 2 de ise üstten görünümü verilmiştir.  Üst kıs	
255693ac-8db4-536a-8a5f-a1d5b862321f	2020-2021-ACİL-TYT Matematik Soru Bankası	236	7	7	2	D1	0.83	2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0236_q02.png	Talip, evinde iki tip lamba kullanmaktadır. Klasik lamba 20 watt, tasarruflu lamba 9 watt elektrik h	Talip, evinde iki tip lamba kullanmaktadır. Klasik lamba 20 watt, tasarruflu lamba 9 watt elektrik h	
e0f301c7-0f9a-509a-b01c-d3429bdf6859	Neofizik Ayt Fizik Soru Bankası 2025	102	5	5	1	D1	0.704	Neofizik_Ayt_Fizik_Soru_Bankası_2025_p0102_q01.png	Düşey düzlemdeki sistemde $2P$ ağırlığındaki eşit bölmeli ve türdeş çubuk $P$ ağırlığındaki çocuk il	Düzey düzlemede sistemde 2P ağırlığındaki eşit bölmeli ve türdeş çubuk O noktasındaki 3P ağırlığında	
250f3750-5946-5263-8868-33e8c54e7160	Esen Tyt FizikSoru Bankası	52	6	6	3	D1	0.873	Esen_Tyt_FizikSoru_Bankası_p0052_q03.png	Düz bir yolda birbirine paralel olarak $v_X$, $v_Y$, $v_Z$ büyüklüğündeki hızlarla hareket eden $\el	Düz bir yolda birbirine paralel olarak $v_x$, $v_y$, $v_z$ büyüklüğündeki hızlarla hareket eden X, Y	
a817e2ff-e194-5f22-b31a-9fbadd90aa1a	345 2025 Tyt Fizik Soru Bankası	105	9	7	3	D2	0.879	345_2025_Tyt_Fizik_Soru_Bankası_p0105_q03.png	Hava direncinin önemsenmediği bir ortamda, K noktasından serbest bırakılan bir oyuncak araba, şekild	Hava direncinin önemsenmediği bir ortamda, K noktasından serbest bırakılan bir oyuncak araba, şekild	
ec297140-a7e1-5746-b2b5-5677b3aafb87	Bilgi Sarmalı Tyt 2024 Fizik Soru Bankası	322	10	10	1	D1	0.781	Bilgi_Sarmalı_Tyt_2024_Fizik_Soru_Bankası_p0322_q01.png	Fizay Görsel Bilim Merkezi'ne giden Asaf ve Levent'in aralarında 20 m mesafe varken, Asaf X çukur ya	Feza Gürsey Bilim Merkezi'ne giden Asaf ve Levent'in aralarında 20 m mesafe varken, Asaf X çukur yan	
28e9d368-4091-5a02-a3a2-abd8779e8b8b	Pes PRofesyonel Anlam ve Problem Soruları 2020 202	72	9	9	1	D1	0.738	Pes_PRofesyonel_Anlam_ve_Problem_Soruları_2020_2021_p0072_q01.png	Üst üste konulmuş özdeş kutulardan oluşan 1. ve 2. bloktaki kutular yukarıdan aşağıya sırasıyla $6$ 	Üst üste konulmuş özdeş kutulardan oluşan 1. ve 2. bloktaki kutular yukarıdan aşağıya sırasıyla 6'nı	
23ea7b78-a41b-5b4d-8fd1-a388df56c30a	2023-2024 ACİL- AYT Matematik Soru Bankası	62	7	7	4	D1	0.704	2023-2024_ACİL-_AYT_Matematik_Soru_Bankası_p0062_q04.png	Aşağıdaki dik koordinat düzleminde bir parabol ve iki köşesi bu parabol üzerinde olan dik yamuk göst	Aşağıdaki dik koordinat düzleminde bir parabol ve iki köşesi bu parabol üzerinde olan dik yamuğu gös	
60f8dee4-6abd-5073-a8d0-95da9ea40c24	345 2025 Tyt Fizik Soru Bankası	261	5	5	1	D1	0.846	345_2025_Tyt_Fizik_Soru_Bankası_p0261_q01.png	Bir öğrenci, özkütleleri farklı K, L ve M cisimlerini suya A düzeyinden bırakıldığında, cisimlerin ş	Bir öğrenci, özkütleleri farklı K, L ve M cisimlerini suya A düzeyinden bıraktığında, cisimlerin şek	
07e018c8-a825-5d5e-970d-2ad1126b6384	Neofizik Tyt Soru Bankası	102	7	7	1	D1	0.712	Neofizik_Tyt_Soru_Bankası_p0102_q01.png	Gezgin ailesi İstanbul'dan doğrusal olmayan bir karayolu ile $180 \text{ km}$ uzaklıktaki Sakarya'nı	Gezgin ailesi İstanbul'dan doğrusal olmayan bir karayolu ile 180 km uzaklıktaki Sakarya'nın Karasu i	
83a59960-2bb0-588c-a89c-4a08009fc4f7	Aromat-2023-Ayt-Matematik Soru Bankası	291	5	5	2	D1	0.714	Aromat-2023-Ayt-Matematik_Soru_Bankası_p0291_q02.png	Gerçel sayılarda sürekli bir $f$ fonksiyonunun türevinin dik koordinat düzlemindeki grafiği şekilde 	Gerçel sayılarda sürekli bir f fonksiyonunun türevinin dik koordinat düzlemindeki grafiği şekilde gö	
37eccc66-0332-557d-b2c3-1c98c85759bc	ACİL-2025-Matematiğin İlacı Sayılar-2	76	5	5	1	D1	0.932	ACİL-2025-Matematiğin_İlacı_Sayılar-2_p0076_q01.png	Aşağıda görseli verilen demir çubuk, çubuğun kenarlarına paralel I ve II nolu çizgilerin herhangi bi	Aşağıda görseli verilen demir çubuk, çubuğun kenarlarına paralel I ve II nolu çizgilerin herhangi bi	
736f43f8-450f-551f-80e5-82e43c5728d0	Bilgi Sarmalı-2023-2024-Problemler Soru Bankası	94	11	11	3	D1	0.714	Bilgi_Sarmalı-2023-2024-Problemler_Soru_Bankası_p0094_q03.png	Bir otomobilin yokuş yukarı yolda, düz yolda ve yokuş aşağı yoldaki hızları sırasıyla saatte 60 km, 	Bir otomobilin yokuş yukarı yolda, düz yolda ve yokuş aşağı yoldeki hızları sırasıyla 60 km, 100 km 	
29d2a4b6-980c-5dd8-b1ef-3621f1a8941e	Esen Aps Fizik Soru Bankası 3	180	8	8	2	D1	0.804	Esen_Aps_Fizik_Soru_Bankası_3_p0180_q02.png	Karanlık bir ortamda aralarında $45^\circ$ derece açı olan iki perdenin önüne I ışık kaynağı şekilde	Karanlık bir ortamda aralarında 45° derece açı açılı iki perdenin önüne I ışık kaynağı şekildeki gib	
197ac3a7-4c20-5a21-b21e-e3e298b918c4	Bilgi Sarmal Ayt Tarih Soru Bankasi 2020 2021	54	12	12	6	D1	0.857	Bilgi_Sarmal_Ayt_Tarih_Soru_Bankasi_2020_2021_p0054_q06.png	Daha çok Türk askerlerin yerleştirildiği "avasım" eyaletleri haritada numaralarla gösterilen bölgele	Daha çok Türk askerlerin yerleştirildiği 'avâsım' eyaletleri haritada numaralarla gösterilen bölgele	
5387e131-7a0f-5106-b808-4812e8197747	Aromat Ayt 2023 2024 Fizik Soru Bankası	233	6	6	3	D1	0.737	Aromat_Ayt_2023_2024_Fizik_Soru_Bankası_p0233_q03.png	P ve R yaylarının uçlarına takılı $2m$ ve $m$ kütleli cisimler denge konumundan bir miktar çekilip b	P ve R yaylarının uçlarına takılı 2m ve m kütleli cisimler denge konumlarından bir miktar çekilip bı	
1b2809d3-18ef-53d7-ac72-da9c6fe32e5f	ACİL-2025-TYT-Soru Bankası	167	6	6	2	D1	0.755	ACİL-2025-TYT-Soru_Bankası_p0167_q02.png	Aşağıdaki siyah renkli kare, mavi çizgi ile üç eşit parçaya bölündükten sonra pembe çizgi ile $6$ eş	Aşağıdaki siyah renkli kare, mavi çizgi ile üç eşit parçaya bölündükten sonra pembe çizgi ile 6 eşit	
f5dae070-dded-5b0a-a1d2-a5dab2a87666	Aromat Tyt 2023 2024 Fizik Soru Bankası	133	6	6	3	D1	0.7	Aromat_Tyt_2023_2024_Fizik_Soru_Bankası_p0133_q03.png	Fatih, zıt yüklü iki adet bilyeden birisini, yere sabitlenmiş yalıtkan A ve B kutularından A kutusun	Fatih, zıt yüklü iki adet bilyeyi birbirine, yere sürtünmesiz yatay A ve B kutularının bir kutusuna 	
22739a83-7029-5b91-95f6-01475d4acaa1	Aromat -2023-2024-Matematik Soru Bankası	311	7	7	2	D1	0.95	Aromat_-2023-2024-Matematik_Soru_Bankası_p0311_q02.png	Elemanları doğal sayılar olan E evrensel kümesinin iki alt kümesi A ve B kümeleridir. Bu kümelerin b	Elemanları doğal sayılar olan E evrensel kümesinin iki alt kümesi A ve B kümeleridir.  Bu kümelerin 	
70a02877-69a3-5e51-ad19-2ad4ae043b7b	345 Tyt Ayt Geometri Soru Bankası	431	5	8	3	D2	0.714	345_Tyt_Ayt_Geometri_Soru_Bankası_p0431_q03.png	Özdeş 9 tane ikizkenar yamuktan 8 tanesi Şekil 1'deki gibi bir düzgün sekizgenin içine, 1 tanesi Şek	Özdeş 9 tane ikizkenar yamuktan 8 tanesi Şekil 1'deki gibi bir düzgün sekizgenin içine, 1 tanesi Şek	
8155ee3c-b24d-5bf1-9350-3cc5a6881f88	Esen Tyt Kimya Soru Bankası	90	6	6	2	D1	0.909	Esen_Tyt_Kimya_Soru_Bankası_p0090_q02.png	1 atmosfer basınç altındaki bir miktar buzun sabit ısıtıcı ile ısıtılmasına ait sıcaklık-zaman grafi	1 atmosfer basıncı altındaki bir miktar buzun sabit ısıtıcı ile ısıtılmasına ait sıcaklık-zaman graf	
e88f6d4e-7bf3-58b9-92fb-2a3d4e2d2a42	Orijinal-Tyt Ayt Geometri Soru Bankası	192	5	5	1	D1	0.714	Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0192_q01.png	Üç kardeş, babalarından miras kalan paralelkenar biçimindeki arsayı eşit şekilde paylaşmak istemekte	Üç kardeş, babalarından miras kalan paralelkenar biçimindeki arsayı eşit şekilde paylaşmak istemekte	
95f92edc-bec4-52d4-a10d-b7c5303f103d	Full Matematik-2019-2020-Geometri Soru Bankası	193	9	9	2	D1	0.826	Full_Matematik-2019-2020-Geometri_Soru_Bankası_p0193_q02.png	Şekildeki açıölçerde $150^\circ$ nin gösterildiği noktadan indirilen dikmenin uzunluğu 6 cm dir. Bun	Şekildeki açıölçerde 150° nin gösterildiği noktadan indirilen dikmenin uzunluğu 6 cm dir.  Buna göre	
930ef5df-049f-5dea-8767-c9bee3ce6854	Esen Yks Motivasyon Kimya Soru Bankası	95	10	10	3	D1	1.0	Esen_Yks_Motivasyon_Kimya_Soru_Bankası_p0095_q03.png	Şekilde verilen kapta eklenen $C_2H_5OH$ sıvısının suda çözünmesi ile ilgili, I. Kimyasal bir olay g	Şekilde verilen kapta eklenen $C_2H_5OH$ sıvısının suda çözünmesi ile ilgili,  I. Kimyasal bir olay 	
13ec82da-82b1-5474-8415-feb50b49880e	Esen Ayt Fizik Soru Bankası	20	8	8	4	D1	0.917	Esen_Ayt_Fizik_Soru_Bankası_p0020_q04.png	Düzgün ve sabit hızla akan nehrin K noktasından suya göre $\vec{v}_x$ hızıyla yüzmeye başlayan X yüz	8. Düzgün ve sabit hızla akan nehrin K noktasından suya göre $\vec{v}_x$ hızıyla yüzmeye başlayan X 	
cc165d62-2973-5a2c-968e-1a86b335b74c	2020-2021-ACİL-TYT Matematik Soru Bankası	342	7	7	2	D1	0.8	2020-2021-ACİL-TYT_Matematik_Soru_Bankası_p0342_q02.png	Aşağıda pigmentlerle resim yapan ressamların farklı renkler elde etmek için kullandıkları "Renk Uzay	Aşağıda boya pigmentleriyle resim yapan ressamların farklı renk elde etmek için kullandıkları "Renk 	
c3fd14bd-6097-5b73-80d5-e6ec223de974	Egsersiz Tyt Fizik Soru Bankası 2021	72	6	6	1	D1	0.955	Egsersiz_Tyt_Fizik_Soru_Bankası_2021_p0072_q01.png	Domino taşları Şekil - 1'de yatay düzlemde hareketsiz durmaktayken Şekil - 2'deki gibi her bir taş b	Domino taşları Şekil - 1'de yatay düzlemde hareketsiz durmaktayken Şekil - 2'deki gibi her bir taş b	
5320a6ab-2ebd-5887-a10e-60f573440e6a	Esen Aps Fizik Soru Bankası 3	138	5	5	1	D1	0.8	Esen_Aps_Fizik_Soru_Bankası_3_p0138_q01.png	Aynı ortamda açık hava basıncı, öz kütleleri farklı X, Y, Z sıvıları kullanıldığı barometreler ile ö	Aynı ortamda açık hava basıncı, özkütleleri farklı X, Y, Z sıvılarının kullanıldığı barometreler ile	
