id	v1_sim	v2_sim	delta	v2_class	correct_answer	qtext_preview	ocr_preview	image_url
2539a83a-0669-5089-bc9d-8c1b680171a5	0.353	0.526	+0.173	v2_substantive	D	D noktası ABC üçgeninin dış teğet çemberinin merkezi, $|DE|=2|EB|$ ve $|AB|=9$ br olduğuna göre, $|AE|$ kaç br'dir?	D noktası ABC üçgeninin dış teğet çember merkezi |DE| = 2|EB| |AB| = 9 br  Buna göre, |AE| kaç br'dir?	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0111_q01.png
26cab989-f933-50be-b3e4-57a14e56f712	0.300	0.526	+0.226	v2_substantive	E	ABC ikizkenar üçgen, $[DE]$ ve $[FG]$ açıortay, $|AB|=|AC|$, $m(\widehat{ABC})=70^\circ$ olduğuna göre, $m(\widehat{DFG}	ABC ikizkenar üçgen [DE] ve [FG] açıortay |AB| = |AC| m(ÂBC) = 70°  olduğuna göre, m(D̂FG) - m(ÂDE) kaç derecedir?	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0031_q01.png
3da9e42c-9e77-5f8f-83b1-60ea074f85be	0.263	0.526	+0.263	v2_substantive	B	ABC dik üçgen, $[AB]\perp[AC]$, $|AB|=|AD|$, $|BD|=4$ birim, $|DC|=6$ birim. Buna göre, $|AC|=x$ kaç birimdir?	ABC dik üçgen, [AB] ⊥ [AC], |AB| = |AD|, |BD| = 4 birim, |DC| = 6 birim  Buna göre, |AC| = x kaç birimdir?	/static/crops/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0058_q04.png
6e6924b7-0f6d-57ad-96a7-ae43b46436c5	0.350	0.526	+0.176	v2_substantive	D	ABCD paralelkenar, D, F ve G doğrusal, $[DF] \perp [FG]$, $[EF] \parallel [DC]$, $|AG|=4|GB|$, $|EF|=16$ cm olduğuna gör	ABCD paralelkenar D, F ve G doğrusal |DF| = |FG| [EF] // [DC] |AG| = 4|GB| |EF| = 16 cm  olduğuna göre, |DC| kaç cm'dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0323_q02.png
72849527-4a45-5ccd-a24d-d16da669b444	0.471	0.526	+0.055	v2_substantive	D	ABCD dikdörtgen, $m(\widehat{AEB})=m(\widehat{BEC})$, $|AF|=4$ cm, $|BC|=6$ cm. Yukarıdaki verilere göre, FAB üçgeninin 	ABCD dikdörtgen, m(AEB) = m(BEC)  |AF| = 4 cm, |BC| = 6 cm  Yukarıdaki verilere göre, FAB üçgeninin alanı kaç cm² dir?	/static/crops/2020-2021-Apotemi-Tyt_Ayt-Geometri_Maestro_Soru_Bankası/2020-2021-Apotemi-Tyt_Ayt-Geometri_Maestro_Soru_Bankası_p0173_q04.png
7ab24a6e-9d77-5229-ba62-0d2374b75244	0.316	0.526	+0.210	v2_substantive	B	ABC üçgen, $[BD]$ açıortay, $[AB] \perp [AC]$, $|DE|=|DC|$, $|EC|=10$ cm, $|BE|=4$ cm olduğuna göre, $|AB|=x$ kaç santim	ABC üçgen [BD] açıortay [AB] ⊥ [AC] |DE| = |DC| |EC| = 10 cm |BE| = 4 cm olduğuna göre, |AB| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0135_q05.png
7ff7df7f-64df-5f3e-8d63-64e13c1e4e4d	0.263	0.526	+0.263	v2_substantive	D	ABC dik üçgen, $[AB]\perp[AC]$, $|AB|=|AD|$, $|BD|=4$ birim, $|DC|=6$ birim. Buna göre, $|AC|=x$ kaç birimdir?	ABC dik üçgen, [AB] ⊥ [AC], |AB| = |AD|,  |BD| = 4 birim, |DC| = 6 birim  Buna göre, |AC| = x kaç birimdir?	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0064_q03.png
98c360ea-575e-53bd-9436-e109ca2c11d1	0.421	0.526	+0.105	v2_substantive	D	ABCD paralelkenar, $[DE] \perp [BC]$, $[FF] \perp [DC]$, $|BE|=|EC|$, $|FE|=3$ cm, $|FC|=1$ cm olduğuna göre, Alan(ABCD)	ABCD paralelkenar [DE] ⊥ [BC] [EF] ⊥ [DC] |BE| = |EC| |FE| = 3 cm |FC| = 1 cm olduğuna göre, Alan(ABCD) kaç santimetreka	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0225_q07.png
a2d502bf-2201-5b86-825d-f1d2cf784278	0.217	0.526	+0.309	v2_substantive	D	ABCD ikizkenar yamuk, $AE \perp BC$, $AE$ açıortay, $|DA|=|ICBI|$, $|AF|=|FB|$, $|ICE|=2$ birim, $|DA|=8$ birim. Buna gö	ABCD ikizkenar yamuk AE ⊥ BC AE açıortay |DA| = |CB| |AF| = |FB| |CE| = 2 birim |DA| = 8 birim  Buna göre, |EF| kaç biri	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0164_q04.png
bea4364e-6e6c-5a9d-87b9-27a1760f28d1	0.421	0.526	+0.105	v2_substantive	E	ABCD eşkenar dörtgen, $[DH] \perp [AB]$, $|DH|=8$ cm, $|DHI|=8$ cm, $|EC|=7$ cm. Yukarıda verilenlere göre, Alan$(DEC)$ 	ABCD eşkenar dörtgen [DH] ⊥ [AB] |DH| = 8 cm |EC| = 7 cm  Yukarıda verilenlere göre, Alan(DEC) kaç cm² dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0198_q01.png
d8fc72e1-3fa3-509d-aba9-9ded745a8d37	0.400	0.526	+0.126	v2_substantive	A	ABCD dörtgen, $[AB] \parallel [AD]$, $m(\widehat{BCD})=120^{\circ}$, $|AB|=6$ cm, $|AD|=12$ cm, $|BC|=|DC|$. Yukarıdaki 	ABCD dörtgen, [AB] ⊥ [AD], m(BCD) = 120°, |AB| = 6 cm, |AD| = 12 cm, |BC| = |DC|  Yukarıdaki verilere göre, |BC| kaç cm 	/static/crops/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0164_q05.png
ef3c4baf-7664-5906-b605-3226bf281e7c	0.450	0.526	+0.076	v2_substantive	C	Şekilde $[DH] \perp [BC]$, $[BA] \perp [AC]$. $|DA|=|AH|$, $|BH|=2$ cm ve $|HC|=4$ cm dir. Yukarıdaki verilere göre, $|D	7. Şekilde [DH] ⊥ [BC], [BA] ⊥ [AC] |DA| = |AH|, |BH| = 2 cm ve |HC| = 4 cm dir.  Yukarıdaki verilere göre, |DC| = x kaç	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0033_q03.png
ef4822ef-6451-5dd7-8baf-d779bb4812e7	0.273	0.526	+0.253	v2_substantive	C	ABCD paralelkenar, [BF] açıortay, $[EF]\perp[FB]$, $|DE|=5$ cm, $|AE|=2$ cm'dir. Yukarıdaki verilere göre, $|AB|$ kaç $\	ABCD paralelkenar, [BF] açıortay  [EF] ⊥ [FB], |DE| = 5 cm, |AE| = 2 cm'dir.  Yukarıda verilenlere göre, |AB| kaç cm'dir	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0186_q03.png
fd54ffb2-4102-5d97-bff0-0c60b23a55e1	0.389	0.526	+0.137	v2_substantive	A	ABC üçgen, $[AB] \perp [AC]$, $[ED] \parallel [BC]$, $|BD|=|DC|$, $|AE|=3$ cm, $|AC|=4$ cm olduğuna göre, $|EB|=x$ kaç s	ABC üçgen [AB] ⊥ [AC] [ED] ⊥ [BC] |BD| = |DC| |AE| = 3 cm |AC| = 4 cm olduğuna göre, |EB| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0097_q01.png
06663267-8b2a-5238-b46a-08d1bd7528f0	0.500	0.529	+0.029	v2_substantive	C	ABCD kare, $[AE]$ açıortay, $[AE]\perp[EF]$, $|DF|=2$ cm, $|FC|=6$ cm Yukarıdaki verilere göre, $|AE|=x$ kaç cm'dir?	ABCD kare, [AE] açıortay, [AE]⊥[EF], |DF| = 2 cm, |FC| = 6 cm  Yukarıdaki verilere göre, |AE| = x kaç cm'dir?	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0226_q03.png
1688d5d1-af18-53f0-ad0d-51b67ff8ea23	0.353	0.529	+0.176	v2_substantive	D	D, ABC'nin iç teğet çemberinin merkezi; E, ABC'nin dış teğet çemberinin merkezi. $|BD|=2$ br, $|DC|=5$ br ve $|EC|=10$ b	D, ABC'nin iç teğet çemberinin merkezi E, ABC'nin dış teğet çemberinin merkezi |BD| = 2 br |DC| = 5 br |EC| = 10 br  Bun	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0111_q04.png
1916945e-53bb-5308-ba07-a9a4bd6f4907	0.429	0.529	+0.100	v2_substantive	C	ABC üçgen, $|AB| = 10$ cm, $|AC| = 21$ cm, $m(\widehat{BAC}) < 90^\circ$. Alan($\widehat{ABC}$) = $84$ $cm^2$ olduğuna g	ABC üçgen |AB| = 10 cm |AC| = 21 cm m(BÂC) < 90°  Alan(ABC) = 84 cm² olduğuna göre, |BC| = x kaç cm'dir?	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0117_q03.png
1da03e81-dd1a-512f-aa17-bfd087e51ea0	0.462	0.529	+0.067	v2_substantive	B	ABC üçgen $m(\widehat{ABC}) = 60^{\circ}$ $m(\widehat{ACB}) = 45^{\circ}$ $|AC| = 6\sqrt{2}$ cm Buna göre, $|BC| = x$ ka	ABC üçgen m(ÂBC) = 60° m(ÂCB) = 45° |AC| = 6√2 cm  Buna göre, |BC| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0083_q03.png
36e474ba-c8ea-5575-86ce-68c3de41b908	0.400	0.529	+0.129	v2_substantive	B	ABC üçgen, $[AB] \perp [DC]$, $[DF] \perp [AC]$, $m(\widehat{CDF}) = 40^\circ$, $m(\widehat{BAC}) = 5x$. Buna göre, $x$ 	ABC üçgen [AB] ⊥ [DC] [DF] ⊥ [AC] m(ĈDF) = 40° m(B̂AC) = 5x  olduğuna göre, x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0046_q02.png
37113ffb-e43b-55ce-9a34-ed803faa03e7	0.444	0.529	+0.085	v2_substantive	B	ABCD dikdörtgen, $[BE] \perp [CH]$, $|AB|=6$ cm, $|AE|=8$ cm ve $|BC|=10$ cm dir. Yukarıdaki verilere göre, $|HE|=x$ kaç	ABCD dikdörtgen, [BE] ⊥ [CH], |AB| = 6 cm, |AE| = 8 cm ve |BC| = 10 cm dir.  Yukarıdaki verilere göre, |HE| = x kaç cm d	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0197_q01.png
47a904e6-ff6e-59de-bcc2-5810077973a0	0.316	0.529	+0.213	v2_substantive	B	ABCD yamuk, $DC \parallel AB$, $EC \perp CB$, $|DE| = |EA|$, $|IDC| = 10$ birim, $|IEC| = 15$ birim, $|IAB| = 24$ birim.	ABCD yamuk DC // AB EC ⊥ CB |DE| = |EA| |DC| = 10 birim |EC| = 15 birim |AB| = 24 birim  Buna göre, |BC| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0162_q04.png
4ee49f1d-9adf-50af-b9e0-8322290c2ad5	0.533	0.529	-0.004	v2_substantive	C	$ABCD$ dikdörtgen, $A, H, K$ doğrusal, $[BH] \perp [AK]$, $|HB|=6$ cm, $|AK|=15$ cm. Yukarıdaki verilere göre, $A(ABCD)$	ABCD dikdörtgen, A, H, K doğrusal, [BH]⊥[AK],  |HB| = 6 cm, |AK| = 15 cm  Yukarıdaki verilere göre, A(ABCD) kaç cm² dir?	/static/crops/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2025-Tyt_Ayt-Geometri_Soru_Bankası_p0214_q04.png
57525830-3c53-59b1-a636-47b40c241061	0.250	0.529	+0.279	v2_substantive	C	ABC ikizkenar dik üçgen, $AB \perp AC$, $|BE|=3$ cm, $|DB|=4$ cm, $|FC|=6$ cm, $|EC|=8$ cm olduğuna göre, $m(\widehat{DE	ABC ikizkenar dik üçgen AB ⊥ AC |BE| = 3 cm |DB| = 4 cm |FC| = 6 cm |EC| = 8 cm  olduğuna göre, m(DEF) = α kaç derecedir	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0121_q01.png
5cdc1837-0c49-5779-86f0-ad521625cf7e	0.333	0.529	+0.196	v2_substantive	D	ABCD paralelkenar, $[DB]$ ve $[AC]$ köşegen, $|EC|=|AF|$, $m(\widehat{ACD})=20^\circ$ olduğuna göre, $m(\widehat{EFB})=x	ABCD paralelkenar [DB] ve [AC] köşegen |EC| = |AF| m(ACD) = 20°  olduğuna göre, m(EFB) = x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0227_q05.png
706bf868-d765-596e-b528-631cb623715b	0.294	0.529	+0.235	v2_substantive	A	ABC üçgen, G, ağırlık merkezi, $|AB|=|AC|$, $|BD|=12$ cm, $m(\widehat{DBC})=45^\circ$. Yukarıdaki şekilde $|AG|$ kaç cm'	ABC üçgen G, ağırlık merkezi |AB| = |AC| |BD| = 12 cm m(DBC) = 45°  Yukarıdaki şekilde |AG| kaç cm'dir?	/static/crops/Orijinal-2024-Geometri_Soru_Bankası/Orijinal-2024-Geometri_Soru_Bankası_p0077_q04.png
733afd36-45b0-57cf-aa6d-3148e5b336c6	0.333	0.529	+0.196	v2_substantive	E	ABCD dörtgen, $[BE]$ ve $[DE]$ açıortay, $|AD|=20$ cm, $|AB|=16$ cm, $|BC|=9$ cm olduğuna göre, $|CD|=x$ kaç santimetred	ABCD dörtgen [BE] ve [DE] açıortay |AD| = 20 cm |AB| = 15 cm |BC| = 9 cm  olduğuna göre, |CD| = x kaç santimetredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0135_q07.png
7380b392-88e7-5e86-b4be-335960899873	0.375	0.529	+0.154	v2_substantive	D	ABCD bir deltoid, $|AB|=|AD|$, $|EF|=5$ birim. Buna göre, $|AC|^2+|BD|^2$ toplamı kaç birimkaredir?	ABCD bir deltoid, |AB| = |AD| |EF| = 5 birim  Buna göre, |AC|² + |BD|² toplamı kaç birimkaredir?	/static/crops/2023-2024-ACİL-TYT-AYT_Geometri_Soru_Bankası/2023-2024-ACİL-TYT-AYT_Geometri_Soru_Bankası_p0203_q04.png
87f77b03-a521-57c8-90e6-ade491ee423a	0.538	0.529	-0.009	v2_substantive	C	[DE] // [BA], [DF] // [BC], $m(\widehat{FDE}) = 3x - 40^\circ$, $m(\widehat{CDF}) = 2x$, $m(\widehat{ABC}) = x$ olduğuna	[DE // [BA [DF // [BC] m(\widehat{FDE}) = 3x - 40° m(\widehat{CDF}) = 2x m(\widehat{ABC}) = x  olduğuna göre, m(\widehat	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0026_q03.png
8dc8bb80-1726-5d7a-9632-823383f0c6c6	0.222	0.529	+0.307	v2_substantive	C	ABC üçgen, $[BD]$ açıortay, $[BD]\perp[DC]$, $|AB|=|BE|$, $m(\widehat{ACD})=20^\circ$ Buna göre, $m(\widehat{ACB})=x$ ka	ABC üçgen [BD] açıortay [BD] ⊥ [DC] |AB| = |BE| m(AĈD) = 20°  Buna göre, m(AĈB) = x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0044_q06.png
afc0b63d-26fa-5856-a254-8540523c6dad	0.444	0.529	+0.085	v2_substantive	D	ABCD karesinin çevresi $16 \text{ cm}$'dir. $|AE|=|EF|$ ve $|BF|=|FC|$'dir. Yukarıdaki verilere göre, $|EC|$ = $x$ kaç c	ABCD karesinin çevresi 16 cm'dir. |AE| = |EF| ve |BF| = |FC| dir.  Yukarıdaki verilere göre, |EC| = x kaç cm'dir?	/static/crops/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-2023-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0222_q03.png
b45f35df-de9c-56b4-b729-ccdf1a551d45	0.750	0.529	-0.221	v2_substantive	D	$[BH \parallel EF]$, $[BG \parallel CD]$, $m(\widehat{ABH}) = 30^\circ$, $m(\widehat{DCA}) = 75^\circ$ olduğuna göre, $m	[BH // [EF [BG // [CD m(\widehat{ABH}) = 30° m(\widehat{DCA}) = 75°  olduğuna göre, m(\widehat{BEF}) = x kaç derecedir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0023_q01.png
c3d0b224-2fee-5c16-b1d5-747ed1cc8225	0.375	0.529	+0.154	v2_substantive	B	ABC eşkenar üçgen, $[AD] \perp [BC]$, $m(\widehat{CAE})=35^{\circ}$, $|AD|=|DE|$ olduğuna göre, $m(\widehat{CDE})=x$ kaç	ABC eşkenar üçgen [AD] ⊥ [BC] m(CÂE) = 35° |AD| = |DE| olduğuna göre, m(CDE) = x kaç derecedir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0097_q05.png
c87d310b-9e8f-575a-8db7-e0add518dbd4	0.350	0.529	+0.179	v2_substantive	C	Şekilde $[AB] \perp [BC]$, $[BC] \perp [CD]$ $|AB|=6$ cm $|DC|=3$ cm ve $|BC|=12$ cm dir. Yukarıdaki verilere göre, $|AD	10. Şekilde [AB] ⊥ [BC], [BC] ⊥ [CD], |AB| = 6 cm |DC| = 3 cm ve |BC| = 12 cm'dir.  Yukarıdaki verilere göre, |AD| kaç c	/static/crops/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası/CAP-2022-2023-TYT_AYT-Geometri_Soru_Bankası_p0031_q04.png
d7f472e8-4dc3-575a-8919-150ba2d5c11d	0.333	0.529	+0.196	v2_substantive	A	ABC dik üçgen, $AC \perp CB$, $m(\widehat{ABC})=30^{\circ}$, $m(\widehat{BAD})=15^{\circ}$, $|AB|=12$ birim. Buna göre, 	ABC dik üçgen AC ⊥ CB m(\widehat{ABC}) = 30° m(\widehat{BAD}) = 15° |AB| = 12 birim  Buna göre, A(\widehat{ADC}) kaç bir	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0092_q06.png
d831ab2f-6be4-5779-ad4e-b8001d9e22b6	0.294	0.529	+0.235	v2_substantive	D	O merkezli çember, AOB üçgen, $|AO|=10$ cm, $|AC|=12$ cm, $|BC|=9$ cm. Yukarıdaki verilere göre, $|BD|=x$ kaç cm'dir?	O merkezli çember AOB üçgen |AO| = 10 cm |AC| = 12 cm |BC| = 9 cm  Yukarıdaki verilere göre, |BD| = x kaç cm'dir?	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0279_q05.png
dcfbe12c-5808-576f-9081-04409adf4e59	0.368	0.529	+0.161	v2_substantive	D	ABCD dikdörtgen, $[BD]$ köşegen, $[AF] \perp [BD]$, $[AE] = 12$ br, $[BF] = 6$ br, $[EC] = 13$ br, $[EF] = x$ br. Yukarı	ABCD dikdörtgen [BD] köşegen [AF] ⊥ [BD] |AF| = 12 br |BF| = 6 br |EC| = 13 br |EF| = x br  Yukarıda verilenlere göre, x	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0251_q04.png
f4801fe0-9cf2-5047-8b90-14e302cb41dc	0.412	0.529	+0.117	v2_substantive	C	Şekildeki küpte $|DA|=|BL|=4$ birim, $|AK|=2$ birimdir. Buna göre, $ABCD$ dörtgeninin alanı kaç birimkaredir?	Şekildeki küple |DA| = |BL| = 4 birim |AK| = 2 birim  Buna göre, ABCD dörtgeninin alanı kaç birimkaredir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0212_q05.png
f6a3ea1a-2e98-527e-9fdf-ce3bd974e96f	0.438	0.529	+0.091	v2_substantive	C	$[BD]$, $\widehat{CBK}$'nın açıortayı $m(\widehat{ACB})=2m(\widehat{ADB})$ $|EC|=2|EB|$ $|AC|=8$ br Buna göre, $|AB|$ ka	[BD], $\widehat{CBK}$'nın açıortayı $m(\widehat{ACB}) = 2m(\widehat{ADB})$ $|EC| = 2|EB|$ $|AC| = 8$ br  Buna göre, |AB|	/static/crops/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası/C1CELL-2024-TYT-AYT-Geometri_Soru_Bankası_p0105_q04.png
f832275b-fc91-55f1-83e2-6cc2c6c90ec6	0.412	0.529	+0.117	v2_substantive	C	ABCD dikdörtgen, $[BE] \perp [ED]$, $|AC|=5\sqrt{2}$ cm, $|ED|=1$ cm. Yukarıdaki verilere göre, $|EB|$ kaç $\text{cm}^2$	ABCD dikdörtgen [BE] ⊥ [ED] |AC| = $5\sqrt{2}$ cm |ED| = 1 cm  Yukarıdaki verilere göre, |EB| kaç cm'dir?	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0212_q02.png
f8439df1-16e9-5c32-9727-b1db72e08f79	0.538	0.529	-0.009	v2_substantive	D	ABC eşkenar üçgen, ADC ikizkenar üçgen, $|AC|=|AD|$, $m(\widehat{AEC})=80^\circ$, $m(\widehat{BCD})=x$. Buna göre, $x$ k	ABC eşkenar üçgen ADC ikizkenar üçgen |AC| = |AD| m(\widehat{AEC}) = 80° m(\widehat{BCD}) = x  Buna göre, x kaç derecedi	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0020_q02.png
1ceb59a0-2913-58b9-a80e-b41ecfc9d2a0	0.385	0.533	+0.148	v2_substantive	C	ABCD dik yamuk, $BE \perp EC$, $|BE|=|EC|$, $|AD|=10$ cm olduğuna göre, Alan(ABCD) kaç $\text{cm}^2$ dir?	ABCD dik yamuk BE ⊥ EC |BE| = |EC| |AD| = 10 cm  olduğuna göre, Alan(ABCD) kaç cm² dir?	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0283_q01.png
1dfc6e6b-1d9a-5547-bb1c-e65a772cb4f9	0.533	0.533	+0.000	v2_substantive	E	ABC üçgen, $AF \perp BC$ $|BF|=|FC|$ $|AD|=5$ birim $|DB|=4$ birim Buna göre, $\frac{|DE|}{|EC|}$ oranı kaçtır?	ABC üçgen, AF ⊥ BC |BF| = |FC| |AD| = 5 birim |DB| = 4 birim  Buna göre, $\frac{|DE|}{|EC|}$ oranı kaçtır?	/static/crops/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı/2023-2024-ACİL-TYT-AYT-Geometrinin_İlacı_p0068_q04.png
3359cb38-5c5c-56e5-94c8-974f29416a40	0.400	0.533	+0.133	v2_substantive	A	ABCD paralelkenar, $[AF] \perp [BE]$, $|AF|=8$ cm, $|BE|=9$ cm olduğuna göre, Alan$(ABCD)$ kaç santimetrekaredir?	11. ABCD paralelkenar [AF] ⊥ [BE] |AF| = 8 cm |BE| = 9 cm  olduğuna göre, Alan(ABCD) kaç santimetrekaredir?	/static/crops/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası/Mikro-2024-Tyt_Ayt-Geometri_Soru_Bankası_p0227_q06.png
3709eb00-63ce-5fc2-9aca-21b985eb0522	0.400	0.533	+0.133	v2_substantive	B	ABCD dikdörtgen, $[DH] \perp [AC]$, $|DH|=12$ cm, $|CH|=|AH|+6$ olduğuna göre, $|BH|=x$ kaç cm'dir?	ABCD dikdörtgen [DH] ⊥ [AC] |DH| = 12 cm  |CH| = |AH| + 6 olduğuna göre, |BH| = x kaç cm'dir?	/static/crops/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası/Orijinal-Tyt_Ayt_Geometri_Soru_Bankası_p0214_q01.png
406c0c32-e41a-58c4-8762-a60c2c5fcfdc	0.471	0.533	+0.062	v2_substantive	B	ABCD ve EBCF paralelkenar, $[EG]=[GF]$, $|FC|=4$ cm, $|DF|=8$ cm. D, G ve H doğrusal olduğuna göre, $\frac{|BC|}{|BH|}$ 	ABCD ve EBCF paralelkenar |EG| = |GF| |FC| = 4 cm |DF| = 8 cm  D, G ve H doğrusal olduğuna göre, $\frac{|BC|}{|BH|}$ kaç	/static/crops/345_Tyt_Ayt_Geometri_Soru_Bankası/345_Tyt_Ayt_Geometri_Soru_Bankası_p0331_q03.png
4609f93c-0b7b-52dd-9bd2-fd0efffc983a	0.235	0.533	+0.298	v2_substantive	C	ABC üçgen, $AB \perp CB$, $m(\widehat{ACB})=m(\widehat{DAB})$, $|CD|=5$ birim, $|DB|=4$ birim. Buna göre, $|AB|$ kaç bir	ABC üçgen AB ⊥ CB m(AĈB) = m(DÂB) |CD| = 5 birim |DB| = 4 birim  Buna göre, |AB| kaç birimdir?	/static/crops/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası/2020-2021-Acil-Tyt_Ayt_Geometrinin_ilacı_Soru_Bankası_p0082_q02.png
607f43c3-4ee5-5337-9741-7888860c29d6	0.500	0.533	+0.033	v2_substantive	D	ABCD paralelkenarının üzerine, köşeleri paralelkenarın kenarları üzerinde olacak şekilde KLMN dikdörtgeni yerleştirilmiş	ABCD paralelkenarının üzerine, köşeleri paralelkenarın kenarları üzerinde olacak şekilde KLMN dikdörtgeni yerleştirilmiş	/static/crops/Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası/Full_Matematik-2022-2023-Tyt_Ayt-Geometri_Soru_Bankası_p0189_q01.png
