id	strata	subject_area	source_book	source_page	question_text	option_a	option_b	option_c	option_d	option_e	correct_answer	question_image_url	match_tier	quality_review_status
08ab101c-b5b7-58d0-81bb-f013e07fd0e3	exact	KIMYA	345 2025 Ayt Kimya Soru Bankası	171	"5 litrelik sabit hacimli bir kapta 1 mol H₂, 4 mol Cl₂ ve 4 mol HCl gazları

H₂(g) + Cl₂(g) ⇌ 2HCl(g)

tepkimemesine göre dengededir.

Dengedeki sisteme sabit sıcaklıkta 3'er mol H₂ ve HCl gazları ilave edilip yeterince beklenirse yeni kurulan dengede Cl₂ gazı mol sayısı kaç olur?"	3	3,5	3,75	4,25	4,5	C	/static/crops/345_2025_Ayt_Kimya_Soru_Bankası/345_2025_Ayt_Kimya_Soru_Bankası_p0171_q01.png	tier1_page_inline	bronze_clean
a2911e15-db5d-513f-8a92-86574d4777a3	exact	GEOMETRI	Krallar Karması-2023-Tyt Ayt-Geometri Branş Deneme Sınavı	38	"ABC dik üçgeni biçimindeki tarlasının A noktasından bu tarlanın ağırlık merkezine yürüyen Hasan Amca 50 metre yürümüştür.

|AB ⊥ |AC| ve G ağırlık merkezi olmak üzere.

Hasan Amca'nın tarlasının [BC] kenarının uzunluğu kaç metredir?"	100	125	150	200	225	E	/static/crops/Krallar_Karması-2023-Tyt_Ayt-Geometri_Branş_Deneme_Sınavı/Krallar_Karması-2023-Tyt_Ayt-Geometri_Branş_Deneme_Sınavı_p0038_q03.png	tier1_page_inline	bronze_clean
9e99489c-fbb1-5f2a-abcb-ea8749102caa	exact	GEOMETRI	Bilgi Sarmalı-Tyt Ayt-Geometri Soru Bankası	245	"ABCD yamuk, [AD] // [BC], [BD] ⊥ [DC], [BD] açıortay,
|AD| = |DC|

Yukarıdaki verilere göre, m(BÂD) = α kaç derecedir?"	100	110	120	130	140	C	/static/crops/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası/Bilgi_Sarmalı-Tyt_Ayt-Geometri_Soru_Bankası_p0245_q05.png	tier1_page_inline	bronze_clean
7e67e9a1-7b65-5ee2-8bd2-c5ddf7f11b9f	exact	GENEL	Cap Tyt Konu Anlatımlı Soru Bankasi 2024	230	"Bireyin ve toplumun özünü oluşturan değer kavramı farklı disiplinlerde çeşitli biçimlerde ifade edilmektedir. İktisatta malın ve hizmet alıcısı ile ilgili bir kavramdır. Felsefede değer, doğrudan doğruya insan özü ile ilişkili bir kavramdır ve insan, değer üreten bir varlıktır. Felsefe; değeri insanın doğa, toplum ve kendisi ile ilişkileri kapsamında olarak tanımlar. Bu noktada üstünde durulması gereken husus; değerin her toplumda, her çağda ve her mekânda farklılık göstermesi, kişiden kişiye farklı algılanması ve yorumlanmasıdır. Bu nedenle değerlendirilen herhangi bir olgunun, daima aynı ölçülerle, aynı ifadelerle, aynı bakış açılarıyla, aynı değer yargılarıyla eleştirilmesi mümkün değildir.

Bu parça aşağıdaki yargılardan hangisini savunmak amacıyla yazılmıştır?"	Değerlendirmeyi yapabilecek birinin alanında uzman ve konuya hâkim olması önceliklidir.	Bir durum ya da olay üzerine yapılan değerlendirmenin net özgünlük bölünmüş kaideleri yoktur.	Farklı disiplinlere göre ele alınan değer yargısı her alan kendi değerlerine göre incelenmelidir.	Uzmanlık isteyen konularda eleştiri yapılabilmek, ancak kişinin başvuracağı bir yetkinlik olmalıdır.	Değer yargısının her durum ve ortama göre değiştilemeyeceği belli bir standart olmalıdır.	E	/static/crops/Cap_Tyt_Konu_Anlatımlı_Soru_Bankasi_2024/Cap_Tyt_Konu_Anlatımlı_Soru_Bankasi_2024_p0230_q03.png	tier1_page_inline	bronze_clean
4a9aa2fa-5ded-513d-85dd-49dcff7a657f	exact	GEOMETRI	345 2025 Tyt Ayt Geometri Soru Bankası 1	46	"[AC] \perp [AB], [BC] \perp [BD]
|AB| = 3 cm, |AC| = 4 cm ve |BD| = 12 cm
olduğuna göre, |CD| = x kaç cm'dir?"	15	17	20	13	18	E	/static/crops/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1/345_2025_Tyt_Ayt_Geometri_Soru_Bankası_1_p0046_q02.png	tier1_page_inline	bronze_clean
d095ab6d-e811-5a38-94af-c8a7e1a9f223	exact	TURKCE	Bilgi Sarmal Tyt Turkce Video Dets Kitabı 2025	30	"Kuşkusuz her sanatçı, yaşadığı deneyleri karşılığını onu sanat kalına yükseltecek estetik, dil ve biçim arayışı içerisine olacaktır. Bu da sürekli değişken zorunlu kılar. Bu nedenle kuramlar, kurallar geçici; yapıtlar ise bir zaman kalıcıdır. Kuşkusuz kurama göre, kurallara göre sanat yapılmaz, yapılamazdı. Zaten güzell yapıtlar, kendilerini bir ""edebiyat modeli"" olarak sunar. Edebiyata başkasına benzemeyen modeldir, benzermekten temel hoşdur."	Özgün, sıra dışı olmak	Konu alanını çok geniş tutmak	Ustalaşmayı zamana yaymak	Yazma tekniklerini iyi araştırmak	Gün yüzüne çıkmayan konuları işlemek	A	/static/crops/Bilgi_Sarmal_Tyt_Turkce_Video_Dets_Kitabı_2025/Bilgi_Sarmal_Tyt_Turkce_Video_Dets_Kitabı_2025_p0030_q03.png	tier1_page_inline	bronze_clean
a2b66aed-d4a0-5e88-9389-40b4e1ed3b3f	exact	KIMYA	345 Tyt Kimya Soru Bankası	66	"X iyonu Yⁿ⁺ iyonuna 3 tane elektron verdiğinde iyon yükleri eşit oluyor.

Buna göre, n değeri kaçtır?"	1+	2+	3+	4+	5+	E	/static/crops/345_Tyt_Kimya_Soru_Bankası/345_Tyt_Kimya_Soru_Bankası_p0066_q04.png	tier1_page_inline	bronze_clean
00bd7bfe-5da8-56b3-9a66-18cf7f04855a	exact	MATEMATIK	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	161	"1 Ocak 2015'te yapılan nüfus sayımında nüfusu 810 000 olan bir şehrin, 2016'dan 2023'e kadar her sene 1 Ocakta nüfus sayımı yapılmıştır. 2015'ten sonra yapılan ilk dört yıllardaki nüfus sayımlarının her birinde nüfus bir önceki yıla göre \(\frac{1}{10}\) oranında, sonraki dört yılda bir birinde ise nüfus bir önceki yıla göre \(\frac{1}{11}\) oranında artmıştır.
Buna göre, bu şehrin 1 Ocak 2023'te yapılan nüfus sayımında nüfusu kaç olmuştur?"	\(2^{90}\)	\(3^{12}\)	\(5^9\)	\(6^{10}\)	\(10^6\)	D	/static/crops/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0161_q04.png	tier1_page_inline	bronze_clean
30d0de6e-00ea-5ad4-9b80-37ee0339fec4	exact	MATEMATIK	345 2025 Ayt Matematik Soru Bankası	241	"f(x) = \frac{mx-1}{x+2}

f'(0) = 3

olduğuna göre, m kaçtır?"	\frac{11}{2}	2	4	\frac{13}{2}	3	A	/static/crops/345_2025_Ayt_Matematik_Soru_Bankası/345_2025_Ayt_Matematik_Soru_Bankası_p0241_q05.png	tier1_page_inline	bronze_clean
cf6f5e04-5205-51dd-8da1-9e072c6a8668	exact	GEOMETRI	Mikro Orijinal-2025-Ayt-Geometri Soru Bankası	359	"Analitik düzlemde,
$|x| \le 4$
$|y| < 3$
eşitsizliklerini sağlayan (x, y) noktalarının oluşturduğu bölgenin alanı kaç birimkaredir?"	12	24	36	48	60	D	/static/crops/Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası/Mikro_Orijinal-2025-Ayt-Geometri_Soru_Bankası_p0359_q05.png	tier1_page_inline	bronze_clean
c73c1c7b-24ee-51c8-8fc6-6310200dc94e	exact	MATEMATIK	Mikro Orijinal-2024-Tyt-Matematik Soru Bankası	17	İki basamaklı rakamları farklı ve birbirinden farklı iki tam sayının toplamı en az kaçtır?	21	22	-22	-198	-195	E	/static/crops/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası/Mikro_Orijinal-2024-Tyt-Matematik_Soru_Bankası_p0017_q04.png	tier1_page_inline	bronze_clean
81b2ca6c-6c78-5cbc-90a3-c634f38c62cc	exact	TURKCE	Cap Tyt Turkce Soru Bankası	235	"Gözünü yıldırımın kara kuş
Altında sağlama yatağın
Hastanede Şiran var
Ne kaldı ki şurada
Ekim, kasım, derken aralık
Sonun sabrın tükenmezse eğer

Bu dizelerle ilgili aşağıdakilerden hangisi söylenemez?"	Soru zamirine yer verilmiştir.	2.kelime iyelik zamiri vardır.	İşaret zamiri bulunma durumu eki almıştır.	Kişi zamirini tamamlayan eki almıştır.	Birleşik yapıda zamir kullanılmıştır.	A	/static/crops/Cap_Tyt_Turkce_Soru_Bankası/Cap_Tyt_Turkce_Soru_Bankası_p0235_q04.png	tier1_page_inline	bronze_clean
1871848d-d93c-5447-a4d4-796ecca394e3	fuzzy	EDEBIYAT	Bilgi Sarmal Ayt Edebiyat Soru Bankası 2024	403	"Gazeteci: Dönemin yazarlarının Ahmet Mithat Efendi'ye bakışları nasıldır?

Eşleştirme: ----

Bu mülakatta gazetecinin sorusuna eşleştirmenin verdiği cevap,

I. Servetifünuncuların dışında kalan yazarların çoğu Ahmet Mithat Efendi'yi bir usta olarak görmüş ve ona saygı duymuşlardır.

II. Dönemin sanatçıları onu sanatkârlara ilüsün ön-cü olarak görüp örnek almışlar, roman sanatının teknik özelliklerini geliştirmişlerdir.

III. Özellikle Servetifünuncuların Ahmet Mithat Efendi'ye çok düşman baktığını, aksi bu da daha çok edebiyat tarihimize ""Dekadanlık tartışması"" olarak bilinen tanımadaki rolü sebebiyledir.

yukarıdakilerden hangisi olamaz?"	Yalnız I	Yalnız II	I ve III	Yalnız III	II ve III	A	/static/crops/Bilgi_Sarmal_Ayt_Edebiyat_Soru_Bankası_2024/Bilgi_Sarmal_Ayt_Edebiyat_Soru_Bankası_2024_p0403_q01.png	tier1b_position_page_inline	bronze_clean
87caab84-af9c-502a-809b-ed111525b66a	fuzzy	MATEMATIK	C1CELL-2024-TYT-Matematik Soru Bankası	347	"$ax^2 + bx + c = 0$
ikinci dereceden denkleminin kökler toplamı ile köklerinin çarpma işlemine göre terslerinin toplamı birbirine eşittir.
Buna göre,
I. $a = c$
II. $b = 0$
III. $c = 0$
ifadelerinden hangileri doğru olabilir?"	Yalnız I	I ve II	I ve III	II ve III	I, II ve III	E	/static/crops/C1CELL-2024-TYT-Matematik_Soru_Bankası/C1CELL-2024-TYT-Matematik_Soru_Bankası_p0347_q04.png	tier1b_position_page_inline	bronze_clean
2480272c-3151-5d37-a2af-2bef9cef000f	fuzzy	MATEMATIK	Bilgi Sarmalı-2025-Ayt-Matematik Soru Bankası	191	f(x) = \log_2 |x^2 + x + 1|\nfonksiyonunun en geniş tanım kümesi aşağıdakilerden hangisidir?	{2}	R - {-1}	R - {2}	R	\emptyset	E	/static/crops/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası/Bilgi_Sarmalı-2025-Ayt-Matematik_Soru_Bankası_p0191_q03.png	tier1b_position_page_inline	bronze_clean
e5578d5c-0c71-5749-891d-681b502f3a1f	fuzzy	MATEMATIK	C1CELL-2025-Matematik Soru Bankası	280	"Gerçel sayılar kümesi üzerinde f ve g fonksiyonları
$$f(x) = (a + 2) \cdot x^3$$
$$g(x) = (2a + 3) \cdot x^2$$
biçiminde tanımlanıyorlar.
$$f'(\frac{1}{2}) = g'(\frac{1}{5})$$ olduğuna göre, a kaçtır?"	-1	2	3	4	6	E	/static/crops/C1CELL-2025-Matematik_Soru_Bankası/C1CELL-2025-Matematik_Soru_Bankası_p0280_q05.png	tier1b_position_page_inline	bronze_clean
4dc1a971-8878-55b2-9668-559cee21c2b2	fuzzy	MATEMATIK	2019-2020-Acil Matematiğin ilacı-1	326	"Farklı kapasitelere sahip beyaz ve siyah şarj aletleri vardı.
Beyaz tablet beyaz şarj aleti ile 6 saatte, siyah şarj aleti ile 8 saatte tam dolmaktaydı.
Bataryası tamamen boş olan bir tablet, beyaz şarj aleti ile 4 saat şarj edildikten sonra, siyah şarj aleti ile tam dolana kadar şarja bırakılıyor.
Buna göre, siyah şarj aleti kaç dakika kullanılmıştır?
(Verilen süreler tabletin bataryasının boş olduğu durumda sörenerdir.)"	120	150	160	180	190	D	/static/crops/2019-2020-Acil_Matematiğin_ilacı-1/2019-2020-Acil_Matematiğin_ilacı-1_p0326_q01.png	tier1b_position_page_inline	bronze_clean
516ee976-1a83-5df8-a671-9bcaaae7e8ba	fuzzy	MATEMATIK	2023-2024-ACİL-TYT-Matematiğin İlacı	99	"Aşağıdaki sayı doğrusunda a, b, c ve 0 sayılarının yerleri gösterilmiştir.

Buna göre,
$$|a + b - c| + |c - a + b|$$
ifadesi aşağıdakilerden hangisine eşittir?"	2c	2b	2c - 2a	2a - 2c	a - b + c	C	/static/crops/2023-2024-ACİL-TYT-Matematiğin_İlacı/2023-2024-ACİL-TYT-Matematiğin_İlacı_p0099_q04.png	tier1b_position_page_inline	bronze_clean
d92ba06c-e2fa-59c0-82b6-6a9305cbf6dc	fuzzy	TURKCE	Bilgi Sarmal Tyt 2023 2024 Turkce Deneme-13	8	"Bereketli Hilal ya da Münbit Hilal denilen Dicle ve Fırat'ın birleştiği hediye ettiği bu bölgenin merkezinde yer alan Şanlıurfa önemli bir tanrı şehridir.

Bu cümlenin öznesi ile ilgili aşağıdakilerden hangisi söylenemez?"	Özneyi oluşturan söz öbeğinin içinde belirsiz isim tamlaması vardır.	Sıfat-fiil grubunun tamlayanı olduğu için sıfat tamlamasından oluşmuştur.	İçinde birden fazla bağlama grubuna yer verilmiştir.	İçinde birden fazla zıt anlamlı sözcük bulunmaktadır.	Özne grubunun içinde tamlayanı eki almış sözcükler kullanılmıştır.	C	/static/crops/Bilgi_Sarmal_Tyt_2023_2024_Turkce_Deneme-13/Bilgi_Sarmal_Tyt_2023_2024_Turkce_Deneme-13_p0008_q03.png	tier1b_position_page_inline	bronze_clean
a0100752-5c1c-50bf-bc86-0999fb695dd9	fuzzy	TURKCE	Pes Tyt Ayt Paragraf Soruları 2020 2021	213	"Mutluluk, öfke, korku, üzüntü... Bu temel duyguların hepsi tip insanlarda bulunur. Ancak yoğunlukları bireyden bireye değişir. Normal kabul edilen sınırların dışında bu duygular kişinin sağlıklı bir hayat sürmesine yardımcı olur. Ancak ----

I. bu duyguların aşırı uçlarda yaşanması veya bastırılması bireyin psikolojik problemlere yol açabilir.

II. insandaki bu duygular, dozajına bağlı olarak yaşam kalitemizi olumlu veya olumsuz etkileyebilir.

III. insanlarla ilişkilerimizde sınır koymamızı sağlar; ancak yaşam kalitemizin yükselmesine katkıda bulunur.

Bu parçanın sonuna düşüncenin akışına göre yukarıdakilerden hangileri getirilemez?"	Yalnız I	Yalnız II	Yalnız III	I ve III	II ve III	E	/static/crops/Pes_Tyt_Ayt_Paragraf_Soruları_2020_2021/Pes_Tyt_Ayt_Paragraf_Soruları_2020_2021_p0213_q03.png	tier1b_position_page_inline	bronze_clean
ef422f88-d1c4-5eed-9d42-0358bf51b6aa	fuzzy	KIMYA	Apotemi Tyt Ayt Kimya 2019-2020	147	"Bir hidrokarbonun yanma tepkimesiyle ilgili;

I. Sınırlayıcı madde her zaman O₂ dir.
II. CO₂ ve H₂O oluşur.
III. Ekzotermiktir.

yargılarından hangileri yanlıştır?"	Yalnız I	Yalnız II	I ve III	II ve III	I, II ve III	C	/static/crops/Apotemi_Tyt_Ayt_Kimya_2019-2020/Apotemi_Tyt_Ayt_Kimya_2019-2020_p0147_q01.png	tier1b_position_page_inline	bronze_clean
cc496a21-63eb-5dda-b2f0-03bc7917befa	fuzzy	GEOMETRI	Esen Tyt Ayt Geometri Soru Bankası	243	"Mimar İlhan, San Francisco'daki piramit kulenin maketi üzerinde çalışmaktadır.

(P; ABCD) kare piramit şeklindeki maketin her ayrıtı 4'er birim olmak üzere, A köşesinden başlayıp aynı köşeye en kısa yoldan ulaşacak biçimde toplam $4\sqrt{3}$ birim uzunluğunda çizgi çekip piramidin yan yüzeylerinde çizginin altında kalan bölgeleri sarıya boyuyor.

Buna göre, boyanan bölgenin toplam alanı kaç birim-kare olur?"	4	4\sqrt{3}	6\sqrt{3}	16 - 4\sqrt{3}	16 - 2\sqrt{3}	E	/static/crops/Esen_Tyt_Ayt_Geometri_Soru_Bankası/Esen_Tyt_Ayt_Geometri_Soru_Bankası_p0243_q03.png	tier1b_position_page_inline	bronze_clean
cfcb4ec5-0051-5ec3-86c0-a29caa735061	fuzzy	EDEBIYAT	Esen Aps Ayt Edebiyat Soru Bankası	20	"Sabah akşam aynı kaldırımlarda,
Birbirimize uzak, yakın.
Gidip gelirken işlerimize
Akım akın.

Bu dizelerin uyak türü aşağıdakilerden hangisidir?"	Tam uyak	Cinsel uyak	Tunç uyak	Yarım uyak	Zengin uyak	E	/static/crops/Esen_Aps_Ayt_Edebiyat_Soru_Bankası/Esen_Aps_Ayt_Edebiyat_Soru_Bankası_p0020_q03.png	tier1b_position_page_inline	bronze_clean
e7e3a5d8-940a-5ec4-aee1-846be9b5600e	fuzzy	TURKCE	Sure Tyt Paragraf Gunlukleri 2023	125	"I. Küresel ısınma, küresel bir iklim krizine yol açtı. Buna bağlı olarak ortaya kuraklık, susuzluk, yağmursuzluk çıktı. Sıcaklıklar, mevsim normallerinin üzerinde seyrediyor. Buharlaşma artıyor, göller bozuluyor. Kışın ortasına gelinmesine rağmen kar düşmüyor, yağmur yağıyor. Şehirlerin su ihtiyacını karşılayan barajlarda su seviyesi %15-20'ye düşüyor.

II. Susuzluk, kuraklık ve ısınma arttıkça meteorolojik okur-yazarlık da artıyor. Klimatoloji (iklim bilimi), sera etkisi, ekoloji, ekosistem, termik strateji ve nihayet 'yağmur hasadı' terimleri, günlük dilde dolaşımı çıktı. Evet yakın bir gelecekte çeşitli yollarla yağmuru toplayacağız, ihtiyaç duyduğumuz zaman kullanacağız. Yağmurbarı, boşta gitmeyecek. Eskiden sarınç gibi bir şey tabii ki daha modern. Bir de sanırım 'Önce sabunu alın, sonra suyu ayın.' denilenler komik bulmayacağınız artık.

Birbirinin devamı olan bu iki paragraftan I. parçanın II. parçayla ilişkisi için aşağıdakilerden hangisi doğrudur?"	I. parça, sonuçları; II. parça ise ona yol açan sebepleri açıklamaktadır.	I. parça, varsayımları; II. parça varsayımların gerçekleşmesi durumunda oluşacakları yansıtmaktadır.	I. parça, II. parçadaki gelişmeleri ortaya çıkararak olguları ortaya koymaktadır.	I. parçadaki gelişmelerin hızının II. parçadaki önlemleri geçersiz kılacak nitelikte olduğu vurgulanmıştır.	I. parçada sorunlar ortaya konmuş, II. parçada ise sorunların çözümsüzleşmesinin gerekçeleri dile getirilmiştir.	E	/static/crops/Sure_Tyt_Paragraf_Gunlukleri_2023/Sure_Tyt_Paragraf_Gunlukleri_2023_p0125_q02.png	tier1b_position_page_inline	bronze_clean
655aa9da-51e1-5803-99d5-454cf52c1d33	fuzzy	GEOMETRI	Full Matematik-2019-2020-Geometri Soru Bankası	233	Analitik düzlemde ABC üçgeninin kenarlarının orta noktaları D(1, 2), E(-4, 2) ve F(-2, 9) olduğuna göre, ABC üçgeninin köşelerinin koordinatları toplamı kaçtır?	13	11	10	9	8	B	/static/crops/Full_Matematik-2019-2020-Geometri_Soru_Bankası/Full_Matematik-2019-2020-Geometri_Soru_Bankası_p0233_q06.png	tier1b_position_page_inline	bronze_clean
85360362-37db-5ee4-8afa-8c38ce0b1e0e	fuzzy	FIZIK	Apotemi 2019 2020 Tyt Ayt Fizik Soru Bankası	112	"P ağırlıklı cisim iplerle şekli gibi dengededir. S1, S2, S3 iplerdeki gerilme kuvvetleri sırasıyla T1, T2, T3 tür.

Buna göre; T1, T2, T3 arasındaki ilişki nedir?"	T1 = T2 = T3	T1 > T2 > T3	T1 > T2 = T3	T2 > T1 = T3	T3 > T2 = T1	A	/static/crops/Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası/Apotemi_2019_2020_Tyt_Ayt_Fizik_Soru_Bankası_p0112_q03.png	tier1b_position_page_inline	bronze_clean
c259e455-b171-50f0-908a-bacd679cf8cf	fuzzy	MATEMATIK	C1CELL-2024-TYT-Matematik Soru Bankası	299	"f(x) = \begin{cases} (2a - 1)x + 5 & , x \geq 0 \\ 2x + b + 1 & , x < 0 \end{cases}

fonksiyonu çift fonksiyondur.

Buna göre, f(a · b) kaçtır?"	-9	-5	1	5	9	B	/static/crops/C1CELL-2024-TYT-Matematik_Soru_Bankası/C1CELL-2024-TYT-Matematik_Soru_Bankası_p0299_q04.png	tier1b_position_page_inline	bronze_clean
80efa4bc-f1b0-5a2f-a97c-d122bf8b31be	fuzzy	FIZIK	Bilgi Sarmalı Tyt 2024 Fizik Soru Bankası	100	"Doğrusal bir yolda hareket eden bir hareketlinin konum-zaman grafiği şekil gibidir.

Buna göre,
I. (0-20) saniye aralığında ortalama sürati 2,5 m/s'dir.
II. (0-20) saniye aralığında ortalama hızı -1,5 m/s'dir.
III. (0-5) saniye aralığında yer değiştirmesi 50 metredir.
yargılarından hangileri doğrudur?"	Yalnız I	Yalnız II	Yalnız III	I ve II	II ve III	B	/static/crops/Bilgi_Sarmalı_Tyt_2024_Fizik_Soru_Bankası/Bilgi_Sarmalı_Tyt_2024_Fizik_Soru_Bankası_p0100_q02.png	tier1b_position_page_inline	legacy_v3_unaudited
efae7522-4116-5ebf-bd3e-de94558d9c70	fuzzy	FIZIK	Bilgi Sarmal Ayt 2024 Fizik 25Branş Deneme	21	"l uzunluğundaki ipe bağlı m kütleli cisim dikeyden α açısı kadar çekilerek serbest bırakılıyor.

Cisim K konumundan O konumuna gelirken,
I. Açısal momentumu artar.
II. Açısal hızı artar.
III. Merkezcil ivmesi artar.
yargılarından hangileri doğrudur? (Sürtünmeler önemsiz)"	Yalnız I	Yalnız II	Yalnız III	II ve III	I, II ve III	A	/static/crops/Bilgi_Sarmal_Ayt_2024_Fizik_25Branş_Deneme/Bilgi_Sarmal_Ayt_2024_Fizik_25Branş_Deneme_p0021_q02.png	tier1b_position_page_inline	bronze_clean
5f3f812c-efde-5fe2-a7db-c605eb2ffb49	fuzzy	FIZIK	Esen Tyt FizikSoru Bankası	140	"Elektrik yüklü iki cisim arasındaki coulomb kuvveti ile ilgili,

I. Cisimlerin yüklerinin çarpımı ile doğru orantılıdır.

II. Yükü fazla olan cisim, az olan cisme daha büyük kuvvet uygular.

III. Cisimlerin birbirine uyguladığı kuvvetler aynı yönlü vektörel büyüklüklerdir.

yargılarından hangileri doğrudur?"	Yalnız I	Yalnız III	I ve II	II ve III	I, II ve III	C	/static/crops/Esen_Tyt_FizikSoru_Bankası/Esen_Tyt_FizikSoru_Bankası_p0140_q01.png	tier1b_position_page_inline	bronze_clean
5d86f158-4bfb-5c75-8d9e-ba955d892f6f	fuzzy	TURKCE	Bilgi Sarmal Tyt Türkçe Soru Bankası 2024	242	"Paslı mızcıralar gibi uyuyanlar direkler

Bir gün yapacakları muhayyel conglı boklor

Uçuşur heyecan deniz kuşları alay alay

Yukarıdaki dizelerde aşağıdakilerden hangisinin örneği yoktur?"	Niteleme sıfatı	Durum zarfı	Edat	Zaman zarfı	Bağlaç	C	/static/crops/Bilgi_Sarmal_Tyt_Türkçe_Soru_Bankası_2024/Bilgi_Sarmal_Tyt_Türkçe_Soru_Bankası_2024_p0242_q03.png	tier1b_position_page_inline	bronze_clean
3d6ac794-bcee-5ae7-a4e5-2232caad7eed	fuzzy	TURKCE	Sure Paragrafın Suresi 2025	20	"Değerli taşlara ilgi duyan genç bir adam, mücevher ustası olmak istemiştir. ""Bu mesleği yapacaksam iyi bir mücevher ustası olmalıyım."" demiş ve ülkedeki en iyi mücevher ustasını aramaya başlamış. Aradığı ustayı sonunda bulmuş. ""Anlat, dinliyorum seni,"" demiş usta. Genç adam, taşlara ilgi duyduğunu ve iyi bir mücevher ustası olmaya karar verdiğini hayranca anlatmış.

Bu parçanın anlatımında aşağıdakilerden hangileri vardır?"	Öyküleme - Doğrudan anlatım	Açıklama - Örnekleme	Örnekleme - Abartma	Tanık gösterme - Karşılaştırma	Tanımlama - Benzetme	E	/static/crops/Sure_Paragrafın_Suresi_2025/Sure_Paragrafın_Suresi_2025_p0020_q04.png	tier1b_position_page_inline	bronze_clean
e43b6a52-e74f-5c60-95c8-bc801cb85388	fuzzy	EDEBIYAT	Bilgi Sarmal Ayt Edebiyat Soru Bankası 2024	222	"""Ve içinde birikmiş ut çalan kadın elleri olmuş hep gibi bir üzüntü sökün edermiş akşamları ağlarken kuşlara kanat hanım'ın denizlerinden."" Yukarıdaki metin, bir eserle birlikte verilen aşağıdaki şairlerden hangisine ait olabilir?"	İlhan Berk - Kül	Ece Ayhan - Yort Savul	Cemal Süreya - Üvercinka	Turgut Uyar - Divan	Edip Cansever - Yerçekimli Karanfil	E	/static/crops/Bilgi_Sarmal_Ayt_Edebiyat_Soru_Bankası_2024/Bilgi_Sarmal_Ayt_Edebiyat_Soru_Bankası_2024_p0222_q03.png	tier1b_position_page_inline	bronze_clean
ca94cc13-ec77-5046-8aff-8437ff756d4e	fuzzy	TURKCE	Bilgi Sarmal Tyt Ayt Dil Bilgisi Soru Bankası 2024	77	"Yansıma sözcükler aşağıdaki seslerin taklidi edilmesiyle ortaya çıkar ve yansıma sözcüklerde isim köküdür.

Aşağıdaki cümlelerin hangisinde yansıma sözcük kullanılmamıştır?"	Okul bahçesindeki gürültü sınıfta ders yapılmasını zorlaştırıyordu.	Sabahları Tekir'in miyavlamalarıyla başlayan günler daha keyifli oluyordu.	Üniversite tercihlerinden ikisine girdiğini duyunca gözleri patladı.	Doğum günü pastasındaki tüm mumlar bir öfmede söndürüldüğü.	Ocaaktaki yemek fokurdayınca annem hemen ocağı kapattı.	B	/static/crops/Bilgi_Sarmal_Tyt_Ayt_Dil_Bilgisi_Soru_Bankası_2024/Bilgi_Sarmal_Tyt_Ayt_Dil_Bilgisi_Soru_Bankası_2024_p0077_q01.png	tier1b_position_page_inline	bronze_clean
57d42eeb-72d8-5c96-914f-9c59e893e09c	fuzzy	TURKCE	Edebiyat Sokagi Tyt Turkce Denemeleri 2024	120	"Karşımızdakinin ihtiyaçlarına özen gösteririz, onlar da bize nars, görmek istiyorlarsa onu görürüz. Hayatta verici olmak için iyi bir yol bu, üstlenilmiş rol ve üstüncür yapılı duran roller vardır ya hep bizden beklenen... Tanımak adina tanımayı feda etmek yo runda kalırız. Ötekilerin oldugu istediği kalıba girensiniz. Ama içinde de ortaklığı bozma, bağlan koparma eğilimi her zaman vardır. Coğumuz, ortadağıya yükselen mücadelesi veren dalkavukluktur.

Bu paragrafta asıl anlatılmak istenen aşağıdakilerden hangisidir?"	Her ne kadar birliklikleri sonlandırmaya yatkın bir yapımış olsa da birlik olmak adına pohpocalılığı görev edinen varlıklarız çoğumuz.	Kimi zaman tanrının adıma ayaklar altına alıp birlikliğe soyunduğumuz insanların ön plana çıkarmamızı mücadele ediyoruz.	Karşımızdakinin gereksinimlerini hep kendi ihtiyaçlarımızın önüne koyduğumuz için başkaları için yaşayan böceklere dönüştürüyoruz.	Kendimizle olmak yerine kendimize olmayanı istediğimiz karakterlere bürünerek kendimizi bile yabancısı tutar bireyler oluyoruz.	Hayatın zorlukları hepimizi bir şekilde birlikte olmaya ve eksik yönlerimizi başkalarıyla tamamlamaya mecbur kılıyor.	E	/static/crops/Edebiyat_Sokagi_Tyt_Turkce_Denemeleri_2024/Edebiyat_Sokagi_Tyt_Turkce_Denemeleri_2024_p0120_q01.png	tier1b_position_page_inline	bronze_clean
