id	book	page	q_no	text_len	verdict	reason	text_end_80char
64467168-e756-55db-ab98-1e0397b1c9d5	2023-2024-ACİL-TYT Matematik Soru Bankası	36	11	679	ok	valid_end_?	lduğuna göre, şef yemeğin suyu kaynadıktan kaç dakika sonra yemeğe tuz atmıştır?
b5b3b2e9-b1d4-5441-895a-86924e2e17da	2023-2024-ACİL-TYT Matematik Soru Bankası	48	8	126	ok	valid_end_?	a iki tane sonuçlandırılmış bölme işlemi verilmiştir. Buna göre, A en az kaçtır?
dd51f5cf-626d-5ca4-8390-eddb832031c1	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	288	9	153	ok	valid_end_?	\widehat{ODC}) = 50^ ext{o}$ olduğuna göre, $m(\widehat{AD}) = x$ kaç derecedir?
28eb2e8a-8f4a-5a28-a4f8-50ba892bf8be	2023-2024-ACİL-TYT Matematik Soru Bankası	48	11	140	ok	valid_end_?	 sonuçlandırılmış bir bölme işlemi verilmiştir. Buna göre, x - y toplamı kaçtır?
db965fa8-0588-5a18-b68f-f12af40bf49f	2023-2024-ACİL-TYT Matematik Soru Bankası	152	9	287	ok	valid_end_?	 toplama işlemi olsaydı yapılan bu yerleştirme işleminin sonucunu kaç artırırdı?
83cc597d-2239-56c6-bbf5-72d6215b5a3f	Orijinal-2024-Geometri Soru Bankası	71	9	74	ok	valid_end_?	Yukarıdaki verilere göre, x.y çarpımının eşiti aşağıdakilerden hangisidir?
30187ade-b86c-566a-ba86-b74674b6ae47	Orijinal-2024-Geometri Soru Bankası	77	9	150	ok	valid_end_?	lde G noktası, ABC üçgeninin ağırlık merkezi olduğuna göre, $|AC|=x$ kaç cm'dir?
8f01dcb8-34fe-5844-be5d-6353a9009093	2024-ACİL TYT Matematik Geometri Kitap-1	17	10	483	ok	valid_end_?	. II. $A \cdot B$ çifttir. III. $A+B$ çifttir. ifadelerinden hangileri doğrudur?
8c59d9bc-4e79-5329-9be2-1739c7524149	2024-ACİL TYT Matematik Geometri Kitap-1	63	6	192	ok	valid_end_?	a yazılmıştır. Buna göre, sarıya boyanmış bölgelerdeki sayıların toplamı kaçtır?
48bd3647-1c0b-5a22-877f-0d38c1a92c14	2023-2024-ACİL-TYT Matematik Soru Bankası	232	6	300	ok	valid_end_?	nulmuştur. Buna göre, sürahideki limonatanın kaçta kaçı C bardağına konulmuştur?
8b7cd275-b64b-5615-a280-d4c514f7c565	2024-ACİL TYT Matematik Geometri Kitap-1	88	10	611	ok	valid_end_?	ayıp $1\frac{3}{3}$ kesrini elde etmek istiyor. Buna göre, a + b toplamı kaçtır?
d74b7359-90ba-5b17-be51-3a2fc4a36cc5	2024-ACİL TYT Matematik Geometri Kitap-1	90	10	289	ok	valid_end_?	an kesri belirtmek için bu şekilde kaç birim kare daha yeşil renge boyanmalıdır?
daf60e8d-7d32-52bf-b9a4-eec59f20d7a9	2024-ACİL TYT Matematik Geometri Kitap-1	99	6	173	ok	valid_end_?	şeklinde tanımlanmıştır. Buna göre, verilen eşitliği sağlayan $x$ değeri kaçtır?
279595dd-9d57-5fdf-be11-dac6161da25c	2023-2024-ACİL-TYT Matematik Soru Bankası	272	6	386	ok	valid_end_?	arda oluşan karışımın %a ve %b'si tahin oluyor. Buna göre, $a+b$ toplamı kaçtır?
60fc09cc-5851-564b-b1fe-4b26ad3964ee	345 2024 Ayt Matematik Soru Bankası	251	7	224	ok	valid_end_?	un türevi olan $f'(x)$ fonksiyonunun grafiği aşağıdakilerden hangileri olabilir?
ce403426-9264-56d4-a1ba-eb21c47c89a7	2024-ACİL TYT Matematik Geometri Kitap-1	140	19	280	ok	valid_end_?	zaklık gösterilmiştir. Buna göre, gösterilen uzaklığın bilimsel gösterimi nedir?
f5639579-fdcb-5b8b-b3fb-27d372444963	2024-ACİL TYT Matematik Geometri Kitap-1	140	22	443	ok	valid_end_?	ablonun üçüncü satırındaki tüm sayıların çarpımı $9^a$ dır. Buna göre, a kaçtır?
8641bd16-fedf-5f10-9961-0435cc79d589	2023-2024-ACİL-TYT Matematik Soru Bankası	348	10	288	ok	valid_end_?	e olduğuna göre, D noktasının ordinatını veren ifade aşağıdakilerden hangisidir?
2ff22f4c-fa97-556c-90c8-229dac5cb3ad	2024-ACİL TYT Matematik Geometri Kitap-1	152	16	337	ok	valid_end_?	köşesinde olduğuna göre, $\sqrt{48}$ sayısı kaç nolu karenin kenarı üzerindedir?
4fd10851-434e-58e7-bfef-3963274de4cf	2024-ACİL TYT Matematik Geometri Kitap-1	152	17	408	ok	valid_end_?	inin sol kefesine kütleleri $5$ gr olan cisimlerden en az kaç tane konulmalıdır?
cbf3a417-8261-5556-b2cd-881d30a6b2a8	2024-ACİL TYT Matematik Geometri Kitap-1	152	18	290	ok	valid_end_?	 arası $\sqrt{1050}$ birim olduğuna göre, $2^m \cdot 5^n$ çarpımı en çok kaçtır?
406a3158-6ab9-5bb1-9cad-29c584371b32	2023-2024-ACİL-TYT Matematik Soru Bankası	356	7	74	ok	valid_end_?	Yukarıdakilerden hangilerinde fonksiyonların grafikleri doğru çizilmiştir?
d2762107-b1bd-55e1-a3d9-cd3469c6bd3d	2024-ACİL TYT Matematik Geometri Kitap-1	160	13	184	ok	valid_end_?	kolata parçaları Şekil II'de verilmiştir. Buna göre, x'in uzunluğu kaç birimdir?
52c73695-6717-5fc2-89cc-696fd5930e4c	Mikro-2024-Tyt Ayt-Geometri Soru Bankası	392	9	118	ok	valid_end_?	TH| \perp (ABC)$, $|TH| = 8$ cm, $|HD| = 3$ cm olduğuna göre, santimetrekaredir?
fd3dbd59-459d-5cbd-8a8c-190e04b752e3	2024-ACİL TYT Matematik Geometri Kitap-1	194	9	275	ok	valid_end_?	ği sayılarla orantılı olduğuna göre, sepetteki toplam meyve sayısı en az kaçtır?
836c07f5-2138-5f6b-ae33-d09e77006b37	Orijinal-2024-Geometri Soru Bankası	123	8	191	ok	valid_end_?	cm $|DE| = 4$ cm Yukarıdaki verilere göre, Alan($\widehat{ABC}$) kaç $cm^2$ dir?
6fada6ed-0e82-5303-a640-64579af60c6a	Orijinal-2024-Ayt-integral	87	Örnek 11	157	ok	valid_end_?	ştir. $A+B=3C$ ve $\int_{-2}^{3} f(x) dx = 18$ olduğuna göre, $B$ değeri kaçtır?
93426aa0-8948-54c4-ac8b-45ec6171b831	Orijinal-2024-Ayt-integral	110	SORU-9	218	ok	valid_end_?	d}x = 4$  olduğuna göre, $\int_1^3 f(x) \mathrm{d}x$ integralinin sonucu kaçtır?
f0fbf33d-7f14-5f66-a1ec-2faadad4a5f1	Orijinal-2024-Ayt-integral	110	SORU-11	238	ok	valid_end_?	i aşağıda verilmiştir.  Buna göre, mavi boyalı bölgenin alanı kaç birim karedir?
5aa582bc-f37c-5a95-9fb7-33907c9258a0	Orijinal-2024-Ayt-integral	110	SORU-12	167	ok	valid_end_?	rabolü B noktasında x eksenine teğet ise boyalı bölgenin alanı kaç birimkaredir?
573bdeff-1a60-591a-9f11-bdaee07fe334	345 2024 Ayt Kimya Soru Bankası	73	7	155	ok	valid_end_?	dilerek çözeltiler hazırlanmıştır. Buna göre, aşağıdakilerden hangisi yanlıştır?
718b567c-45b2-594f-972f-e8d9bbb9f6fa	Orijinal-2024-Ayt-integral	152	7	235	ok	valid_end_?	t_{-2}^{p} f'(2x+4) dx = \frac{1}{6}$ olduğuna göre, $p \cdot k$ değeri kaçtır?
36858a61-e8cf-5aaa-a0ca-ea0e9389d1ab	Orijinal-2024-Ayt-integral	156	6	205	ok	valid_end_?	nı 27 birimkare olduğuna göre $\int_{0}^{a} f(x) dx$ integralinin değeri kaçtır?
8fbfccbd-a843-529d-bd89-f0e7b3a169c0	Orijinal-2024-Geometri Soru Bankası	210	8	154	ok	valid_end_?	 $|AE| = |EB|$, $|DF| = 8$ cm. Yukarıda verilenlere göre, $|AD| = x$ kaç cm'dir?
5cbc086a-7b3c-5e84-8d1d-3945b6fb1700	Orijinal-2024-Geometri Soru Bankası	267	8	143	ok	valid_end_?	50^{\circ}$. Yukarıda verilenlere göre, $m(\widehat{CDA})=\alpha$ kaç derecedir?
4818f367-5f92-5003-9ce5-ec47ec2c684d	345 2025 Ayt Matematik Soru Bankası	111	10	137	ok	valid_end_?	$|CE| = 2$ cm $|BC| = 2$ cm $|CD| = 10$ cm olduğuna göre, $|DE| = x$ kaç cm'dir?
5b9936f7-69e8-56b0-a857-e833e04e01c9	Orijinal-2024-Ayt-Trigonometri	122	6	304	ok	valid_end_?	ıştır. Trigonometrik fonksiyon grafikleri Buna göre, $a \cdot b$ çarpımı kaçtır?
dcc28d78-4273-5b94-8a83-6c459a2e07e4	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	7	11.	120	ok	valid_end_?	 Yukarıdaki verilere göre, $x$'in $c$ türünden eşiti aşağıdakilerden hangisidir?
c15b7d26-9afe-52c2-aa94-8cecfd7dc9aa	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	10	10.	138	ok	valid_end_?	t{CDA}) = 35^{\circ}$ dir. Buna göre, $m(\widehat{CBA}) = \alpha$ kaç derecedir?
b40e4bdf-56eb-5b0b-b424-0b99410ae4b8	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	10	11.	125	ok	valid_end_?	idehat{DEF}) = 20^{\circ}$ dir. Buna göre, $m(\widehat{CDE}) = x$ kaç derecedir?
e7464338-753d-5b05-894b-a9826381fa57	345 2025 Tyt Ayt Geometri Soru Bankası 1	27	7	119	ok	valid_end_?	$m(\text{BFC})=250^ ext{o}$ olduğuna göre, $m(\text{CDE})=\alpha$ kaç derecedir?
ef6e35d0-74e8-5482-849b-cea837922977	345 2025 Tyt Ayt Geometri Soru Bankası 1	107	5	122	ok	valid_end_?	rac{|BC|}{|BF|} = \frac{3}{5}$, $|AB| = 15$ cm olduğuna göre, $|DE|$ kaç cm'dir?
5dda18a2-bd85-51ce-b128-d230ff9815cd	345 2025 Tyt Ayt Geometri Soru Bankası 1	123	7	114	ok	valid_end_?	 $[AB] \perp [AC]$ $|AB| = 3$ cm $|BC| = 5$ cm olduğuna göre, $|EF|$ kaç cm'dir?
495211b4-9cad-5151-b021-39bc9ad87697	345 2025 Tyt Ayt Geometri Soru Bankası 1	127	8	143	ok	valid_end_?	BD| = 7$ cm, $|DC| = 9$ cm, $|AC| = 16$ cm olduğuna göre, $|EC| = x$ kaç cm'dir?
70d32006-60d7-5a29-ad8e-c89669f25145	345 2025 Tyt Ayt Geometri Soru Bankası 1	127	9	121	ok	valid_end_?	cm, $m(\widehat{BAC}) = 2m(\widehat{DAC})$ olduğuna göre, $|BD| = x$ kaç cm'dir?
a93c608b-6dec-5d3d-a7b8-3830158b4153	345 2025 Tyt Ayt Geometri Soru Bankası 1	173	8	116	ok	valid_end_?	\perp [BC]$, $|AD| = 6$ cm, $|AB| = 10$ cm olduğuna göre, $|DC| = x$ kaç cm'dir?
6ac34af2-6add-520d-a429-23b0ec8234a9	345 2025 Tyt Ayt Geometri Soru Bankası 1	179	7	134	ok	valid_end_?	üçgeninin iç açıortaylarının kesim noktası olduğuna göre; Çevre(ABC) kaç cm'dir?
9ab756bb-0bf4-5ad5-a125-9917b9b76668	345 2025 Tyt Ayt Geometri Soru Bankası 1	213	8	209	ok	valid_end_?	rleri. $S_1 = 10 \text{ cm}^2$ olduğuna göre, $S_2 + S_3$ kaç $\text{cm}^2$ dir?
4a113d68-f133-5ac7-a026-c959867f7fdb	345 2025 Tyt Ayt Geometri Soru Bankası 1	219	7	147	ok	valid_end_?	 $cm^2$, $A(AFE)=49$ $cm^2$ olduğuna göre, boyalı bölgenin alanı kaç $cm^2$ dir?
edca30f6-2cf9-599f-9e2a-4360f54118db	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	22	10	132	ok	valid_end_?	^{\circ}$, $2|AB| = |DC|$. Buna göre, $m(\widehat{ACB}) = \alpha$ kaç derecedir?
d7fbaac3-b56f-5c18-a446-fa37ece503a4	345 2025 Tyt Ayt Geometri Soru Bankası 1	223	5	122	ok	valid_end_?	erp DB$, $|AE| = 5$ cm ve $|DB| = 8$ cm olduğuna göre, Alan(ABC) kaç $cm^2$ dir?
b5b67a12-eacf-58f8-bb7e-4eabe0eb7dda	345 2025 Tyt Ayt Geometri Soru Bankası 1	257	8	144	ok	valid_end_?	B|=4$ cm, $|DA|=9$ cm, $|DC|=16$ cm olduğuna göre, yamuğun alanı kaç $cm^2$'dir?
9841224d-f600-56f1-8c76-37be8acaf148	345 2025 Tyt Ayt Geometri Soru Bankası 1	265	8	128	ok	valid_end_?	DC| = 6$ cm, $|AD| = 8$ cm, $|AB| = 12$ cm olduğuna göre, $|CF| = x$ kaç cm'dir?
46d7befa-df62-52e9-b9d5-da76da990c58	345 2025 Tyt Ayt Geometri Soru Bankası 1	303	12	103	ok	valid_end_?	| = |FC|$, $|DE| = |EC|$ olduğuna göre, boyalı alanın $A(ABCD)$'ye oranı kaçtır?
837303b1-7f49-59a5-97d6-93829eeeb2fc	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	50	12	136	ok	valid_end_?	rim, $|AF| = 2$ birim, $|FD| = 1$ birim, $|EC| = x$ Buna göre, $x$ kaç birimdir?
d9882e21-e9c9-5f59-b079-90e9aa48f29e	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	53	12.	359	ok	valid_end_?	uştur. Buna göre, Şekil 2'de görünen pembe renkli bölgenin çevresi kaç birimdir?
1847364a-70bc-592a-9f40-896a937f07c4	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	68	14	133	ok	valid_end_?	 $|AC| = 3$ cm, $|DE| = 9$ cm, $|BE| = 19$ cm. Buna göre, $|BC| = x$ kaç cm'dir?
1f9237ac-b435-585b-9fec-7470bd0c5b01	2023-2024-ACİL-TYT Matematik Soru Bankası	30	7	393	ok	valid_end_?	, mavi kutulardan birinin birim türünden yüksekliğinin rakamları toplamı kaçtır?
1324d318-362b-5877-8781-2c6e129add94	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	71	14	145	ok	valid_end_?	BF| = 5$ cm, $|FE| = 3$ cm, $|EC| = 6$ cm, $|AE| = x$ Buna göre, $x$ kaç cm'dir?
4724fc41-c074-575b-8556-1baefd35bb20	2023-2024-ACİL-TYT-Matematiğin İlacı	31	12	327	ok	valid_end_?	maklı farklı sayılardır. Buna göre, Apartman Görevlisi ücreti en çok kaç TL'dir?
025fc511-d615-50d5-b2ad-f119ba0c109b	2023-2024-ACİL-TYT Matematik Soru Bankası	48	7	141	ok	valid_end_?	r pozitif tam sayı olduğuna göre, $\frac{A}{B} \cdot C$ işleminin sonucu kaçtır?
8db77751-74a2-5129-9d9e-a67e17f58fc8	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	86	12	274	ok	valid_end_?	e aydınlanmıştır. $[AA'] // [B'C']$ Buna göre, $\frac{|AD|}{|DB|}$ oranı kaçtır?
cd4c0330-cd1e-5906-a19b-1b3eb72fb814	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	89	13.	141	ok	valid_end_?	A(AEK)=S_1$, $A(KDC)=S_2$ cm$^2$ dir. Buna göre, $S_1-S_2$ farkı kaç cm$^2$ dir?
df66caff-0ee5-5e50-ace7-5d1eab8140be	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	92	13	139	ok	valid_end_?	A(\text{CED})=8$ birimkaredir. Buna göre, $\frac{|AH|-|DN|}{|EK|}$ oranı kaçtır?
bae5352e-37c5-5927-87f5-00a4ea7edb33	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	95	14	220	ok	valid_end_?	birim. Buna göre, taralı bölgenin alanının $BDE$ üçgeninin alanına oranı kaçtır?
301b1fee-1ae1-5c46-b9c4-35370d98b258	Orijinal-2024-Ayt-Trigonometri	138	6	282	ok	valid_end_?	$\beta$ açıldığında $y$ birim olmaktadır. Buna göre, $\frac{x}{y}$ oranı kaçtır?
887b531d-0e3b-5e0f-b9f8-7a7e947a3226	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	101	13	176	ok	valid_end_?	m, $|DC| = 4$ cm, $|BC| = 3$ cm Buna göre, taralı bölgenin alanı kaç $cm^2$ dir?
88e9072b-d8da-53a4-ac91-4d7d2871bcbe	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	108	15	192	ok	valid_end_?	, $[EC] = 8 \text{ cm}$ Buna göre, taralı alanlar toplamı kaç $\text{cm}^2$ dir?
89251915-60ef-5e5e-bebf-462c262f60f4	Orijinal-2024-Ayt-Trigonometri	164	11	186	ok	valid_end_?	|CE| = |ED|$ $m(\widehat{BGE}) = \alpha$ Buna göre, $\tan \alpha$ değeri kaçtır?
b98a5399-6cb1-506c-9a20-0eec672e3122	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	112	9	389	ok	valid_end_?	ın eşitsizliği kanıtlaması için aşağıdaki üçgenlerden hangisini çizmesi gerekir?
a3b4a14e-e8c7-5bf6-911f-a3155a05951e	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	122	14.	153	ok	valid_end_?	perp [GD]$ $|AD| = 3$ cm ve $|DC| = 1$ cm'dir. Buna göre, $|BC| = x$ kaç cm'dir?
57daf280-f599-5919-9ec2-317fa85dd25c	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	128	12	153	ok	valid_end_?	irc$, $|AH| = 4$ birim, $|HE| = 3$ birim. Buna göre, $A(AECD)$ kaç birimkaredir?
95008d58-d5fd-58de-b328-ab4cb2febcef	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	131	14	134	ok	valid_end_?	erp [AB]$, $[EB] = 15$ birim, $[EC] = 20$ birim. Buna göre, $[DF]$ kaç birimdir?
353846c5-783b-5efd-b686-bcae085169cf	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	140	12	141	ok	valid_end_?	$, $|BF| = 12$ birim, A(ABCD) = 96 birimkare Buna göre, $|EF| = x$ kaç birimdir?
d74725e5-edfd-5a6c-9e8e-1a2baabb2bcf	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	152	14.	116	ok	valid_end_?	$, $[BD]\cap[HC]=\{E\}$. $|HE|=2$ cm, $|AH|=1$ cm. Buna göre, $|EC|$ kaç cm'dir?
f7f01615-8df7-538a-8242-fa8fff81bd49	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	158	13	106	ok	valid_end_?	 \perp [BC]$, $A(\triangle DEC) = 9$ cm$^2$ Buna göre, $A(ABCD)$ kaç cm$^2$ dir?
4e09a1b2-114f-5726-b8ad-ddfab2ee98e6	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	158	14	121	ok	valid_end_?	[EF] \perp [BC]$ $|AD| = 5$ cm, $|DC| = 10$ cm Buna göre, $|BE| = x$ kaç cm'dir?
20909161-f92e-5134-bbc4-f933ba0348ad	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	164	12	539	ok	valid_end_?	eşlik tam açılırsa camın hangi boyutlarındaki dikdörtgen kısmını güneşten korur?
29d4e25c-549a-5dc6-8427-3a4ccea6d6b7	Orijinal-2024-Ayt-Trigonometri	196	6	117	ok	valid_end_?	rim $|BC|=21$ birim $m(\widehat{CAB})=\alpha$ Buna göre, $\alpha$ kaç derecedir?
541749ca-7261-55b7-bd14-b9a8ad99aca1	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	180	11	101	ok	valid_end_?	öşegen, $|EC|=|AF|=13$ birim, $|EF|=10$ birim. Buna göre, $|DE|=x$ kaç birimdir?
e57e8b70-cea4-5013-9e85-61c662c9c747	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	180	12	146	ok	valid_end_?	|EF|=7$ birim. Buna göre, $|EA|=x$'in alabileceği değerler toplamı kaç birimdir?
8a821639-56b4-530d-82c2-d4cd144b5b4d	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	180	13	113	ok	valid_end_?	105^\circ$, $|DE|=|BE|$, $|BE|=6\sqrt{2}$ birim. Buna göre, $|AB|$ kaç birimdir?
7380b392-88e7-5e86-b4be-335960899873	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	203	12	99	ok	valid_end_?	|AB|=|AD|$, $|EF|=5$ birim. Buna göre, $|AC|^2+|BD|^2$ toplamı kaç birimkaredir?
00be13f2-8fb9-50c5-9235-190cfce94ebc	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	206	10	130	ok	valid_end_?	, $|AD|=8$ cm, $m(\widehat{BAD})=30^\circ$. Buna göre, $A(DECF)$ kaç $cm^2$ dir?
75ca6944-992c-5b55-b565-8f76fce04dc7	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	209	13	122	ok	valid_end_?	 |EA|$ $|BC| = 8$ cm, $|BE| = 17$ cm Buna göre, $A(ABCD)$ kaç $\text{cm}^2$ dir?
5dd559f9-1d55-5452-bfba-8d20810755ec	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	212	14.	107	ok	valid_end_?	 \perp [BD]$, $|DC| = 4$ cm, $|AB| = 10$ cm Buna göre, $A(ABCD)$ kaç $cm^2$ dir?
3a0255dd-39fe-5418-a36c-8ebf5df22b65	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	245	14	102	ok	valid_end_?	(\widehat{ABO}) = 15^\circ$ olduğuna göre, $m(\widehat{OCA}) = x$ kaç derecedir?
b2f16733-aee6-5819-8efa-7143811ead06	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	262	13	211	ok	valid_end_?	KLMN dikdörtgen ve $|KN|=3\sqrt{3}$ birim olduğuna göre, $|A'M|=x$ kaç birimdir?
8ef23030-6c09-5431-9938-18dd720ddbd2	345 2025 Tyt Kimya Soru Bankası	157	7	292	ok	valid_end_?	e oranı $(\frac{m_X}{m_Y}) = \frac{5}{9}$'dur. ifadelerinden hangileri doğrudur?
a68d83a8-57e0-5349-9e54-2d04a434b4d6	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	265	10.	110	ok	valid_end_?	DB] \perp [AB]$, $|OD|=3$ cm ve $|OA|=4$ cm'dir. Buna göre, $|AB|=x$ kaç cm'dir?
e0fca17a-0ed2-5772-a951-8ad1d6b7c835	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	299	12.	176	ok	valid_end_?	E| = |DC| = 6$ birim olduğuna göre, yeşil bölgenin alanı kaç $\pi$ birimkaredir?
87a2c154-634c-54b5-9aa1-79a51029f746	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	307	14	90	ok	valid_end_?	kenarortayların kesim noktasıdır. $2|CD| = |BD|$ Buna göre, $|GD|$ kaç birimdir?
34ccee86-3744-5486-bf7d-56414140d6fb	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	372	16	151	ok	valid_end_?	im, $|EH|=14$ birim ve $|AK|=|LG|=2$ birimdir. Buna göre, $|KL|=x$ kaç birimdir?
6ef145fa-8fa4-53a0-a4fb-393f9321d8e1	Orijinal-Tyt Ayt Geometri Soru Bankası	79	10.	141	ok	valid_end_?	\{E\}$, $[AD]=[BD]$, $|EG|=2$ cm. Yukarıdaki verilere göre, $|BE|=x$ kaç cm'dir?
ae0e32bd-0675-5cb7-b94c-ea1a26359481	345 2024 Ayt Fizik Soru Bankası	31	6	330	ok	valid_end_)	ir? ($\sin37^\circ = 0,6$, $\cos37^\circ = 0,8$, $g = 10 \text{ m/s}^2$ alınız.)
e8b0be4e-7cef-5bf7-ae77-26a3a73e61ac	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	384	15	431	ok	valid_end_?	ir köşesi ile yeşil karenin bir köşesi arasındaki uzaklık en çok kaç birim olur?
b6efd671-2238-5fbc-a12c-7869922db2b5	345 2024 Ayt Fizik Soru Bankası	83	8	339	ok	valid_end_?	 değişkenler ve bu değişkenlerle ilgili verilen bilgilerden kaç tanesi doğrudur?
483c596f-db62-5b27-915d-3fc90bab44e7	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	417	10	536	ok	valid_end_?	l 2'deki konuma getirildiğinde silindirin içinde bulunan su hangi oranda azalır?
cab5a5e8-8087-5d06-8f59-46b05e2a346a	2023-2024-ACİL-TYT-AYT Geometri Soru Bankası	429	16	156	ok	valid_end_?	$ ve $B$ noktalarında kesişmektedir. Buna göre, Çevre($A O_1 O_2$) kaç birimdir?
798498ea-855b-51d0-9333-9b9fcaac97c5	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	4	8	148	ok	valid_end_?	t{CDE}) = 135^\circ$ ve $m(\widehat{ACD}) = x$ olduğuna göre, $x$ kaç derecedir?
5b346ecc-6dd7-548b-8447-957b3138134f	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	4	9	135	ok	valid_end_?	at{ECF}) = 54^\circ$ ve $m(\widehat{ABD}) = x$ olduğuna göre, $x$ kaç derecedir?
48665792-4f57-5cdb-a139-40b5c9ebb683	Orijinal-2024-Ayt-integral	112	7	249	ok	valid_end_?	eşittir. Buna göre, $\int_{2}^{8} (f(x) + f'(x)) dx$ integralinin değeri kaçtır?
8cf933ef-d062-5ede-9955-22eb8e4d6c68	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	4	11	161	ok	valid_end_?	at{BCE}) = 50^\circ$ ve $m(\widehat{CEF}) = x$ olduğuna göre, $x$ kaç derecedir?
e5fc1491-8567-5a42-b737-fb126af2b46d	345 2024 Ayt Kimya Soru Bankası	139	8	160	ok	valid_end_?	şağıda verilmiştir. Buna göre tepkimenin yavaş adımı aşağıdakilerden hangisidir?
59948ef7-2b77-5446-8687-e5e7cefa7808	Orijinal-2024-Ayt-Trigonometri	108	7	260	ok	valid_end_?	yla açılarak Şekil 2 oluşturuluyor. Buna göre, $\frac{|AD|}{|BC|}$ oranı kaçtır?
8e60f55d-e259-5eb1-a2c6-70d2efb5ad0d	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	12	11	122	ok	valid_end_?	widehat{BDC}) = 40^ ext{o}$ $m(\widehat{ACB}) = x$ Buna göre, $x$ kaç derecedir?
10bf4cc1-8f3b-5376-9169-880b0d2fc9be	Orijinal-Tyt Ayt Geometri Soru Bankası	89	9.	159	ok	valid_end_?	 şekilde $m(\widehat{ACB})=m(\widehat{ADC})$ olduğuna göre, $|AE|=x$ kaç cm'dir?
42151a2a-336a-53e7-87b7-937b830e7ab8	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	14	8	154	ok	valid_end_?	widehat{ACB}) = 60^ ext{o}$ $m(\widehat{DEF}) = x$ Buna göre, $x$ kaç derecedir?
f8f386c4-fcd8-5ad0-b3de-86b982b6352b	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	14	9	132	ok	valid_end_?	widehat{DAC}) = 38^ ext{o}$ $m(\widehat{ABC}) = x$ Buna göre, $x$ kaç derecedir?
81506029-4caa-5b8a-a631-b0ae347df52d	Orijinal-Tyt Ayt Geometri Soru Bankası	97	8.	47	ok	valid_end_?	Yukarıda verilenlere göre, $|DB|=x$ kaç cm'dir?
491cfe31-2bc9-58a1-b215-0f7d5d23739a	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	16	10	159	ok	valid_end_?	widehat{ABE}) = 25^ ext{o}$ $m(\widehat{BED}) = x$ Buna göre, $x$ kaç derecedir?
449e5113-c75a-50bc-88f3-1d96482b66e3	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	18	8.	174	ok	valid_end_?	widehat{ABE}) = 84^ ext{o}$ $m(\widehat{BFD}) = x$ Buna göre, $x$ kaç derecedir?
0065b275-c3a5-563c-9fbe-ed7ad0deff30	2023-2024-ACİL-TYT-AYT-Geometrinin İlacı	20	8	124	ok	valid_end_?	$m(\widehat{ADE})=37^\circ$, $m(\widehat{ABC})=x$. Buna göre, $x$ kaç derecedir?
