id,subject_area,q,oa,ob,oc,od,oe,key
4f1aa970-f329-5828-871e-d688c9e003fe,EDEBIYAT,"Nesini söyleyeyim gözleri âhû
Bana cevr eyleyen hiç güler mi ya
Perişan hâlime bakındı ya Hû
Sana meyl veren koç güler mi ya
Bu dörtlükte aşağıdaki söz sanatlarından hangisine yer verilmemiştir?",Teşbih,İstifham,Nida,İstiare,İntak,E
dd23f330-b9c5-5ab4-83fa-6dbebbe35054,EDEBIYAT,"Çok kısa süren hayatında hem söyledikleri hem de söyleyiş biçimlerindeki yeniliklerle modern edebiyatın öncü isimlerinden olmuştur. Roman, öykü, tiyatro, günlük gibi değişik türlerde eserler vermiştir. Turgut Özben, Selim Işık gibi toplum kurallarıyla çatışma içinde olan aydınların iç dünyalarını mizahın gücünden, modern ve postmodern anlatım tekniklerinden ustaca yararlanarak anlatmıştır. Yazar, Mustafa İnan'ın hayatını anlatan bir de biyografik roman yazmıştır.
Aşağıdakilerden hangisi bu parçada tanıtılan yazara ait bir eser değildir?",Bir Bilim Adamının Romanı,Tutunamayanlar,Tehlikeli Oyunlar,Korkuyu Beklerken,Ölmeye Yatmak,D
8b0139a9-6900-5347-a78d-b14622c266e1,EDEBIYAT,"Mai ve Siyah, duygusal bir genç şairin hayal ve hayal kırıklıkları üzerine kurulmuş romanıdır. ---- yazdığı yeni tarz şiirleriyle çığır açacak, tanınacak, zengin olup üst sınıftan ---- ile evlenerek adeta kadınların yeniden çizilecek, fakat aydınlık mai bir gecede kurduğu bu hayalleri gerçekleştirmeme şansını yakalayamaz.
Bu parçada boş bırakılan yerlere aşağıdakilerden hangileri getirilmelidir?",Celal - Dilber,Meftun - Edibe,Ahmet Cemil - Lamia,Bihruz - Periveş,Behlül - Bihter,C
60fd22e7-b3c6-5d94-9764-5be382ba96da,EDEBIYAT,"Edebiyatta bir şairin şiirlerini belli bir düzene göre toplayan mecmuaya da ""divan"" denir. Şiirlerin bir düzen içinde sıralanmasına divan tertibi denir. Böyle divanlara da ---- divan (tertîp edilmiş, düzenlenmiş divan) adı verilir. Bir divan, şairin kendisi tarafından tertip edilebildiği gibi, özellikle şairin ölümünden sonra başkası tarafından da düzenlenebilirdi.
Bu parçada boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",müseddes,müretteb,müstesnat,muhammes,mürettep,B
80272528-37ee-58ca-b40a-9e4a71389577,EDEBIYAT,"Uygurca eserlerde dram tanrısı izlerini taşımayan, yani geleceğin Burkanı olan Maitreya ile buluşma adını taşıyan büyük eserde teferruatlı bir şekilde buluyoruz. Bu eserde adından da anlaşılacağı gibi Şekyamuni Burhaları yaşamakta olduğu Tanrılar Âleminden dön-yamıza inip bir şehzade olarak dünyaya gelişi ve erme mertebesine ulaşıncaya kadar geçen hayatı, selefi tari-hi Burkan'ın hayatına benzetilerek dinî bir destan şek-linde anlatılmıştır. Tiyatronun ilk izlerine rastlama eserde olduğu gibi Uygurlarda basit düzenekle oluştu-rulan tiyatroya ---- denir.
Bu parçada boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",Kalaç,Kökünç,Tuluat,Burkan,Çestani,B
4194702b-4eb7-5519-8c17-855566dd51fe,EDEBIYAT,"(I) Bu dönem tiyatrosu, Batı tiyatrosunun etkisi altındadır. (II) Yazılan tiyatro eserleri, dönemin sosyal hayatı ile ilgili ipuçları vermektedir. (III) Eserlerde aile konusunun geniş biçimde ele alındığı görülmektedir. (IV) Bu eserler edebî yönden zayıf, teknik bakımdan da kusurludur. (V) Darülbedayi adında ilk Osmanlı tiyatrosu kurulmuştur. Numaralanmış cümlelerin hangisinde Tanzimat Dönemi Türk tiyatrosuyla ilgili bir yanlışlık vardır?",I,II,III,IV,V,E
0d96dff6-c732-5b1b-9b0f-106aecfde0f9,EDEBIYAT,"16. yüzyılda yaşadığı sanılan bir halk şairidir. Çoğunlukla koçaklama türünde örnekler vermiş, coşkulu şiirler söylemiştir. ""Tüfek icad oldu mertlik bozuldu"" dizesi ve Bolu Beyi'yle olan mücadelesiyle efsaneleşen şair, halkın gönlünde bir kahraman olarak yerini almıştır. Bu parçada sözü edilen halk ozanı aşağıdakilerden hangisidir?",Köroğlu,Dadaloğlu,Seyrani,Aşık Ömer,Aşık Veysel,A
f661e293-8c1d-5710-9590-88990286f3a5,EDEBIYAT,"I. Taklit yoluyla çift karakterler anlatılır.
II. Oyuncu kadrosu tek kişiden ibarettir.
III. Dekor, elbisesi, sahnesi yoktur.
Numaralanmış cümlelerde özellikleri verilen tür aşağıdakilerden hangisidir?",Orta oyunu,Meddah,Köy Seyirlik Oyunları,Karagöz,Opera,B
c071c0b6-c2c6-5346-8e7a-2b98bfcff9a3,EDEBIYAT,Aşağıdakilerin hangisi millî ve dinî duyarlılığı yansıtan yazarlardan değildir?,Mustafa Necati Sepetçioğlu,Hüseyin Rahmi Gürpınar,Halide Edip Adıvar,Mithat Cemal Kuntay,Refik Halit Karay,B
fb0de1a2-0360-54f0-8898-5d8e181625b5,EDEBIYAT,"Türk kültür tarihinin sözlü ve yazılı kaynaklarından bir bölümünü de masallar oluşturmaktadır. Bu masallardan bazıları eski Türk metinlerinden veya başka dillerden gü- nümüz Türkçesine çevrilmiştir. Bu çerçevede Türk ede- biyatında Uygur Dönemi eseri olan ---- masal özelliği gösteren ilk eserlerdendir. Arap ve İran kaynaklı ---- adlı eser ise Türk edebiyatının farklı dönemlerinde birçok şair ve yazara ilham vermiştir.
Bu parçada boş bırakılan yerlere aşağıdakilerin han- gisi sırasıyla getirilmelidir?",Kalyanamkara ve Papamkara - Binbir Gece Masalları,Kelile ve Dimne - Billur Köşk,Kalyanamkara ve Papamkara - Pançatantra,Kelile ve Dimne - Pançatantra,Billur Köşk - Binbir Gece Masalları,A
4a8946cb-7704-5bae-b863-a42de2b3f409,EDEBIYAT,"Servetifünun şairleri bireysel konulara yönelerek tamamen sanatsal bir söyleyişi tercih etmişler, hiç sosyal konulara değinmemişlerdir. ----, ----, ---- dönemini bu anlayışına uygun şiirler yazan sanatçılardır. Bu parçada boş bırakılan yerlerden birine aşağıdaki sanatçılardan hangisi yazılamaz?",Tevfik Fikret,Cenap Şahabettin,İsmail Safa,Faik Ali,Hüseyin Siret,A
43ea1d04-4dba-50fb-b184-f10fe574186b,EDEBIYAT,"I. Hücremde Ay Işığı adlı kitabıyla 1960 sonrası toplumcu şairler kuşağı içerisinde yer alarak şiirlerinde kenar mahalle insanının duygu ve düşüncelerini yansıttı.
II. İlk kitabı Bir Ermeni General'den sonra şiiri daha çok toplumsal gerçekçi bir çizgide gelişerek yalın ve içten bir söyleyiş kazandı.
III. Somut ve nesnelci bir toplumsal eleştiri üzerine kurulu Evet İsyan adlı şiir kitabıyla devrimci duyarlığını yansıttı.
IV. Toplumcu anlayışı epik anlayışla bağdaştıran şair; şiirlerini Kavgamızın Yüreği, Yaşadığımız Günlerin Şiirleri, Sen de Katılmalısın Yaşamın Savunmaya adlı kitaplarda topladı.
Numaralanmış cümlelerde aşağıdaki sanatçılardan hangisi ile ilgili bilgi yoktur?",İsmet Özel,Nihat Behram,Kemal Özer,Ataol Behramoğlu,Refik Durbaş,E
7a2712b8-cdf1-5a15-8cc9-ef7eea2a02cf,EDEBIYAT,"I. Yoksulluk Dünyayı Sevdik - Arif Damar
II. Kızamık Ağıdı - Ceyhun Atıf Kansu
III. Yaşadıkça - Rıfat Ilgaz
IV. Kapalı Çarşı - Hasan Hüseyin Korkmazgil
V. Yol Üstündeki Semender - Ahmet Oktay
Yukarıdaki şair-eser eşleştirmelerinden hangisinde yanlışlık yapılmıştır?",I,II,III,IV,V,A
dd92530a-6c19-5b26-9e34-e72119c8c02e,EDEBIYAT,"I. Türk edebiyatında Dede Korkut Hikâyeleri, destandan hikâyeye geçişin ilk ürünü kabul edilir.
II. Ahmet Mithat'ın yazdığı Letaif-i Rivayat ilk hikâye örneklerinden birisi olarak kabul edilmektedir.
III. Mesneviler, Tanzimat'tan önce hikâyelerin yerini tutan türlerden biridir.
IV. Bu türün ilk sağlam ve güzel örneklerini Sami Paşazade Sezai'nin Küçük Şeyler adlı eserinde bulunur.
Hikâye türünün gelişimini anlatan numaralanmış cümlelerin kronolojik sıralaması aşağıdakilerden hangisinde doğru verilmiştir?",I - II - III - IV,I - III - II - IV,I - III - IV - II,III - I - IV - II,IV - II - III - I,B
151e0286-3065-5194-b647-00000484cf3f,EDEBIYAT,"--- gerçeküstücülüğü, her şeyden önce kurulu düzene, yaygın ve resmî ahlaka, düşünceye, estetiğe karşı çıkan bir akım olarak sunuyor. Gerçekten de, yalnızca ruhsal düzeyde kalmasına rağmen devrimci ve başkaldırıcı bir yanı var bu akımda hatta bu akım toplumsal kurumlara köklenci bir eleştiriyle yöneliyor. Düşünce ve duygu düzeyindeki olumsuzlamasıyla, Batı dünyasındaki sanat yaratılarına yeni bir nitelik, yeni bir boyut getiriyor.
Bu parçada boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",Victor Hugo,Stendhal,Emile Zola,Breton,Gautier,D
e3673829-dbbc-5e26-a7c8-d46eabd145e8,EDEBIYAT,"I. Güçlü çevre betimlemelerinin olması
II. Günlük yaşamdaki konuşmadan uzak bir dilin olması
III. Sanatçının kahramanları ile ilgili tarafsız olması
IV. Realist ve natüralist bir tutumun benimsenmesi
V. Olağanüstü tesadüflere yer verilmesi
Yukarıda numaralanmış özelliklerden hangisi Servetifünun hikâyesiyle ilgili değildir?",I,II,III,IV,V,E
439d248c-c0b0-5843-84ba-d064bf25308b,EDEBIYAT,"Aşağıdakilerden hangisi ""Tanzimat Edebiyatı II. Dönem şiiri"" ile ilgili bir bilgi yanlışı yapılmıştır?","Bireysel ve duygusal sorunlar şiire yansımış, toplumsal içerikli şiirlerde çokça yazılmıştır.","Sanatçıları dilin ağırlaştırmış, sanatı bir söyleyişi benimsemişlerdir.","Şiirler sanat açısından ele alınmışlar, estetiğe önem vermişlerdir.","Doğa betimlemesinin ilk örnekleri verilmiş, Abdülhak Hamit Tarhan ilk pastoral şiiri yazmıştır.","""Güzel olan her şey şiirin konusudur."" düşüncesiyle şiirin konusu genişletilmiştir.",A
031b65a4-5e53-59a8-902c-a165201300d7,EDEBIYAT,"I. Hayriyye
II. Mecalisü'n-Nefais
III. Siham-ı Kaza
IV. Kanuni Mersiyesi
Aşağıdaki sanatçılardan hangisi bu eserlerden herhangi biri ile eşleştirilemez?",Nefi,Mevlana,Nabi,Baki,Ali Şir Nevai,B
1af641fc-0d35-581b-9f07-427f89f679da,EDEBIYAT,"Bir sanat eseri ki bilgi verip de bilgi ile harmanlanmış yaşanmışlığı sanat zevki olarak tattırırsın. Sadece yaşanmışlık mı? Değil elbette. Sanatçının ürettiği eserlerde bir büyüteç yaması da iliştirir ki o sanatçıyla ilgili sır da kalmasın.
Aşağıda verilen sanatçılardan hangisi bu parçada sözü edilen edebî türle ilgili eser üretmiştir?",Naima,Latifi,Evliya Çelebi,Sinan Paşa,Nâbî,A
8bff882f-bce5-54a1-9d6b-f0e455934a60,EDEBIYAT,"""Kendisine eleştirmelidir olur yazar. Kendine bayılmazsan, acımazsan, kendini kayırmazsan, daha gerçekçi olursun."" düşüncesini savunur. İlk romanını Sarı... Sarı... ismiyle çıkarır. Bunu Yalnızlıkların Devren Kiralık ve onun devamı olan Bana Son Sözü romanları takip eder. 2008 yılında kaleme almaya başladığı üçlemesiyle Kinyas ve Kayra, Suskunlar, Masumiyet Müzesi, İnsan ve Korku'nun Türkçesi romanlarından oluşur. Son olarak Çırpınışlar adlı romanını çıkarır. Bu parçada boş bırakılan yere aşağıdakilerden hangisi getirilmelidir?",Hulki Aktunç,Cemil Kavukçu,Necati Tosuner,İskender Pala,Mustafa Miyasoğlu,A
bc340ce0-7cc3-551b-9f5b-d9d5a125c2c0,EDEBIYAT,"18. ---- akımında sanatkâr; hayat, insan ve tabiat karşısında objektiftir. Onlar bireyin duygu ve hayallerini esas olduğu lirik ve romantik şiirin yerine nesnel bir şiir isterler. Bu bakımdan dış dünyanın güzelliklerini açık bir nesnellik içinde anlatmayı tercih ederler. ---- akımında ise sanatkâr gördüklerini ve algıladıklarını dışına çıkar. Onlara göre tabiatta duyularımızla algıladığımız her nesne, bir varlık özünün dış görüntüsünden başka bir şey değildir. Asıl gerçek ise söz konusu görüntünün arkasında gizlidir. Sanatkârın görevi de gizli manayı eserinde vermesi, en azından sezdirmesidir. Bu parçada boş bırakılan yerlere sırasıyla aşağıdakilerden hangisi getirilmelidir?",Natüralizm - Romantizm,Realizm - Sürrealizm,Parnasizm - Sembolizm,Realizm - Romantizm,Parnasizm - Natüralizm,C
e7adc6a6-2136-5dd4-b676-8b866586fcce,EDEBIYAT,"I. Şiirler, belli aralıklarla düzenlenen törenlerde söylen miştir. II. Daha çok destan ağırlıklı bir edebiyattır. III. Toplumsal etkilenmeden dolayı aruz ölçüsü daha çok tercih edilmiştir. IV. Halkın kullandığı sözcüklerle sade, yalın bir dil kulla nılmıştır. V. Şiirler dörtlükler hâlinde oluşturulmuştur. Numaralanmış yargılardan hangileri İslam öncesi Türk edebiyatı ile ilgili olarak söylenemez?",V,IV,III,II,I,C
311dde29-0a86-50b7-9c49-600655178948,EDEBIYAT,"Düşmanlarla karşılaştıklarında öyle bir nara attı ki düş man ötü patlayarak öldü. Atının nallarından çıkan kıvıl cımlarla kırk düşmanın gözü kör oldu. Dil, içerik ve anlatım özellikleri dikkate alınırsa bu parça, aşağıdaki nazım türlerinden hangisinden alın mış olabilir?",Destan,Sagu,Koşuk,Sav,Varsağı,A
2fa80f66-9031-5880-87a8-592d9e9035b0,EDEBIYAT,"I. Halkın kullandığı deyim ve deyişlere yer verilmiştir.
II. Geniş halk kitlelerine ulaşmak amacıyla kaleme alınmış eserlerde kullanılmıştır.
III. Dinî-destanî halk kitapları, ahlak, siyaset konusu ele alınırken tercih edilmiştir.
IV. Didaktik yönü ağır basan eserlerde kullanılmıştır.
V. Secilere sıkça yer verilerek sanatsal anlatım sağlanmıştır.
Numaralanmış açıklamaların hangisinde sade nesir ile ilgili bilgi yanlışı vardır?",I,II,III,IV,V,E
33c52369-c6a3-56a4-aba2-4524617d5d70,EDEBIYAT,Parçada tanıtılan türün Türk edebiyatında ilk yetkin ürünlerini veren sanatçı aşağıdakilerden hangisidir?,Şinasi,Ahmet Rasim,Halit Ziya Uşaklıgil,Namık Kemal,Sami Paşazade Sezai,B
dc27314f-d33e-545d-8f89-591bd12392aa,EDEBIYAT,"Kaynağını kutsal kitaplardan alan bu mesnevinin olay örgüsünün de asıl kahramanın kıskanılarak kardeşleri tarafından kuyuya atılması, köle pazarında satılması, rüya tabirlerinde bulunması, güzelliğiyle beğenilmesi, tüm sıkıntılara karşı sabır ve sadakat göstermesi hikâyenin önemli noktalarını oluşturur.
Bu hikâyedeki gömlek, kuyu, buğday ve rüya tabirleri simgesel değerleriyle anlatımı zenginleştiren unsurlardandır.
Bu parçada söz edilen eser aşağıdakilerden hangisidir?",Leylâ vü Mecnun,Yusuf u Züleyha,Hüsrev ü Şirin,Şem ü Pervâne,Vâmık u Azra,B
d49b1efe-9cd9-50f7-a5c5-85524c4a9a78,EDEBIYAT,Aşağıdakilerden hangisinde Peyami Safa'yla ilgili bir bilgi yanlışı vardır?,"Edebiyat dünyasının psikolojik roman üstadı olan Peyami Safa, romanlarında kendi yaşamından, ruh hâlinden ve çevresinden kesitler vermiştir.","“Yalnızız” romanında akımlar arasında gidip gelen Ferit'i ele almıştır. Sonunda onun huzura erişini, ermeden önceki bunalımlarını işlemiştir.",“Fatih-Harbiye” adlı romanında Doğu - Batı çatış-masını simgesel değerler üzerinden ele almıştır. Semtin yaşamındaki değişim ve dönüşümleri zengin bir dille anlatmıştır.,"Otobiyografik romanı olan “Dokuzuncu Hariciye Koğuşu”nda kendi hasta psikolojisini ele almıştır. Hasta bir çocuğun durumunu, aşkını ve çaresizliğini anlatmıştır.",Geçimini sağlamak için yazdığı ve sanat kaygısı ta-şımayan romanlarında Server Bedi takma adını kullanarak Cingöz Recai serisiyle polisiye romanlar yazmıştır.,B
3b3cf4b4-d70e-5cdb-94f1-8d8b37b33fb6,EDEBIYAT,Aşağıdaki eserlerden hangisi I. metinde verilen sanatçının eserleri arasındadır?,Aylin,Sevdalinka,Füreya,Sırtlan Payı,Köprü,A
9acbefdf-3620-562b-a1cb-61817235e709,EDEBIYAT,"Şair, Klasik Türk edebiyatının kurucularından biri sayılmaktadır. ""Hüsrev ü Şîrîn"", ""Cemşîd ü Hurşîd"", ""İskender-nâme"", ""Harname"" ve ""Garîb-nâme"" gibi eserleriyle tanınmıştır. Özellikle mesnevi türünde kaleme aldığı Hüsrev ü Şîrîn ve ögedi konu edinen eserleriyle şöhret olmuş ve bu türün önde gelen şairleri arasında yer almıştır. Eserlerinde oldukça akıcı bir dil kullanan şair, tasvirlerinde ve konuyu işleyişinde başarıya ulaşmıştır. Mesnevi alanındaki başarısı, Şeyhî ve Latîfî gibi müellifler tarafından övgülerle takdir edilmiştir. Hatta Latîfî, Hüsrev ü Şîrîn'in birçok nazire yazıldığı hâlde hiçbirisinin sanatçının eserinin yanına dahi yaklaşamadıklarını belirtmiştir.
Bu parçada sözü edilen sanatçı aşağıdakilerden hangisidir?",Hoca Dehhani,Süleyman Çelebi,Şeyhi,Mevlana,Hacı Bektaş Veli,C
0f5f2dff-aafd-5e9b-9389-b2c799475ddb,EDEBIYAT,"Jan Valjean -yalnızca- bir somun ekmek çalmaktan dolayı kürek cezasına çarptırılır, birkaç kez kaçma girişimiyle cezası on dokuz yıla çıkar. 1815'te serbest kalır ama hapisten sonra inançlarını yitirmiş, topluma öfke ve kin duymaktadır. Daha sonra ""D"" kasabasına gider, burada kasabanın piskoposundan gördüğü iyilikle ruhu aydınlanır. Çünkü Piskopos ona çok iyi davranır. Jan Valjean yıllar sonra böylesine güzel bir davranış karşısında çok mutlu olur.

Bu parçada sözü edilen roman ve yazarı aşağıdaki- lerden hangisidir?",Yalancı - Corneille,Wilhelm Tell - Schiller,Karakterler - La Bruyere,Genç Werther'in Acıları - Goethe,Sefiller - Victor Hugo,E
0c5a51e0-854d-5c4d-8eb8-d2fbb98d146a,FIZIK,"Havadan cama geçen ışığın;
I. ortalama hızı
II. frekansı
III. dalga boyu
niceliklerinden hangileri azalır?",Yalnız I,Yalnız III,I ve II,II ve III,I ve III,E
a754bde3-ab99-545d-90cc-32bb83c122f6,FIZIK,"Elektromanyetik dalgaların özellikleri ile ilgili,
I. Homojen bir ortamda doğrusal yolla yayılır.
II. Farklı kaynaklardan gelen dalgalar girişim yapabilir.
III. Doppler olayıni gerçekleştirebilir.
yargılarından hangileri doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III",C
e5fc1d3e-8d11-54fb-9215-97864450f3ca,FIZIK,"Bir kaynaktan çıkıp alıcıya kadar ulaşan elektromanyetik dalgalarda, dalga frekansının kaynaktan çıkan frekanstan yüksek olduğu gözlemleniyor. Kaynağın frekansı sabit olduğuna göre I. Kaynağın alıcıya yaklaşması. II. Alıcının kaynaktan uzaklaşması. III. Alıcının kaynağa yaklaşması durumlarından hangileri gerçekleşmiş olabilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,C
3992e579-807e-5176-b389-dcbf7a3820a1,FIZIK,"Uluslararası birim sistemi (SI), uzunluğun birimi metre olarak tanımlanmıştır. Evrende bazı cisimler arasındaki mesafeler çok büyük, bazı cisimler arasındaki mesafeler ise çok küçük olduğundan bu uzunlukların bazılarını ifade edilmesinde metre yerine ışık yılı ve angström kullanılır.
• Işık yılı, ışığın bir yıl içerisinde aldığı yoldur.
• 1 angström, 1 metrenin $10^{-10}$ a bölünmesi sonucu bulunan uzunluk birimidir.
Buna göre ışık yılı ve angströmün kullanıldığı yerlerin verildiği tabloda hangi sütunda her iki birim için de uygun bir seçim yapılmıştır?",Bina yüksekliği - Güneş ile Ay arası uzaklık,Güneş ile Dünya arası uzaklık - Sehpanın boyu,Bahçenin uzunluğu - Atomun yarıçapı,Ay ile Dünya arasındaki uzaklık - Ağacın boyu,Galaksiler arası uzaklık - Bir su molekülünün çapı,E
e8b143a9-e14f-529e-a08c-05ccfd3de24c,FIZIK,"K saydam ortamında ilerleyen tek renkli bir ışık ışını, L saydam ortamına geçiyor. K ve L ortamlarının kırıcılık indisleri farklı olduğuna göre, I. Işının K ve L ortamlarındaki süratleri birbirinden farklıdır. II. K ortamından L ortamına geçerken ışının doğrultusu değişmiştir. III. Işının K ortamındaki dalga boyu, L ortamındakinden farklıdır. yargılarından hangileri kesinlikle doğrudur?",Yalnız I,Yalnız II,I ve III,II ve III,"I, II ve III",C
1dff822e-b11d-5a3d-ad8e-9e1eff9aa093,FIZIK,Heisenberg Belirsizlik İlkesindeki $\Delta x \cdot \Delta P$ ifadesinin birimi aşağıdakilerden hangisidir?,Joule.saniye,kg/m.metre$^2$,newton.metre,newton.saniye/metre,Joule/saniye,A
cb39602a-49ef-5cd5-9268-b15597d9bfc0,FIZIK,"Düşey kesiti şekil - I'deki gibi olan ve içinde su bulunan bir kabın içerisindeki bir lazer kaynağından çıkan tek renkli ışın, kutunun A ve B yüzeylerini birleştiren köşesine ulaşmaktadır.
Işın; kutunun ortasına şekil - II'deki gibi X saydam ortamı yerleştirildiğinde A yüzeyine, şekil - III'teki gibi Y saydam ortamı yerleştirildiğinde ise B yüzeyine ulaşıyor.
Buna göre X, Y ve su ortamlarının ışığı kırma indisleri; $n_X$, $n_Y$, $n_{su}$ arasındaki ilişki aşağıdakilerden hangisidir?",$n_X > n_Y > n_{su}$,$n_Y > n_X > n_{su}$,$n_X = n_Y > n_{su}$,$n_Y > n_{su} > n_X$,$n_Y > n_X = n_{su}$,B
14d72c97-1466-567e-b7ed-24f0a8c184b3,FIZIK,"Atomların son yörüngesinde (valans katmanında) 4 elektron bulunan maddelere yarı iletken maddeler denir. Germanyum ve silisyum en yaygın yarı iletken maddelerdir. Yarı iletken maddelere katkı yapılarak serbest elektron sayısı artırılırsa N tipi yarı iletken ve da katkı yapılarak serbest elektron sayısı eksikliği oluşturulursa P tipi yarı iletken oluşur. P tipi ve N tipi yarı iletkenler bir araya getirilerek çeşitli elektronik devre elemanları oluşturulur.
Buna göre aşağıdakilerden hangisi bu şekilde bir süreç izleyerek oluşturulan bir devre elemanı değildir?",Diyot,Transistör,Fotodiyot,Fotovoltaik pil,Direnç,E
7d532905-0751-5b48-bc2e-9301d8ce164e,FIZIK,"Ahmet, ailesinin tarım arazisinde sulama sistemini çalıştırmak için güneş paneli kurmayı planlıyor. Arazisi, Türkiye'nin içine güneş ışığı alma oranı yüksek bir bölgesinde, yıllık ortalama 2741 saat güneşlenme süresine sahiptir.
Aşağıdaki yargılardan hangisi Ahmet'in güneş panellerini kurma kararını verirken yaptığı yorumlardan birisi olabilir?","Güneş panelleri, düşük güneş ışığı alan bölgelerde daha verimlidir ve yüksek kurulum maliyeti nedeniyle Ahmet'in sulama sistemi için uygun değildir.","Güneş panelleri, manyetik alan üreterek çalışır ve yüksek güneş ışığı alan bölgelerde verimsizdir, bu nedenle Ahmet için ekonomik değildir.","Güneş panelleri, yalnızca şehirlerde verimlidir ve tarım arazilerinde kullanılamaz, bu nedenle Ahmet'in sulama sistemi için başka bir enerji kaynağı seçmesi gerekir.","Güneş panelleri, fosil yakıtlarla birlikte çalışır ve bakım gerektirmez, bu yüzden Ahmet'in arazisinde düşük maliyetle yüksek verim sağlar.","Güneş panelleri, yüksek güneş ışığı alan bölgede verimli çalışır, sulama sistemi için enerji sağlar, ancak yüksek kurulum maliyeti ve bakım gereksinimleri de dezavantaj oluşturabilir.",E
80e9c34e-f766-5d6f-bd14-b4199266194a,FIZIK,"Tek yarıkta yapılan girişim deneyinde $\lambda$ dalga boylu ışık kullanıldığında perde üzerindeki bir P noktasında n. karanlık saçak oluşuyor.
Buna göre;
I. ışığın periyodunu artırma,
II. yarık genişliğini artırma,
III. yarık düzlemi ile perde arasındaki uzaklığı azaltma
işlemlerinden hangileri tek başına yapılırsa P noktasında n. aydınlık saçak oluşabilir?",Yalnız I,Yalnız II,Yalnız III,I ve II,II ve III,A
8ab7bfa9-6ff0-553b-b290-9e20b9558ac9,FIZIK,"Ahmet, hareket türleri ile ilgili aşağıda verilen gözlemleri yapıyor.
I. Seyrettiği bir belgeselde, Dünya'nın kendi ekseni etrafında dönme hareketi yaptığını gördü.
II. Yüksek hızlı trenin, raylar üzerinde öteleme hareketi yaptığını gördü.
III. Bowling topunun lobutlara doğru ilerlerken dönme ve öteleme hareketi yaptığını gördü.
Buna göre, Ahmet'in gözlemlediği olaylar ile eşleştirdiği hareket türleri bakıldığında, hangilerinde doğru bir eşleştirme yapmıştır?",Yalnız II,I ve II,I ve III,II ve III,"I, II ve III",E
708f1b38-8a18-575c-a8cf-89ad9cb2c231,FIZIK,"Bir odadaki çalışma masasının yüzeyinde ortalama $750$ candela'lık aydınlanma şiddeti;
I. $75$ watt'lık akkor filamanlı,
II. $13$ watt'lık LED,
III. $40$ watt'lık floresan
ampullerinden herhangi biri ile tek başına sağlanabilmektedir.
Bu ampuller eşit süre çalıştırıldıklarında akkor filamanlı, LED ve floresan ampullerin harcadıkları elektrik enerjileri sırasıyla $E_I$, $E_{II}$ ve $E_{III}$ ise bunlar arasındaki ilişki aşağıdakilerden hangisinde doğrudur?",$E_I = E_{II} = E_{III}$,$E_I > E_{II} > E_{III}$,$E_I > E_{III} > E_{II}$,$E_{III} > E_{II} > E_I$,$E_{III} > E_I > E_{II}$,C
1d20b262-e449-5b3e-98db-8bb2b1d8968e,FIZIK,"Güneş pilleri, ışık enerjisini elektrik enerjisine dönüştüren yarı iletken malzemelerden yapılmış cihazlardır.
Güneş pillerinde enerji dönüşümü aşağıda verilen süreçlerden hangisinde doğru verilmiştir?
A) Güneş pili üzerine düşen fotonların oluşturduğu ısı enerjisi ile elektrik akımı oluşur.
B) Güneş pili üzerine düşen fotonlar, fotoelektrik etki sonucu elektronların serbest kalmasını sağlar ve akım oluşur.
C) Güneş pili üzerine düşen fotonlar, yarı iletken malzemedeki elektronları valans bandından iletim bandına geçirerek akımın oluşmasını sağlar.
D) Güneş'ten gelen fotonların, yarı iletken malzemeyi eritmesi sonucu akım oluşur.
E) Güneş'ten gelen elektromanyetik dalgaların elektrik alanı, güneş pilindeki elektronlar ile rezonansa girerek akım oluşturur.",Güneş pili üzerine düşen fotonların oluşturduğu ısı enerjisi ile elektrik akımı oluşur.,"Güneş pili üzerine düşen fotonlar, fotoelektrik etki sonucu elektronların serbest kalmasını sağlar ve akım oluşur.","Güneş pili üzerine düşen fotonlar, yarı iletken malzemedeki elektronları valans bandından iletim bandına geçirerek akımın oluşmasını sağlar.","Güneş'ten gelen fotonların, yarı iletken malzemeyi eritmesi sonucu akım oluşur.","Güneş'ten gelen elektromanyetik dalgaların elektrik alanı, güneş pilindeki elektronlar ile rezonansa girerek akım oluşturur.",C
2e9247d1-e368-5ac2-bf58-7c3403f2e841,FIZIK,"İç direnci önemsiz bir üretece bağlı özdeş K, L ve M lambaları ışık veriyor. Devreden L lambası çıkarılınca K sönüyor ve M'nin parlaklığı değişmiyor. Buna göre, lambaların ilk parlaklıkları $P_K$, $P_L$ ve $P_M$ arasındaki ilişki ne olabilir?",$P_K > P_L > P_M$,$P_M > P_L = P_K$,$P_M > P_L > P_K$,$P_L > P_M > P_K$,$P_M > P_K > P_L$,E
